driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69
14,92648,125659,84803,83773,131720,138781,129257,84022,83012,83281,82941,82455,82014,82987,82192,82381,82239,82069,82224,82119,81737,81861,82085,81604,81563,81366,81493,81277,81549,82520,81850,81172,81199,81169,80961,81328,89406,105299,141682,129597,119777,85958,82975,82913,82851,82548,82597,83358,102436,85030,82374,82070,82187,82690,82548,81857,81686,81789,81519,81524,81524,81729,81465,81644,81814,82221,82558,83910,101884
21,91988,125993,85501,84784,130936,138819,129634,84524,83681,83404,82903,82940,83342,82828,82846,82812,83136,82850,82502,82111,82100,82096,82256,82090,82032,81883,81891,81719,82285,81927,81832,81775,81762,81531,81550,100181,89865,84194,131859,129799,83673,83894,87271,84075,84307,82127,82315,81901,81926,81957,81956,82062,82009,82243,82195,81544,81617,81787,81647,81534,81542,81524,81625,81574,81345,81455,83288,105345,134610
22.0,282892.0,88233.0,86084.0,86952.0,123803.0,125896.0,86083.0,86473.0,84552.0,84276.0,83785.0,84400.0,84827.0,89706.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
23,97266,123457,86438,86000,128173,139168,128769,85386,84369,84373,83881,83961,83373,83353,83662,83515,83712,83305,82887,82797,82690,83835,82847,82678,82536,82407,82384,82002,82470,83756,82158,82212,88157,83119,82258,102840,88618,84916,105465,129467,84812,84800,84047,84517,84935,84380,83332,82693,82772,83015,82813,83086,82472,82452,82194,82070,82348,82987,82803,83097,82109,82133,83048,82361,83339,83209,88803,83784,129048
30.0,89610.0,126155.0,82977.0,85054.0,130927.0,139492.0,129641.0,82993.0,82628.0,82235.0,82068.0,82097.0,81967.0,81752.0,81578.0,81758.0,81703.0,81834.0,81543.0,81857.0,81562.0,81359.0,80920.0,81078.0,80781.0,80826.0,80794.0,80709.0,81514.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
35.0,100285.0,123893.0,85541.0,86882.0,125994.0,139047.0,128316.0,86573.0,84597.0,84261.0,83939.0,84051.0,84037.0,83971.0,83536.0,83752.0,83872.0,83790.0,83633.0,83166.0,83784.0,83029.0,82853.0,82779.0,82726.0,82551.0,82342.0,82652.0,82283.0,83122.0,82557.0,82859.0,82585.0,82825.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
37.0,105074.0,120769.0,86463.0,86788.0,125091.0,138907.0,128177.0,86130.0,84905.0,84906.0,84513.0,84276.0,84158.0,83776.0,84414.0,83989.0,83901.0,83468.0,83280.0,83378.0,83373.0,83548.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
41.0,101808.0,123038.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
44.0,108940.0,120254.0,86500.0,87092.0,124810.0,138788.0,127013.0,86432.0,86838.0,85757.0,85395.0,86053.0,83950.0,83704.0,84169.0,84798.0,84784.0,84496.0,84292.0,84407.0,85334.0,84029.0,84121.0,84081.0,84114.0,84800.0,89249.0,83576.0,85530.0,83453.0,84851.0,83643.0,82982.0,83772.0,82933.0,108317.0,88349.0,138787.0,130100.0,84464.0,84430.0,86889.0,85983.0,84948.0,87238.0,86732.0,83097.0,83089.0,103205.0,85192.0,82338.0,82920.0,82613.0,82394.0,82484.0,82364.0,82100.0,82104.0,82136.0,82847.0,83039.0,83099.0,82939.0,82886.0,85168.0,85949.0,84666.0,102852.0,100000000.0
48.0,108162.0,120727.0,86662.0,86570.0,124872.0,138910.0,126994.0,86534.0,86694.0,85880.0,85393.0,86650.0,87033.0,85235.0,85573.0,85913.0,84997.0,84721.0,84503.0,84262.0,84635.0,84198.0,84232.0,84497.0,83791.0,84217.0,84074.0,85076.0,84410.0,88206.0,86417.0,85067.0,83737.0,83452.0,84657.0,119346.0,87900.0,120032.0,129239.0,85732.0,86748.0,88633.0,85613.0,85112.0,84821.0,84944.0,84720.0,84580.0,84491.0,83916.0,84187.0,83850.0,84240.0,84043.0,83642.0,83376.0,83492.0,83241.0,83655.0,82888.0,82940.0,83340.0,83097.0,82988.0,85148.0,85650.0,84681.0,102682.0,100000000.0
