driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
1,91129,134228,127863,121435,116646,112666,81802,80104,79821,79474,79233,79468,79729,79506,79747,79731,98517,81468,77657,79157,79466,79327,78852,78964,79030,79099,78182,77654,77935,78187,84382,122530,119523,80805,79195,78515,77965,77635,77422,77462,77175,76949,79577,118843,110853,80559,78591,77869,77347,77128,77110,76730,77151,76516,76567,76343,76273,76300,76342,76547,76250,77037,77679,76302,76610,76710,76797,76219,76455,76473,76563,76591,76574,77629,87986,99397,118536,115629
3,95789,133111,127582,121484,117068,110620,83163,81474,80466,80057,80207,80114,79786,79894,79884,80098,78853,79551,80004,77538,77445,77666,77403,79359,78686,78440,78239,96080,82723,78763,90757,114757,116938,82663,80034,79059,78592,79486,78124,77554,77300,77209,86356,108751,107236,81092,79305,78598,78280,78068,77802,77115,77168,76943,76398,76330,76471,76593,76663,76909,77650,76661,76630,77032,75959,76206,76366,76585,76415,76945,76246,76119,77448,78563,92433,90191,117883,114576
4,122964,124390,122283,123754,115762,106643,82731,83021,82641,81700,81226,78463,80491,80161,80908,80660,78200,78568,77968,78309,78682,79050,79129,79051,78969,79070,78635,77794,78912,78608,86222,119297,118709,81551,79177,78688,78647,78486,77734,77401,77788,77305,83014,112944,109579,80919,79069,78276,78028,77722,77268,76869,76265,76849,76785,77198,76843,76715,76461,76550,76117,76153,77848,76671,75974,76663,76611,76695,76627,76185,76441,76462,75905,78194,88438,96659,118884,116067
5.0,105382.0,133978.0,125057.0,123550.0,117144.0,107042.0,83267.0,82551.0,81526.0,81137.0,80856.0,81220.0,81346.0,81476.0,81350.0,83113.0,81277.0,81329.0,80701.0,81663.0,81072.0,81521.0,81119.0,80713.0,81559.0,81163.0,82048.0,89382.0,87856.0,122651.0,120978.0,90779.0,84398.0,81160.0,80474.0,80264.0,80173.0,79756.0,79834.0,79758.0,89686.0,96597.0,95081.0,82276.0,80792.0,79803.0,79434.0,79413.0,79056.0,79174.0,79058.0,78998.0,78693.0,78598.0,78502.0,78401.0,79198.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
9,88990,134496,126242,122208,117745,113346,81301,79990,79246,78887,79078,79296,79243,79222,78977,79379,79185,78954,78828,78624,96690,81506,78233,79449,78647,78391,78250,77940,77760,78961,83334,126414,120920,81246,79093,78181,77888,77464,77419,77036,77168,77064,79685,120147,111850,80001,78287,77599,76842,76924,76599,76469,76379,76283,76181,76203,76009,76404,75839,76163,76575,77175,76217,76026,75875,75536,75508,75816,76094,75755,75652,75353,75829,76315,77973,123955,118972,114249
10.0,106460.0,135131.0,124306.0,123656.0,116667.0,106496.0,83759.0,82736.0,81944.0,81257.0,80775.0,81460.0,81136.0,82104.0,81901.0,81812.0,82067.0,81390.0,81395.0,81887.0,81957.0,82451.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
13,89929,134963,125907,121853,117775,113108,81558,79991,79602,79234,79075,79448,79283,79428,79299,79163,79205,78858,97637,82647,78931,80245,79287,78763,79356,78857,77690,77501,77598,77537,85411,122986,120082,80455,78731,78089,77929,77408,77665,77681,76890,77017,79536,119726,111158,80318,78629,77553,77216,76895,76836,76434,76195,76503,76447,76310,76267,76045,76289,76017,76175,76852,76076,76140,76234,75680,75956,75503,75697,76061,76453,75952,75836,76568,77736,121249,118694,114713
15.0,107727.0,135427.0,124079.0,123805.0,115889.0,106677.0,83985.0,83166.0,82593.0,82356.0,83485.0,82567.0,82460.0,82698.0,83033.0,82919.0,82747.0,82567.0,82666.0,82582.0,81886.0,83641.0,83324.0,82119.0,81944.0,90537.0,82867.0,84737.0,96884.0,94390.0,101421.0,86503.0,84563.0,83634.0,82428.0,82458.0,81656.0,81668.0,82072.0,81251.0,91591.0,96521.0,84135.0,81853.0,81527.0,80879.0,81353.0,80241.0,80400.0,81083.0,80672.0,81309.0,82069.0,79602.0,79440.0,79824.0,80334.0,82364.0,84847.0,82097.0,82519.0,85868.0,81718.0,80759.0,81756.0,79546.0,79340.0,80132.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
16,97880,133813,126781,122709,116534,109188,83268,81599,80951,80330,80024,80001,80262,79950,79661,80118,79331,79675,79144,78146,77910,98073,82508,78590,78091,78569,81166,78685,78640,78678,89296,108964,116227,84357,79051,79258,79028,78755,78721,78413,78324,79085,84560,105446,107267,81294,79318,78992,78401,77983,77886,77888,77416,77019,77337,77102,77125,76545,77167,76551,76632,76864,76626,77946,78197,76702,76604,76669,76455,76235,77267,75963,76402,78570,92232,87592,114855,113463
17,86841,134595,123705,123583,118849,114040,80410,79625,78865,78519,78325,78490,77979,78370,78150,77784,77904,78026,77593,79036,78500,78018,97216,83472,78423,78271,78090,78143,77585,77372,78998,141253,122316,80215,78213,77774,77710,77610,77619,77167,76828,77142,77834,122897,113154,78389,77495,77186,76505,76890,76310,76285,75999,76182,76096,76281,75906,76259,75832,75997,76941,75796,75318,76023,76357,76041,75784,75758,75388,75632,76095,76350,76165,78665,77449,125598,119269,114605
