driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77
14,90684,84252,83918,83459,83527,83056,83261,83195,82873,82884,82783,82260,82426,82820,82957,82785,82706,82355,82206,81997,82548,82166,82625,82364,82127,82165,83384,81585,81358,82561,81909,81975,86012,101250,82622,81611,82042,81486,81592,81692,80923,81268,82349,81755,82100,82243,82843,82847,82799,83014,82369,83120,82549,82697,82588,82995,82831,86897,101243,82083,81811,81324,81228,81162,81071,81195,80968,81040,80699,82889,81993,82494,82291,82981,82075,82092,82938
15,95155,85396,84952,84456,84309,84253,84054,83720,83540,83787,83598,83360,83377,83284,83066,83174,83096,83120,83349,83563,83581,83241,83308,83310,83449,83630,83320,83433,88296,103355,82964,83046,83532,83705,83470,83503,83859,83650,82614,82705,82737,82534,82759,82215,81936,82051,82246,82269,82234,87216,103373,83096,83049,83146,83855,83816,83763,83396,82984,82994,83003,83344,83724,83475,84145,82797,82666,83297,84421,82932,83691,84581,85668,84363,85898,85960,inf
21,89658,83805,83354,83085,82898,82949,83312,82676,82523,82759,82217,82025,81881,81878,81847,82009,82049,81571,81935,81982,83010,83161,82162,82554,82808,82614,82552,86773,104069,82342,82847,83673,83295,83904,83090,83150,82740,82697,82892,81923,81694,81792,81641,81613,81810,84041,83349,81709,82612,82072,81469,102995,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,92991,84884,84166,83919,83648,83705,83736,83502,83330,83370,83038,82561,82873,82754,82853,82727,82803,82936,82772,82608,82802,82623,82990,82770,82875,83019,82782,82517,82730,83464,83743,83166,83691,82367,82833,82966,81849,81707,81984,86676,106247,82779,83093,83260,83074,82612,82875,83026,83375,83300,83818,83648,83037,83589,83254,82645,82950,82607,82538,82805,83135,84185,83126,83061,82237,82639,82604,82306,82411,82454,82145,82308,82267,82732,83070,83371,84031
23,97891,85856,85865,84972,84992,84912,84512,84566,84012,83448,83853,83724,83734,83748,83655,84183,83984,83903,83971,84463,83682,83937,83888,83437,83624,84164,84051,88460,104844,82712,82410,82794,83202,82947,83905,84826,83195,84056,84057,83745,84812,83121,82637,82697,82157,82637,82154,81745,82229,82376,87475,102889,82814,82809,82927,83253,82669,83003,82505,82644,82579,82278,82413,82685,85406,82911,83547,85223,83217,82973,83299,83355,84257,83743,83580,84092,inf
25,93340,85215,84498,83855,84077,84283,83562,83906,83398,83518,82994,83121,82578,82540,82802,82690,82707,82496,82692,83161,82333,82370,82729,82999,82626,83010,82658,82690,86918,102666,81965,87729,84535,83431,83480,83097,82949,82834,83029,82972,82556,82402,82231,82325,82095,82247,82408,81961,82883,83271,88021,103718,84097,83428,82793,82864,82881,83181,82901,82651,82793,82891,83644,82506,81971,81965,81988,82172,82287,82593,81539,81663,81792,81781,82088,82765,82743
35,96306,85391,85436,84820,84385,84453,84323,83880,84235,84322,84333,83806,83785,83956,83624,83839,84040,83876,84193,84756,83907,83822,88852,103547,82439,82860,84022,83951,83299,83400,83688,83095,83675,83637,84873,83576,84938,84469,83963,85301,84309,83890,82902,82565,82580,82237,82438,82168,81975,86893,105284,83014,85280,82768,83050,83006,83495,85569,82739,101497,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
37,99920,85987,86023,85686,85748,85246,85155,85722,85217,85484,84995,84469,84594,84646,85042,84605,84418,84002,84086,84028,84016,84613,84006,85705,83816,83954,83750,89173,105991,83795,83934,87440,84635,87916,85667,84796,84446,84225,85506,84405,83940,83945,83830,85251,83931,84858,83520,83727,83666,84310,84527,88907,105460,85151,84255,83785,86106,84193,85234,84330,84037,84279,83891,84046,84179,85661,83843,83861,83907,84158,84384,88733,85590,83793,83938,inf,inf
41,96817,85508,85469,85055,84660,84751,84486,84513,84245,84496,84117,83660,83740,83699,83949,84105,84107,83957,83883,84325,83783,83861,83909,83382,83730,84285,84034,84271,88743,107047,81825,81343,87213,105620,85451,86096,83968,85221,84035,83516,83691,84880,84522,83929,83625,83857,84430,83646,83654,88165,86133,83723,83392,83436,83741,84075,83135,82856,82528,87225,105003,82565,82387,82760,84742,83106,83971,83236,83344,83292,83289,83228,83590,84433,85331,inf,inf
44,98406,86060,85783,85144,84838,84893,84714,84607,86012,83616,83734,83985,84009,83706,83531,84220,84844,84222,83747,84027,83774,83831,84000,83752,83829,83827,83672,83555,83610,83472,83642,83845,84235,83664,84036,83537,84184,88014,105765,83356,83798,84239,86156,83732,84266,83742,83386,83685,85988,83197,85443,84250,84117,83998,83669,83512,83487,83140,82587,85574,83217,83991,83178,83552,83811,83626,83794,86273,83423,83246,82754,82706,83940,83234,83627,84591,inf
