driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53
1,110478,135751,127904,86009,85027,84827,84751,84557,84349,84918,84823,84839,84709,84666,84747,84674,84545,84825,84560,84448,83611,83996,83974,84847,84634,84892,84272,88176,102820,82497,82718,82839,83807,84755,84456,84322,84240,83894,83757,84116,83768,84423,84310,84392,83711,83512,83759,83776,84251,84534,84525,85368,86125
4,119468,137507,121731,88817,87095,87009,88291,87534,105377,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,107025,137567,129263,85439,84871,84859,84538,84631,84500,84686,84782,84978,84648,84512,84582,84956,84742,84839,84516,89105,102540,83953,83535,83840,83586,83670,83733,83515,84002,84097,83777,83860,84837,84537,84257,84236,84239,83854,83936,83970,83897,84652,84249,84583,86019,84985,84722,84857,85298,85351,85075,85655,86833
20,130568,137828,119157,85442,86672,86288,85975,87526,86853,85463,84933,84854,85088,85551,85738,85257,85979,84954,85340,84564,84905,84566,85055,84794,85296,85108,84566,84470,89444,104145,83663,83068,83472,83199,83538,83255,82952,84271,83600,83473,83174,83542,83270,83311,82884,82927,82702,82828,83405,83187,82505,83116,82914
154,113393,137281,125602,87285,86163,86251,85981,85982,85955,86249,85985,85920,86028,85949,85976,85919,85921,85956,85803,85763,86097,85604,90276,106129,85732,84998,85026,85132,85110,85406,85103,84836,85605,86238,85779,84947,85204,84874,84898,85047,84926,84902,84656,84623,84568,84421,84559,84243,84745,84436,84765,84244,84313
807,128144,138181,118295,87040,86843,87977,87006,87362,87891,87166,86713,86896,86476,86809,86912,86671,86630,87335,86597,86769,86428,86566,86310,86554,86347,86147,86252,86757,86578,86945,86162,86176,86229,86663,86483,86414,86481,86504,86314,88236,91629,104790,86693,84306,84540,84209,84059,85640,84403,84315,84533,84987,inf
815,122352,138145,120366,87999,86712,86526,88130,85642,85514,85635,85482,86249,85943,86015,85966,86031,85939,86802,85750,85638,85876,85564,86496,85753,85910,85579,85551,85185,85378,85031,85249,85036,85184,85018,85008,84875,85039,86205,89927,105488,83704,83738,83529,83656,83946,83810,83861,84212,84499,84476,84407,84511,84625
817,128859,138448,118235,86824,86771,85598,86484,88186,88696,85767,87703,85760,85930,85729,85640,85424,85276,85229,85732,85399,85844,85301,86235,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
822,112240,137044,126167,86776,85763,85538,84981,85070,85163,85176,85203,85065,85224,85024,85284,85014,84915,84582,85291,85080,85169,85271,85325,85076,86181,85473,84199,84359,84551,84370,83847,84157,84762,84560,84090,88735,102981,83062,82907,83082,83038,84116,87893,83260,83174,83042,83525,83908,84545,83665,83734,83637,84256
825,121435,137918,120736,96469,122479,87155,87942,87028,88106,87163,88595,87199,87242,87099,86764,86659,89016,87097,86995,89218,86733,86569,86917,88159,87071,86818,86761,88453,88097,88032,86999,87615,86882,87700,86356,86285,86235,89379,86532,90857,86425,87235,85919,85805,85738,85692,85903,85938,86795,86587,88017,87303,inf
828,143966,128119,116316,87089,86981,86881,87068,87066,87119,87234,87157,86902,86944,87708,87331,86942,87028,86738,86739,86546,86719,86718,86743,87156,87058,86357,86492,86340,86289,86236,86143,86373,86260,86266,86337,86375,86366,86406,87353,86569,88870,92048,106962,83768,84171,84276,84221,84444,84366,84448,84317,83827,inf
830,111041,136204,127530,86555,85615,85475,85116,84976,85145,85040,85295,85189,85210,85135,85080,84966,84904,84980,85159,85356,85027,85310,85021,85018,85718,89839,103711,83930,83682,84414,84174,84058,84266,84103,84242,83888,84084,83781,83633,83691,83609,84171,84083,83762,84774,84297,83927,83982,84337,83705,83767,83836,83881
832,114630,137249,124452,87748,86379,86288,86275,86019,86265,86272,86354,86128,86665,86885,86329,85909,86263,86405,86238,86854,85981,85938,86666,87331,86353,85983,86127,85935,85942,85956,85963,85612,86179,86489,85643,85794,85827,86142,90536,106333,84725,84921,84758,84531,84565,84563,84553,84612,84502,84674,84804,84056,85023
838,126746,138314,118785,87761,89445,86808,86851,87104,87809,87347,87123,87179,87006,87370,87079,86972,86812,86613,86825,86708,86586,86920,86669,91036,106180,85598,85830,86105,85959,85944,85977,85790,85537,88726,85629,86879,85437,85132,85361,85377,85371,85192,85172,85234,85352,87209,84772,85061,84954,85777,84873,84899,inf
839,115726,137300,123928,87876,86967,86198,86151,86071,86046,86076,86310,86096,86448,85598,85613,85387,85777,85800,85930,85649,85886,85708,85505,86964,85891,85604,85312,85317,86373,85438,85301,85137,85592,85125,85270,85200,85273,89408,104944,84438,84469,84416,84338,84179,84313,84411,84472,84305,84461,84258,84870,84444,84676
840,116515,138021,122718,88269,87012,86430,86346,86684,86437,86310,86513,85713,86657,86273,87608,86905,86113,86406,86019,86101,86569,86329,86544,86500,86534,86489,86527,86470,86394,86278,85805,86390,86085,85907,90407,106822,84608,85107,84580,85225,85031,84988,84743,84670,84656,84686,84616,84982,86719,84910,85148,85456,inf
842,120688,137371,121011,89166,87245,87275,88096,87990,86915,87492,87798,87819,86353,86705,87193,86710,87895,87358,87027,86614,86417,86457,86376,86448,86303,86176,86076,86773,86498,87056,86349,86229,85976,90692,109652,84920,85082,85131,85396,85556,85356,85278,85177,87183,86839,84767,84880,86035,85753,85008,85180,85293,inf
844,124247,138357,120528,87415,86579,86556,87222,87467,89165,88021,87515,87248,86931,86776,87006,86781,87188,87014,86805,86594,86581,86764,86920,86648,86472,86492,86229,86420,86261,86360,86215,86461,86472,90430,105465,85184,84843,84588,84859,84759,84820,84824,84757,84821,84630,84995,84642,84669,84623,84506,84619,84504,inf
845,117454,137479,122900,88099,87234,86800,86539,86509,86537,86261,86262,86078,87427,87396,86506,86004,86244,86342,86272,86162,86365,87244,86515,86666,86983,86212,86122,86122,86148,86283,86973,85803,85866,86132,86134,87066,90478,105918,84788,84693,85792,87108,84734,84909,84790,84708,84679,85053,85438,84899,85762,83768,inf
