driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73
2.0,99384.0,89382.0,87610.0,87037.0,110957.0,93117.0,89603.0,87732.0,86555.0,88208.0,87101.0,85364.0,84889.0,84452.0,83744.0,84569.0,81670.0,79258.0,78800.0,78579.0,78084.0,78250.0,77799.0,77609.0,77508.0,77651.0,77633.0,77253.0,76798.0,77189.0,76935.0,77003.0,77331.0,76936.0,77797.0,77359.0,77805.0,76989.0,76902.0,76411.0,76842.0,76618.0,103718.0,80715.0,77426.0,77956.0,79683.0,78872.0,77691.0,78111.0,78342.0,77881.0,77413.0,77254.0,77126.0,77153.0,76962.0,77069.0,77014.0,76833.0,77006.0,76952.0,76714.0,76532.0,77094.0,76847.0,78144.0,76735.0,76509.0,76562.0,76214.0,76074.0,100000000.0
14.0,88734.0,83341.0,84021.0,85156.0,86980.0,87265.0,88460.0,112459.0,110312.0,91931.0,86755.0,85325.0,84494.0,82499.0,81495.0,81136.0,80250.0,80346.0,80099.0,78943.0,77839.0,77563.0,78191.0,78110.0,77175.0,77522.0,77123.0,76077.0,76713.0,77604.0,76431.0,76370.0,76924.0,76618.0,76750.0,76219.0,75792.0,76788.0,75042.0,74711.0,101105.0,80084.0,76443.0,76748.0,76638.0,76542.0,76492.0,76190.0,76507.0,76365.0,76231.0,76833.0,76466.0,76424.0,77185.0,76254.0,76062.0,75788.0,75924.0,75826.0,75646.0,76084.0,76038.0,75918.0,75630.0,75686.0,75603.0,75494.0,76384.0,75862.0,76131.0,76173.0,77377.0
15.0,92373.0,135023.0,88410.0,84770.0,85671.0,88760.0,86984.0,86586.0,87411.0,85957.0,85942.0,132279.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
18.0,92717.0,121455.0,95258.0,88316.0,86386.0,85607.0,86078.0,84831.0,84358.0,85053.0,83459.0,82977.0,83215.0,83618.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
21.0,102096.0,89097.0,88505.0,87799.0,87429.0,119728.0,94991.0,118266.0,93726.0,87189.0,85858.0,85229.0,84110.0,83174.0,83119.0,84247.0,81880.0,81076.0,80589.0,79824.0,79714.0,80904.0,78931.0,78218.0,77458.0,77618.0,78998.0,77379.0,80285.0,77071.0,77063.0,76976.0,77344.0,92665.0,76725.0,76541.0,76895.0,76632.0,76814.0,76631.0,76574.0,76234.0,76237.0,76934.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
22.0,91518.0,84467.0,84669.0,84948.0,87069.0,112164.0,93677.0,88295.0,87777.0,86953.0,87247.0,85325.0,84527.0,84698.0,83502.0,83286.0,81090.0,82170.0,80603.0,78788.0,78433.0,77799.0,78118.0,77414.0,77374.0,77357.0,76782.0,76166.0,77083.0,77037.0,76707.0,75974.0,75827.0,75966.0,76382.0,76046.0,75809.0,76014.0,75835.0,78355.0,76837.0,75624.0,75190.0,75872.0,75622.0,75691.0,76030.0,75991.0,75562.0,76448.0,74822.0,75066.0,99409.0,80192.0,76351.0,76340.0,76466.0,76104.0,75709.0,75971.0,75514.0,76040.0,75841.0,75824.0,75462.0,76552.0,76547.0,76233.0,75824.0,75614.0,76010.0,75947.0,77045.0
23.0,96096.0,86628.0,84913.0,85246.0,85059.0,87132.0,112932.0,91890.0,87336.0,84444.0,84977.0,83185.0,83368.0,81665.0,80802.0,79909.0,79045.0,78790.0,78327.0,78259.0,78174.0,77695.0,77374.0,77368.0,77300.0,77455.0,77008.0,76596.0,76309.0,76516.0,76637.0,76832.0,76816.0,76262.0,76198.0,76589.0,77064.0,77323.0,105180.0,81194.0,76588.0,119522.0,81118.0,76844.0,76867.0,76904.0,78717.0,77132.0,77546.0,78538.0,77892.0,78400.0,111272.0,80306.0,75598.0,76855.0,76076.0,76023.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
25.0,98935.0,89522.0,86491.0,87495.0,86201.0,86544.0,115197.0,97229.0,90042.0,88711.0,87018.0,85435.0,83811.0,82909.0,82581.0,82699.0,82655.0,80376.0,80097.0,80049.0,79306.0,78434.0,79048.0,78192.0,77689.0,77753.0,77767.0,77057.0,76694.0,76411.0,77214.0,76762.0,76524.0,76395.0,76838.0,105517.0,82042.0,78502.0,77657.0,77734.0,77849.0,77810.0,78540.0,79528.0,79539.0,77165.0,77126.0,77357.0,78660.0,77522.0,77124.0,76911.0,77008.0,76836.0,76708.0,76644.0,76714.0,76221.0,76299.0,76309.0,76684.0,76623.0,76161.0,76063.0,76062.0,75956.0,75906.0,76151.0,75637.0,75560.0,76736.0,75796.0,100000000.0
30.0,89934.0,83860.0,84096.0,84079.0,86452.0,87248.0,85286.0,83856.0,83723.0,83347.0,83642.0,83296.0,83607.0,82980.0,83492.0,107379.0,85537.0,80040.0,79534.0,78666.0,77581.0,77680.0,77293.0,76820.0,76642.0,76565.0,77275.0,76480.0,76505.0,76108.0,77021.0,75803.0,75784.0,75978.0,75547.0,76212.0,75980.0,75229.0,75791.0,75983.0,75783.0,75559.0,75946.0,75407.0,75138.0,75031.0,75086.0,74901.0,100734.0,80187.0,76261.0,76221.0,75849.0,76309.0,76573.0,76156.0,76668.0,76753.0,76958.0,77267.0,77751.0,76835.0,77026.0,77448.0,77496.0,77035.0,78996.0,76799.0,86063.0,77190.0,76461.0,76932.0,77733.0
35.0,94870.0,85509.0,84806.0,85558.0,86026.0,87117.0,86394.0,109710.0,93286.0,87631.0,85632.0,86246.0,84936.0,84014.0,84792.0,81697.0,82651.0,80983.0,79785.0,79059.0,78856.0,78298.0,78561.0,77359.0,77385.0,76924.0,76407.0,76724.0,76847.0,76788.0,76439.0,76007.0,76026.0,76526.0,76345.0,76063.0,76089.0,75983.0,76061.0,83237.0,75540.0,75364.0,75330.0,75478.0,76186.0,75516.0,75348.0,75423.0,75438.0,75542.0,100845.0,80616.0,76240.0,76273.0,77233.0,75797.0,76166.0,76382.0,76390.0,76126.0,76237.0,76321.0,75949.0,76156.0,79653.0,75462.0,75362.0,75117.0,75411.0,75337.0,75468.0,75852.0,75634.0
