driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
1,89408,113709,110351,83073,82321,81615,81309,81060,81101,81050,80580,80759,80402,80326,80101,80068,79935,80128,80164,79711,79918,79900,79977,80124,80243,80278,80690,80794,99695,83628,79969,80310,80585,80402,80043,80087,79445,79724,79386,79275,79270,79553,79477,79450,79240,78806,80939,80050,79821,80538,80358,80104,79854,80360,80707,80096,79774,79601,79418,79471,79491,79493,79874,79518,79998,79888,79759,80768,83034,86335,84901,83623,82897,80741,80167,79964,80304,81372
3,88490,113729,110210,83097,82334,81463,81151,81291,81115,80765,80519,80734,80205,80134,80014,79987,80224,79904,79794,80069,79554,79656,79604,79768,79447,79571,97180,84219,79181,81936,81639,81367,81286,80414,80113,80474,79730,79583,79391,79076,79827,79519,79728,79302,79040,78977,80314,80323,79890,79947,79893,79728,79896,80239,80115,79784,79698,79611,79313,79685,79747,79900,79671,79288,80315,80391,80645,80980,84837,85903,84929,83519,82506,80430,80382,79869,79785,80856
4,90193,113850,109722,83511,82510,81856,81270,81425,81368,81146,81066,81118,80800,80855,80341,80464,79348,79369,79190,79165,79657,79877,80224,79903,80195,80030,80141,80645,81474,96242,83356,80582,80588,80286,79683,80222,79909,79847,79153,79071,79399,79622,79770,79373,78857,78902,80665,80490,79903,80337,79928,80083,79848,80712,80842,79477,79166,79349,79623,79601,79837,79631,79730,79516,79571,80044,80394,80961,84029,85961,85086,83536,82622,80496,80382,79738,79985,80386
5.0,96512.0,117791.0,105283.0,84197.0,82879.0,82498.0,81839.0,81692.0,81308.0,81730.0,81375.0,81199.0,80968.0,80935.0,81137.0,80789.0,80750.0,80861.0,81008.0,81219.0,80365.0,80407.0,80787.0,81011.0,80917.0,80962.0,81779.0,82524.0,83774.0,100617.0,85046.0,81401.0,81459.0,80646.0,81035.0,81129.0,80259.0,80308.0,80712.0,80537.0,80395.0,81202.0,80716.0,80138.0,80499.0,80451.0,80143.0,80429.0,80243.0,80407.0,80293.0,80282.0,80141.0,81750.0,82078.0,80380.0,80578.0,80344.0,80247.0,80146.0,80245.0,80239.0,80904.0,81805.0,80505.0,81406.0,81543.0,86074.0,87985.0,89987.0,87424.0,93246.0,109439.0,89816.0,80633.0,79305.0,80358.0,100000000.0
8,92131,114904,108490,84027,82348,81890,81456,81015,81459,81385,80941,81066,81028,81096,80935,80662,80553,80227,80702,80667,80331,81023,81547,81284,81633,82443,82282,83898,102773,83425,79548,82687,81970,82479,81706,80052,79850,80064,80100,80029,80015,79732,79963,80187,79526,80062,80908,79916,80117,79749,79246,79779,79771,80794,80687,79830,80387,79363,79881,80039,79641,80504,80706,80821,81053,81375,81614,82765,83820,85097,82077,81352,80671,79640,81083,80484,79907,81925
10.0,98107.0,118070.0,105230.0,83927.0,83325.0,82619.0,82152.0,81655.0,81623.0,82013.0,81821.0,81378.0,81559.0,81708.0,81426.0,81320.0,83351.0,81331.0,81055.0,80928.0,81005.0,80920.0,81043.0,81061.0,81331.0,81513.0,81637.0,81585.0,82035.0,99737.0,86617.0,81319.0,81114.0,80957.0,81034.0,80834.0,80835.0,80538.0,80914.0,80531.0,80468.0,80557.0,80416.0,80577.0,80584.0,80414.0,80573.0,80265.0,80374.0,80441.0,80449.0,80256.0,80366.0,117260.0,91861.0,81242.0,80766.0,79946.0,79728.0,79637.0,81453.0,79824.0,80078.0,80315.0,81181.0,80992.0,84004.0,89466.0,90379.0,84176.0,82615.0,81084.0,80782.0,80435.0,80401.0,80530.0,82618.0,100000000.0
13,90789,114276,109293,83420,82574,81683,81458,81287,81489,81150,80944,81255,80782,81035,80290,80325,79969,79723,79240,79330,79547,79778,80212,80393,80157,80153,80347,80748,81365,80644,98762,83426,79740,79860,79889,80253,79729,79389,79258,79382,79101,79106,79207,79605,79579,79150,80075,79995,80032,80019,80489,80167,80316,80382,80283,80067,79794,79537,79372,79748,79417,79404,80085,79680,80342,80156,79844,80788,82746,85672,84904,83599,83213,80522,80092,80385,80635,81900
17,87880,113554,110480,82852,82205,81323,81146,80969,81069,80760,80441,80600,80202,80122,79601,79963,80140,79789,80181,79673,79907,79287,79619,79489,79819,79947,80212,80267,98433,84518,81134,81568,81018,79937,80254,80450,80083,79228,79050,79633,79673,79888,79584,79088,78805,79462,80548,80129,80002,79937,79703,79631,79743,80408,80018,79889,79578,79369,79708,79862,79526,80007,79673,79871,80210,80599,80596,81090,84771,86164,84940,83347,82350,80526,80283,80013,79924,80839
18.0,97340.0,117735.0,105250.0,84254.0,83317.0,82681.0,81950.0,81739.0,81546.0,81773.0,81253.0,81280.0,81134.0,81117.0,80544.0,80654.0,80983.0,80836.0,80524.0,80964.0,81023.0,80616.0,80698.0,80792.0,81244.0,81160.0,81624.0,82126.0,83107.0,82412.0,80332.0,80389.0,81083.0,81231.0,80807.0,81475.0,81517.0,99611.0,83700.0,80116.0,80541.0,81180.0,80724.0,80186.0,80458.0,80458.0,80487.0,80428.0,80239.0,80871.0,79923.0,80351.0,80048.0,81745.0,81759.0,80454.0,80543.0,80474.0,80139.0,80206.0,80257.0,80298.0,80566.0,82038.0,80457.0,81293.0,81689.0,92430.0,84838.0,86341.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
20,91344,114809,108962,83804,82310,81900,81295,81184,81455,81279,80954,81027,81177,80823,80795,80435,80224,80046,79994,80137,79819,80502,79766,79895,80225,80309,79988,79771,80418,80362,80821,79661,79578,79191,79325,79325,79696,79418,79310,79434,79425,79278,79076,79222,79457,97660,82508,79963,79880,80642,79899,80125,79765,80784,80661,79812,79653,79342,79333,79494,79744,79609,79591,79726,79715,79764,80081,81153,83673,86067,84975,83664,82651,80541,80457,79798,80154,79790
