driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77
2,89431,81927,81031,80490,80558,80685,80683,80729,80548,80715,80293,80537,80473,80245,80844,80530,80408,80411,80597,80602,80539,80665,80826,80995,81975,80764,84387,99640,78868,79667,80468,79498,79604,79522,79741,80223,80617,79816,79579,79355,79211,79124,79015,79195,78760,78737,78506,78332,78329,78165,81980,100191,78305,78514,79135,81548,79269,79886,79826,79370,79376,82919,79912,79448,79238,79720,79865,79870,79655,80070,79365,79437,79439,79354,79723,80050,inf
4,95772,83913,85167,82282,82579,82509,82077,82098,82098,83253,83704,83669,83420,82470,82494,82382,82320,81533,82716,84920,106912,81819,82081,88135,82540,85000,83355,83552,84983,84670,83491,85264,83722,84170,86422,82011,81693,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,90602,82450,81667,80888,80715,80373,80251,80604,80517,80669,81477,80917,80244,80354,80285,80202,80245,80561,80640,80119,80162,80267,80736,81021,81993,83881,99740,78216,78566,79463,80363,79527,79706,79626,80115,80147,80286,79519,79167,79116,79098,79286,78902,78872,79066,81942,102180,79087,79222,79192,80300,80502,82599,79875,83324,79845,79767,79966,79899,79631,79513,79804,79704,79460,79538,79570,79348,79463,79450,79198,78970,78522,79211,78962,78952,78749,inf
14,85815,80659,79616,79399,79414,79155,78975,79028,79017,79103,79915,79434,79586,79425,80256,78429,78587,78283,78489,78525,78788,79298,79203,78817,79032,80094,78631,78583,78672,78741,79706,80824,98874,77528,78094,78445,79780,78226,78462,79126,78529,78898,78877,78908,78330,78451,78041,78260,78197,77401,77211,77209,77054,80471,102798,78379,77794,77619,77950,78200,78621,78297,78635,78234,78353,78315,79393,78674,79390,79043,78553,78426,78342,78338,78183,78357,77850
15,93615,82648,82280,81930,82166,82385,82604,83457,83995,81971,80868,81538,80556,80767,80793,79889,80002,79997,80765,80227,80245,80353,80520,80247,80048,80633,80103,80030,80519,83983,103982,79134,79755,80100,80510,81280,83273,81360,80540,81057,80787,79899,79918,81767,80495,79741,79464,79334,79398,79533,82884,103773,79615,80597,80289,80129,80929,80361,80442,80269,80383,80969,81242,81158,80029,81078,80005,80197,81346,82231,80769,83101,79516,80385,79903,inf,inf
18,95211,83606,85577,81007,81320,87038,105549,81608,82357,82781,83055,83736,84699,84003,82507,83742,81745,81927,82034,81416,81392,80802,81023,81402,83939,82162,85787,102160,79475,81834,83564,81169,80527,83908,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,94393,83091,82270,81913,81918,81990,82594,83376,84062,85202,83605,83426,83049,82005,82122,81543,82647,80733,81038,80776,84512,99980,79653,79471,79936,80278,80487,81072,81286,81462,81132,81225,82701,81048,80903,81162,82049,80367,81533,80844,80657,80486,80412,82345,82859,106225,82463,81189,81217,81246,83352,81446,83336,81608,81816,81407,81446,81782,82257,81319,81138,80987,80807,80668,81416,81990,80458,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,85255,80373,79632,79443,79277,79025,79168,78948,78864,79350,80090,79147,79803,79285,79081,78661,78587,78581,78428,78627,79448,79436,79030,78830,79252,79551,78174,79178,78797,78858,82940,100081,79171,78381,78614,78048,78877,78668,78158,78584,78490,78310,78736,78918,78595,78153,77929,78487,77958,77562,77274,77307,80018,99066,78668,78145,77747,77754,77874,78599,78581,78579,78493,78163,78387,78833,79495,78223,80036,78519,78824,78234,78350,78324,78113,78134,78459
23,86877,81445,80578,80675,79840,79475,79385,79299,79252,79498,79713,79639,79846,79584,80545,79805,79931,79254,78968,79206,78518,78807,79105,78871,78754,78541,78585,79912,79854,83005,100603,77268,78003,78448,78489,78265,78624,79219,79204,79716,79190,79669,79275,79309,79392,78880,78731,78702,78673,78986,78568,81571,101995,77233,79648,77587,78440,79057,79594,79873,79393,79185,79667,79977,79980,79709,80139,79511,79733,79295,79258,79079,79210,78851,78550,78527,80319
30,83900,80388,79625,79563,79016,79053,79270,79198,79049,78887,78697,78449,79166,78901,78256,78175,78342,78632,78753,78724,78414,78966,77436,77692,77741,78268,77886,81524,100408,78626,78145,78473,78780,78873,79092,79122,79183,78679,79036,78107,78714,78658,78769,78103,78211,77998,78229,78424,78054,77750,77818,81323,99935,77719,78317,78990,78498,78388,78597,78709,78491,78712,79000,79079,78611,78362,78476,78803,79363,79057,79269,78795,78201,78406,78143,78579,80629
