driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77
31,89936,82571,81339,81143,80512,79812,80425,80561,80780,80664,81833,80578,80049,80517,80367,80067,80340,81087,80292,79952,80408,80293,80788,80967,82057,80677,81028,80744,81444,79576,78636,82639,101033,78030,78734,79642,80613,79972,79852,79559,79566,79331,79142,79277,79070,79023,79270,81002,82416,100972,78637,80663,87465,78860,80086,82147,81294,80379,80309,80852,79558,80856,80267,80874,80850,80590,80973,81151,83516,80658,80486,80508,80273,79673,80463,80555,inf
35,92224,82231,81824,81624,81326,81283,81214,80693,80657,81030,81220,80571,80850,80776,80872,80410,80741,80466,81326,81258,80157,80460,80263,80142,80714,80821,81425,80514,80354,84927,103674,81252,80249,80460,81210,80309,80287,80144,84251,80623,79672,79690,79758,79588,79853,79817,80006,79795,83344,102334,79645,82049,80533,80745,80697,81577,81401,80681,80322,80499,80706,80830,80020,80339,81202,81348,80256,80127,80091,79981,79851,83396,81233,82496,79494,inf,inf
37,92823,82788,81944,81995,82426,82615,82708,83545,84002,85586,83595,83435,82847,81980,82024,81734,81361,81464,80966,80916,81756,80724,80326,80268,82239,83557,81211,81225,83066,84808,105784,81819,80520,80358,80008,79727,80081,79699,80223,79911,80255,81157,80093,79780,79695,79945,79635,80381,79014,78874,78186,78743,82437,102327,78796,78620,79717,79826,79517,79792,80299,81785,80068,80034,82213,80191,79911,79617,79774,79426,79459,79243,78890,79125,79641,inf,inf
44,91473,82154,81790,81078,80899,80944,80532,80376,80724,80741,81068,81044,80673,80183,80667,80635,80469,81279,81014,79890,79935,80004,80711,80045,81462,80761,85693,100588,79222,79837,80806,81575,80710,80210,80654,80288,80770,81579,80549,79944,80031,80189,81639,82150,80274,80459,80792,79522,79354,79757,79597,80961,84289,103936,79473,85519,98016,1169677,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,98292,83532,84357,83595,82692,82531,82796,82114,82103,82197,83305,82757,82839,82677,82424,82447,82260,85136,101568,81097,81273,81914,82503,82703,82951,82603,82355,82213,84459,81504,82476,82513,81788,81425,82079,81070,82155,83424,81267,80762,82826,80932,80559,80210,80200,82985,80845,81832,80299,80046,81047,85025,105947,80521,83675,81094,80988,81319,80976,81074,83822,81440,82524,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
50,94785,83456,82304,81972,81986,81943,82370,83201,83956,85094,83717,83568,83260,82346,82289,82305,81722,81569,81420,82658,81223,83657,81221,84594,106173,82164,82376,82270,84862,81847,81561,82691,82011,82382,81722,82663,83195,81565,81331,82675,81486,81187,81058,83411,81019,83334,82713,82628,82016,80496,80401,81199,84322,105981,80895,80926,80530,80568,80930,81039,81272,80750,80675,80999,81882,81783,80861,83816,81073,82652,81064,82722,80757,80978,inf,inf,inf
54,96927,83856,84892,83040,82479,82303,82284,81912,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,88062,81259,80808,80721,80641,80669,80825,80963,80521,80390,80327,80445,80783,80500,80478,80404,80711,80703,80640,80772,80326,80568,80980,81357,81640,80973,81188,81409,84940,107893,79020,79183,81284,80190,80540,81740,80209,80349,80767,79926,80161,80598,82339,80467,80521,80400,80658,83166,102836,78536,78868,79278,79631,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
57,88917,81540,80749,80177,80811,80836,80682,80523,80666,80614,80103,80470,80654,80544,80623,80271,80713,80753,80571,80801,80267,80701,80968,81151,81786,80996,81051,81520,81208,79141,78498,78614,79788,77930,78230,78095,77993,82069,97253,76964,77179,77554,78652,77486,78287,77052,78007,76803,77168,77196,76723,77362,76911,77691,77158,81470,98144,77131,77266,78906,79384,79145,79719,79925,80093,79617,80079,79504,79723,79376,83076,95850,77937,78605,78756,79421,80371
58,98730,84712,84185,84935,84316,84724,84644,84506,85053,84535,84585,85204,89595,86775,84473,83957,87398,87842,85075,83192,83068,85227,83992,86191,84875,89528,108235,82616,82339,86931,82941,83298,83563,85044,90764,84207,87240,91284,87475,83210,83499,83174,82399,84148,82637,83742,82267,83636,82296,81834,81379,85518,112665,83599,82850,84250,83732,82251,83319,82604,83530,83003,86556,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
59,96259,83945,85044,82580,82498,82528,82045,82122,82273,83062,83638,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
