driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
1,129422,111733,85552,84187,83058,83337,83887,82937,83680,83752,85087,84142,84096,83548,82352,82590,82428,82440,83072,83818,83409,83347,83593,83978,83788,87531,97317,82028,81926,83114,82239,82615,82492,81995,81691,82146,82197,82216,82350,82428,82462,85053,96614,80724,80342,80948,80673,80686,80255,84185,96194,80286,79908,80341,80424,80662,80719,80448,80590,81232,81960,81991,81990,82378,81839,81982,83040
3,113344,119917,82320,82594,82165,82107,81807,82134,82382,82081,82203,82466,82748,82991,86395,97954,82657,82255,82073,82002,81840,81901,82018,82832,82483,82046,82622,82629,82808,83448,83033,83286,82596,82636,82724,82933,82949,83178,83543,85804,87373,98261,81743,81482,81539,81309,81437,81526,82001,82160,81793,81948,81880,82791,81984,81585,81322,81799,82034,81857,81824,81777,82187,82226,82083,81791,81298
4,115736,119266,83867,83061,82625,83243,83169,83171,83172,83368,83243,86240,97586,83830,83898,83269,83109,83344,83095,82841,83237,82804,82931,82868,82910,83155,83322,83823,84145,84032,83701,83954,87133,95888,81212,81880,82329,82200,81612,81748,81831,82338,81990,82060,82253,82400,82372,82694,83316,82927,83082,83220,83680,84377,87085,97297,80548,80835,82420,82550,81919,81878,81719,82525,83355,83665,85028
8,120335,116961,85157,84518,83941,83660,83552,83819,84153,84385,85845,84204,85819,84987,85321,84579,84155,84296,84019,88128,97766,83634,82781,82145,83098,82579,83260,83638,84207,83921,84408,84675,85753,88884,98644,82653,83412,83227,83656,83275,82964,83238,83497,83155,83175,83788,83662,83363,83472,83534,83264,83384,86900,97570,81338,82183,81807,81760,81825,82113,82506,82868,82830,83058,82918,84042,inf
16,121097,116701,85213,84482,84917,84013,85431,83673,83586,84477,84384,84677,84785,85186,84981,88261,99874,83613,83115,83082,83673,84569,85099,84020,83672,83813,83891,84059,85117,84660,85534,88236,99754,82678,82895,83046,83041,83409,83328,83189,82529,84826,83366,83277,83048,83286,86866,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,117463,118337,84575,84001,83086,83052,83376,83278,83757,83877,84171,84158,87358,100677,82914,83479,83508,82939,83039,83455,83113,83288,83214,83275,83340,83349,83246,83874,83678,83873,87274,96058,81899,82300,82640,82689,82696,82346,82505,82689,82468,82673,83047,83081,82888,83539,83274,83246,83530,82964,83083,83088,82991,83351,83578,84110,83787,83607,83941,84194,87734,96371,81368,81346,82789,83264,90467
20,115278,119353,83550,82902,82755,82843,83061,83103,83355,83081,83244,83663,83892,86798,97883,82727,82614,83036,83187,83095,83233,83184,83044,83138,83018,83147,83185,83457,83527,83502,83616,83650,84293,86613,97015,81787,82053,82378,81545,82147,81785,82196,81999,82109,85331,96527,82603,82957,81824,82338,82359,81938,81864,81978,81805,82031,81879,81710,81937,82204,82203,82286,82368,82844,82972,83323,84606
154,124645,114453,85944,85728,85947,85285,85501,84722,84526,84630,84691,84689,84418,85029,86246,85042,84594,85188,84762,84888,86306,85707,85629,89652,97134,84137,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
155,130574,111571,86627,86385,85975,85652,85321,86071,85498,86227,85709,86403,85758,87817,90825,99975,84202,84977,84926,85089,85452,85373,85473,86316,85007,85188,84772,85276,86512,85536,85689,88825,101877,84251,83946,84286,85147,84421,84921,84265,84380,84568,85315,84493,84727,85582,84506,87977,99869,82866,83222,84418,83288,83826,83775,84421,83016,84513,83170,83249,83699,83934,85467,83307,83687,inf,inf
807,116476,118900,84496,83740,83081,83007,83373,83361,83646,83858,83959,84091,84220,87237,98132,83124,83158,83185,83497,82594,82974,83416,83198,83204,83222,83175,83279,84247,84058,83844,84011,83987,84629,84134,83683,83970,84011,85297,88093,97267,82462,82891,82243,82098,82521,82906,82840,83182,82866,82534,82400,82109,82994,83090,82401,82670,82570,82701,82942,83551,82532,83412,82871,82954,82801,83228,84489
