driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
1,105471,93046,92430,92365,91305,91922,91114,91556,91658,91227,90772,90931,91314,94026,108641,90747,91444,90850,91041,91003,90966,91337,91385,91315,90581,90451,91032,91855,90124,90216,90284,90444,90959,90954,93839,107207,89664,90651,91129,90644,89612,89919,89647,89523,89435,89341,89085,89175,89111,88918,88925,89054,89407,89279,89317,89216,89165,89169,88998,89377,89528,89805,90833,90020,91088,92438
3,97175,91560,91719,91427,91267,91402,91132,91265,93725,107496,91903,91240,90495,90792,90881,91743,91094,90630,90648,90706,91056,93532,106629,90555,90650,91416,90309,91850,90499,90533,90426,89944,90294,89936,90833,89689,89720,90214,90182,92950,105073,88952,88926,88706,88150,88378,88704,88584,88871,88932,88885,88416,89027,88993,89218,89548,89458,89731,89701,91735,90525,90851,91106,92647,91690,92740
4,93726,90921,90202,89988,90108,90132,90275,90373,91164,93158,105421,89149,89616,89816,89646,89626,89722,89613,89830,90456,89599,89717,90058,90295,90619,93382,106610,88974,88687,88734,88682,88400,88501,88532,88806,88899,88997,88783,88944,89366,89385,89918,89184,91560,104395,87390,89497,87429,87728,88113,88183,88510,88620,88312,88171,88514,88473,88792,88496,88783,89002,88897,88941,89471,89451,89598
5.0,103592.0,93851.0,93119.0,92269.0,92958.0,92164.0,92230.0,92312.0,92211.0,92123.0,92534.0,91601.0,96429.0,109822.0,91506.0,91107.0,90901.0,90846.0,91092.0,91001.0,91013.0,91110.0,91745.0,91360.0,91729.0,91968.0,96649.0,110942.0,90560.0,90994.0,90837.0,91274.0,90916.0,92740.0,91261.0,92745.0,90600.0,90836.0,91253.0,91010.0,91172.0,91017.0,96638.0,107695.0,88777.0,89056.0,89267.0,90230.0,89065.0,88715.0,88940.0,89024.0,89076.0,89012.0,88989.0,90394.0,89212.0,89468.0,89482.0,89406.0,89385.0,89732.0,90246.0,90494.0,91352.0,100000000.0
8,96119,90980,90994,90427,90475,90272,90389,90617,90783,90812,93407,106463,89775,89674,89686,89779,90079,89803,90078,90046,89997,90370,90325,90635,90415,90757,93818,106359,89855,88794,88852,89358,88887,89243,88899,88447,88773,89115,89404,88995,89515,89135,89134,89386,89012,89485,90991,93455,103843,86938,87463,87530,87744,87417,87057,87521,87451,87362,87066,87323,88203,87790,87692,87245,87372,87943
10.0,105224.0,95399.0,94293.0,93298.0,93083.0,93071.0,93162.0,93830.0,93408.0,94185.0,94745.0,93639.0,94103.0,96215.0,110827.0,91922.0,91658.0,91749.0,92008.0,92504.0,91969.0,92354.0,92085.0,91824.0,92263.0,94688.0,111055.0,91313.0,91198.0,91034.0,91362.0,92193.0,91057.0,91340.0,91417.0,91356.0,91510.0,91772.0,92356.0,91570.0,91762.0,91622.0,92080.0,92113.0,92433.0,93037.0,95710.0,109050.0,89599.0,89801.0,90075.0,89825.0,89768.0,93176.0,94604.0,92742.0,90336.0,90013.0,89946.0,89732.0,91340.0,89803.0,89865.0,91070.0,100000000.0,100000000.0
13.0,101325.0,93530.0,91749.0,91428.0,92370.0,91903.0,91947.0,92031.0,92155.0,94439.0,108336.0,90680.0,91071.0,91372.0,91141.0,92076.0,91949.0,90827.0,91119.0,90794.0,91229.0,91300.0,91454.0,90777.0,90690.0,90587.0,91251.0,94250.0,103661.0,105151.0,88585.0,88737.0,89343.0,89359.0,89711.0,89588.0,89675.0,90803.0,91884.0,91809.0,90235.0,89705.0,89507.0,89420.0,91728.0,108345.0,88448.0,89077.0,89630.0,89513.0,89511.0,91632.0,89346.0,89730.0,89644.0,89334.0,89244.0,89300.0,89313.0,91440.0,89408.0,89587.0,90312.0,90319.0,91233.0,100000000.0
17.0,101889.0,93312.0,91872.0,91554.0,92138.0,94893.0,108425.0,90746.0,91117.0,91113.0,90677.0,90833.0,90689.0,91789.0,92530.0,92568.0,98688.0,110953.0,89140.0,89631.0,90044.0,89435.0,89513.0,89814.0,89620.0,90387.0,90841.0,90339.0,91991.0,90057.0,90370.0,90625.0,90581.0,90861.0,91057.0,90840.0,91240.0,91434.0,92320.0,94021.0,107455.0,89212.0,89440.0,87857.0,89015.0,88695.0,88761.0,88578.0,88595.0,89261.0,89084.0,89604.0,88782.0,89083.0,89167.0,88654.0,89033.0,89724.0,89130.0,90166.0,89303.0,89198.0,90371.0,90491.0,91322.0,100000000.0
18,100104,92371,92074,91244,91403,91315,91387,91057,93752,107298,91045,91372,91213,90836,90402,90513,90861,90684,90602,90670,90986,91183,90993,91865,94023,106748,88840,90107,90293,90759,90315,90273,90926,90093,90842,90862,90501,94498,106205,91732,88624,89171,89414,89004,89346,88890,89096,89101,89059,88796,88832,89261,89310,89553,89311,89505,89545,90872,89802,90220,90047,90722,90894,91062,90655,92052
20,99378,92299,91932,91264,91295,91210,94014,106837,90971,92350,90643,91504,91395,90207,90456,90574,90822,90761,90617,90477,90946,91513,90301,90337,90557,90853,93096,106657,89364,92457,99089,88904,88989,89188,89430,89467,90006,89428,89435,89709,90605,93828,111200,89177,89106,88890,88754,89250,88761,88937,88715,88707,88845,88583,88641,88618,89011,89574,88306,88182,89111,89689,88099,89164,87768,88468
