driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
1,91665,84784,124133,100111,83324,82785,82595,82306,82511,82735,82503,82580,82141,82158,82462,82766,82802,83682,83026,82393,82562,82448,82172,82112,82486,82153,81902,81801,83108,82736,84909,94571,80774,80091,80426,80607,81194,80685,80761,80298,80991,81568,80710,80825,81094,81247,83592,96487,80509,80315,80282,80175,80284,80549,81060,92608,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3,96521,84257,84746,84220,83707,84286,83556,83344,83315,83162,82929,84963,96697,81440,82381,82405,82221,82175,81933,82244,82551,82419,84093,82340,82207,82199,82325,81822,81531,82129,81689,83580,94069,81212,80979,80835,80952,80710,80709,80561,80479,80404,80188,80840,80486,80566,80445,80550,80812,82813,94091,79651,79854,79751,81045,80486,79946,79421,79105,79457,79191,79165,79267,79126,79192,79568,79438
4,80832,79044,79892,79620,79641,79593,79889,79835,79775,79837,80042,80111,80061,80035,79977,80086,80190,79902,79888,79910,80173,79884,80325,80195,80169,93711,82863,80776,80650,81146,80826,80373,80851,80914,80926,80784,80904,81402,81429,81089,81251,81251,81260,81609,81727,81768,81659,81681,94951,84523,82125,82065,82101,82108,81994,82214,82419,82396,82546,82631,82812,82645,82697,82600,83187,83250,86842
5,96796,85248,86032,85392,84350,83932,84030,84097,83588,83763,83810,84437,86583,97563,83044,83117,83510,82691,82543,82805,82677,82650,82480,82533,82684,82679,82704,82634,82576,83302,85701,96277,81556,81854,82483,82084,81961,81740,85729,82741,82576,82297,82871,85114,96858,81734,81671,83070,81988,82784,82164,82622,89436,106356,87852,85921,80954,80891,80965,81054,80596,81890,80598,85154,81616,inf,inf
8,92446,84227,85402,83596,83072,83408,82596,82720,82712,82987,85637,95436,81942,81988,82685,82247,81931,82037,82087,81830,81377,81242,81211,81687,81674,81717,81753,81627,81523,81530,81633,81229,81045,81315,81185,81703,81637,84029,93888,79726,79722,80047,80199,79724,80004,80087,79639,80694,79881,79993,80630,80100,79562,79660,79726,79485,79512,79775,79903,79904,79789,80212,79764,80046,79821,80109,80566
10,98018,86352,87781,85764,85257,85404,85315,85308,85630,85829,85418,85492,85312,85371,85833,85491,85515,86183,88158,101377,84015,85459,85091,84744,84504,84976,85519,87706,84868,86411,84840,85674,85972,84310,83531,83624,85675,84429,84034,86482,99193,85885,83124,82987,83253,84610,82817,85160,84888,85013,83355,84596,83286,82778,85361,83440,83272,83894,83218,84845,83655,86205,83805,84065,inf,inf,inf
13,106843,101703,83314,82767,82596,82439,82596,82943,83558,83423,84156,82942,83441,82780,82511,82459,82457,82422,82608,82952,82925,83544,84135,86172,96036,81134,80937,80940,81010,81801,82200,81079,80810,81108,81147,81008,81279,81186,80977,81202,81281,81664,81197,81119,81444,81161,84020,95377,79683,80022,79981,80117,80368,80166,80373,79906,79418,79531,80043,79718,80137,81305,79419,79258,80185,79632,79225
17,91284,84253,83977,83449,83146,83265,83247,83310,83297,83319,83221,85789,97185,84051,82186,82159,82291,82671,82319,82257,81781,81967,82020,82297,81956,81981,82136,82498,82291,82507,82303,83251,81880,81489,81603,81640,81408,81524,82590,84170,93904,80510,80605,80557,80757,80671,80885,80659,80949,80801,80638,80610,80833,80236,80358,80141,80043,79972,79794,79906,79859,79926,80101,80001,79927,79863,80329
18,90100,84197,83554,83608,83171,83193,83066,82606,82604,82637,82538,82320,82084,82366,82073,82076,82252,81992,84470,94172,81104,81413,80992,81406,81494,81070,80727,80897,80996,81074,81151,80340,80771,80773,80692,81488,80608,80841,80831,83077,91690,80057,79754,79808,80269,79894,80132,79908,80083,79973,80290,80029,80050,79905,79904,79970,80050,80092,80042,80007,79906,79719,80055,80166,80805,81692,81737
20,80856,80891,81603,80982,80864,80651,81366,81326,81258,80992,80931,80939,81071,81326,81171,81065,94380,84877,82575,82180,82084,82168,82287,82290,82289,82306,82482,82570,82613,82769,82863,82726,82771,82697,82828,82918,88162,80883,80764,80796,82793,93996,80341,79866,80623,79908,80698,79820,79980,79841,80101,80033,80769,79999,79919,79721,79740,79773,79661,79953,79717,79772,79710,80081,80552,80188,79469
