driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
2,99358,85201,85290,84758,84382,84279,83395,83609,83493,84289,83355,83315,83245,82696,82496,83987,82463,82518,82528,83151,86161,83807,84441,83765,83608,83611,84614,82331,82177,82051,83024,82205,82048,82503,82330,82803,82441,82499,82818,83035,85815,88109,85615,106770,87216,82593,82845,82238,82776,82101,82672,83516,83421,81637,81271,81178,81066,81390,81245,81026,81231,81398,82037,80927,81313,82109,81452,81068,81214,84190,84130,81755,83623,83014,82522,83549,inf,inf
8,91797,83425,82886,83002,83090,83486,83816,83785,84239,83654,84097,82814,82343,82523,82311,81749,82449,82169,82605,81969,82259,82150,81822,83083,82176,82265,81312,81077,81173,81672,81476,81356,81275,81135,81097,80745,81576,80738,80426,284091,85579,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
11,96610,85394,84970,84062,83793,83858,84160,83571,83548,83256,83068,82915,83296,82540,82846,82808,82189,82148,83748,85350,83129,82795,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,97584,85057,85332,84153,84115,84161,83495,83587,83686,83405,83201,82937,82976,82632,82476,83088,82606,83080,82983,85245,86940,83313,84083,84475,83261,84121,84845,138405,86632,81418,82065,109260,85687,81812,82501,82401,84879,86830,82327,82322,82812,85791,85862,83935,85984,84764,85289,83773,87531,87248,82475,82054,81159,81683,81057,81120,81507,81126,81812,82366,82857,86323,84180,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
14,87466,82666,82184,82092,83003,83600,84198,85140,84478,83679,82772,82215,81830,81542,81806,81586,81874,81205,80986,81315,80925,80747,80802,81393,80886,80751,80508,80466,81240,80540,80779,80876,80772,80785,79743,80168,80660,80660,80248,80853,82310,80685,80210,80197,81181,80480,80150,81958,80537,80896,102227,84256,79688,80459,80027,79519,80761,79930,79852,79672,79592,79760,79693,79596,79426,79414,79891,79815,79424,80709,79583,80133,79408,79360,79854,79634,79944,79385
15,91124,82984,82484,82686,82708,83183,83578,85081,84659,83945,83839,82656,82635,82521,82222,81939,82211,82315,82448,82246,82194,81907,81925,83139,82418,81876,81192,81228,81259,81765,81260,81351,81067,81248,80896,80865,80747,80714,81118,82344,81333,81419,102701,84547,80992,80445,81343,80908,80932,82498,82578,82192,83526,83732,81303,81626,81589,81673,80880,80818,81536,81237,81363,82222,81241,81365,81873,81174,81280,80581,82213,81052,81823,82687,81923,84598,82645,inf
17,101918,84883,84727,84949,84717,84547,83608,83464,83298,83347,83317,83739,83236,83063,82415,84266,83063,82291,82421,82673,84846,85024,84126,83688,83199,83298,84603,83226,112039,85034,81669,81230,81479,81957,82109,82126,82461,82043,82613,84046,82167,83894,82802,81823,81441,83937,81857,81991,82249,85005,84534,81383,82497,82711,82045,81496,81149,80822,81778,80867,81963,81210,125832,87340,84520,82030,79969,81324,79968,82128,81714,82256,82276,81836,81748,83575,inf,inf
18,100788,85212,85091,84909,84620,96729,86424,82941,82960,84112,83817,83846,84127,83269,83315,84384,82925,82652,83144,82181,82537,82509,84599,82618,82314,82542,82439,82866,82265,82312,82791,82067,81974,81843,82193,84853,107259,84554,82574,81368,80720,81261,82109,82398,82908,82310,82137,81779,82232,84654,86403,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,95947,85336,84306,84124,83788,83296,83114,83029,82655,83368,83894,83376,82487,82565,82287,83160,82154,82086,88291,85312,84269,81580,85110,81722,82127,81176,80633,80661,80924,81458,80624,81237,81242,81189,80338,80485,80530,80630,80454,81943,80871,80598,81075,81390,81179,82086,81856,81887,82082,82258,82963,108234,86626,80845,80303,81027,80321,80590,80519,80472,80129,80149,80317,80493,79994,80593,82784,80029,79477,79120,80674,79854,80714,82692,82612,84062,82606,inf
22,92281,84094,82855,82647,82902,83308,83924,83830,84103,84172,83466,83173,82720,82587,82717,82783,81659,81819,82070,82757,81089,82238,81535,83187,82425,82590,81402,81039,81824,81142,81033,81099,81710,81017,80583,80936,81414,80831,80819,126861,83739,104682,83399,93589,83590,80802,80562,81748,80192,80153,80633,80782,81476,80415,80579,79773,80232,80145,81175,79523,79907,79469,79012,78696,79804,81022,78611,78023,78800,78120,81084,80590,80714,80961,81216,79177,79915,inf
23,89925,82672,82578,81921,82545,83069,83999,85043,84506,84040,82820,82774,81576,82031,81788,81519,81451,81259,81518,81664,80483,80782,80614,81603,80702,81094,80650,80513,81145,81045,80830,81243,80478,80393,81347,80381,80555,81321,81448,81680,80881,81661,82531,81480,80928,82403,81958,83485,82174,103961,85043,79998,80066,80588,80793,80696,80564,81836,80103,79790,79489,80657,80384,82325,102693,83183,79611,80130,80663,80677,82856,83092,80277,79746,79958,81219,81997,89603
30,89286,82602,81967,82292,82676,83286,83987,85068,84580,83973,82904,82454,81875,81988,81747,81263,81536,81376,81403,81464,80575,80702,80602,81653,80703,81180,80477,80464,81267,80986,80924,80691,80406,80325,80942,80354,80708,81958,81077,80751,80656,82696,81914,103626,82499,79203,81445,82285,79002,79215,78652,79851,79862,80421,79943,79423,80448,80106,79732,80015,79342,79656,79747,79801,79329,79655,79783,79869,79435,80224,79879,80129,79509,79700,79213,79771,79984,79612
