driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
55,88343,80603,80401,80423,80263,79819,79839,79934,79915,79801,79918,79977,79673,79983,79949,79758,80082,79907,79867,79794,79552,80464,89054,97646,78754,78811,79570,80905,79670,79492,79453,80379,80149,80333,79903,80169,80881,80460,79402,79178,79506,79219,78996,79079,79059,87879,99685,79315,79038,79145,79191,79009,79112,79095,79279,79251,79171,79061,79211,79351,79442,79342,79159,79693,79720,79230,79247,80042,79741,79695,80194,80379
56,93628,81684,81361,81054,81015,81347,81416,82405,80985,81129,80747,81930,81180,81166,81803,81280,80788,80637,81117,80793,80497,80671,80824,88541,97549,79297,79608,80099,79891,80012,80070,80538,80455,81142,95022,138810,80034,80564,79305,79705,79275,79608,80498,80898,80742,81001,80811,80683,80591,79731,79387,87472,99218,80198,81627,80216,79944,80219,80030,80052,79810,81530,80294,80314,80379,80717,82472,80982,80943,80818,inf,inf
57,87334,80534,80275,81169,80176,79829,79818,80058,79830,79893,79815,79851,79841,79968,79775,79960,80092,79935,79686,79692,79753,79940,80400,88447,95295,79379,79896,80008,79004,79806,80140,78995,78911,78649,79775,79054,78708,78856,87404,98808,79283,79780,79516,79569,79750,79367,79420,79776,79090,79134,79355,79303,79321,79209,79201,79413,79605,79703,79846,79748,80012,80492,80104,79743,79791,79691,79924,79876,80857,80428,80327,80630
63,96046,82127,82532,81970,81731,81530,81321,81503,81485,81776,81078,80832,81362,81488,81747,81642,80838,89823,100921,80574,80758,81275,81621,81233,81327,81307,81213,81348,81837,82556,80992,82668,81050,82939,80758,80735,81002,80393,80757,80656,80576,80865,89083,100051,80428,80589,81134,80816,80762,81923,81240,80903,81483,81098,80658,80807,81374,81905,81101,80857,80376,81569,80936,80769,81940,80835,81096,81016,81299,81213,83085,inf
64,93950,82263,81131,80809,81130,81009,81326,81182,80698,80406,81206,81043,81511,81090,83928,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,92080,81094,81229,80932,81149,81064,80721,80976,80918,80612,80769,80688,80731,80902,80663,80643,88727,97329,79008,79500,79243,79497,79557,80577,80647,79782,79432,79447,79303,79095,79339,79187,79260,79163,79135,79360,79319,79360,79642,79970,87514,99803,79011,79343,79405,79649,79489,79553,80330,80618,80531,79779,79290,79472,79483,79462,79613,80160,79461,79356,79529,79449,79615,79484,79548,79642,79804,79853,80084,79837,79653,80032
71,89662,81394,80911,81098,80970,80944,80872,80705,80835,80423,80727,80763,80674,80967,80538,80476,80540,80572,80574,80569,80436,80444,80704,80713,80558,80319,80191,80524,80548,80401,80360,81343,80363,80212,80029,80399,81254,92129,103974,80335,79910,80676,80567,80800,80381,80203,80423,80549,81581,81918,80570,80582,80441,81145,83075,80833,80570,80580,80591,80748,80997,82185,80487,80533,81092,81610,81558,101411,inf,inf,inf,inf
75,95625,81935,82006,81089,81080,80975,81109,81713,81842,81850,81753,81441,81655,81112,81334,81579,81058,81225,81114,80872,81565,81350,81503,81276,81180,82743,81947,83308,81716,81074,81567,80829,80666,80671,81534,80675,107436,124094,79657,79704,80591,81137,80586,80882,80769,80832,80737,80807,80938,83287,81720,80753,83068,81278,81843,80749,80251,80474,80318,80439,81307,81526,80873,81346,79938,79789,80452,80567,80447,80061,80597,inf
77,87757,80404,80224,79668,79215,79164,79188,81535,79767,79748,79393,79478,79117,78822,78837,78898,79011,78755,79195,78974,78733,87879,99601,78633,78509,78724,79294,79093,79849,79374,79055,79221,78954,78953,79765,78916,78977,78902,79012,78792,78840,78845,78876,79059,78819,78955,79104,88044,99419,78638,78762,78561,78636,78691,78741,78952,79007,78872,79245,79284,79321,79643,79021,79284,79041,80301,79579,80472,79912,79641,79429,80800
78,94942,81926,81395,80380,81030,80941,81415,81952,81236,81057,80574,80272,81019,80613,81244,81268,79980,79849,79730,80171,79609,88976,99916,79018,79442,79496,79813,80950,81329,81416,81428,80349,80507,80547,79974,79469,79855,79628,79832,79904,79510,79698,79775,79989,88996,104668,79107,78730,79191,79785,79955,80636,80998,80814,80080,79810,79638,79722,80001,80021,81148,80178,80322,79726,79803,80041,80582,81688,80221,80294,80063,inf
79,262641,81216,81589,81819,81851,93206,188800,81079,80754,82538,80792,80568,80386,80408,80273,81050,80079,80586,80680,80332,80243,80295,89998,102987,80077,80715,80495,80514,80287,80411,80430,80487,81225,80689,80082,80530,80870,80201,80506,80266,80038,79960,80052,89226,102108,80308,80121,80503,81230,80719,81624,81541,81544,81758,80396,80831,80819,81190,80754,81471,81474,80689,81145,82591,81049,80763,81444,inf,inf,inf,inf,inf
