driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
14,90288,81175,81014,80913,81146,80908,80831,80673,80850,80811,80681,80578,80492,81276,80458,80789,80719,80427,80891,81788,89173,95992,79237,79062,80287,80532,79779,79562,79807,79420,79470,79269,79239,79284,78925,79082,79066,79064,79242,87076,101294,79921,80605,81725,79726,80200,80293,82151,80516,81264,80863,80529,80832,80317,80707,80342,80484,80248,80062,80632,79735,79727,80114,80806,81744,80418,80493,81857,81797,80779,81343,inf
15,93559,83308,83680,81901,81603,81526,81446,81482,81417,81252,81260,81112,81375,81186,81306,81443,80979,81230,81260,80906,81373,81474,81276,81292,81945,82072,81328,84185,82424,81106,81326,80924,80522,80501,91284,102583,80862,80532,80695,80445,80708,80507,80605,80477,80625,80396,80364,80882,81546,80490,80738,80506,81939,80505,80105,80456,80905,81193,81447,81293,81030,82093,82399,82601,81680,81610,80637,81482,81374,81076,81052,inf
21,90555,80994,81414,80531,81342,80915,80897,80813,80766,80752,80611,80393,80802,81002,80406,80888,80663,80312,80883,82173,81065,79654,79592,79442,91988,101040,79148,79525,80960,80553,79738,79240,79156,79027,78803,79056,78787,78681,78611,78912,78837,79259,79487,87735,100347,78683,79057,80255,80824,79604,80010,80360,79980,80092,79648,79380,79429,79118,79131,79415,79895,79721,79740,80514,79717,80120,79343,79594,79749,79626,79341,79528
22,92089,82242,81157,80960,81192,81188,81162,81094,81274,81111,81170,81083,81313,80788,80924,91828,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
23,91083,81159,81113,80874,81181,81042,80734,80689,80968,80636,80597,80692,80620,81124,80648,80693,80612,80483,80930,81827,80756,80516,80125,79950,80228,87677,97805,81113,78441,78798,78647,78691,78863,79338,79466,79350,79495,79600,90944,115326,78776,79199,80462,79261,79050,79203,79452,79239,79571,79741,79486,79661,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,85334,81043,80112,80161,79488,79692,79609,81442,79673,79617,79720,81156,80015,79826,80306,80148,79789,79659,79522,79729,79766,80374,80231,80326,80131,86663,97820,79774,79884,79606,79782,81029,80266,80302,79981,80183,81038,80001,79172,79249,79313,79007,78864,78773,85631,98275,79119,78999,79136,79263,79980,79206,79297,79545,79348,79773,79409,79694,79626,79556,79646,79360,79441,79664,79475,79486,79545,79778,79870,79926,80667,80430
35,85333,79888,79000,79065,79114,78840,78855,79017,78649,78804,79015,79048,79419,80150,78991,79173,79061,78936,78984,78799,78711,79125,78846,79056,79186,88405,98278,78397,78626,78588,79601,78621,78692,78608,78646,78652,78542,78769,78570,78636,78485,80416,80028,79821,88868,98589,78496,78741,78910,79277,78949,79312,79972,79442,79161,79102,80340,79532,78981,78898,79163,79660,80072,79693,80169,80435,79316,79179,80257,79658,80049,81323
44,88715,80783,80531,80294,80408,80119,80069,80243,79684,80118,80258,80138,79861,79935,79742,79879,80177,79948,79616,79683,79555,79988,80639,79883,80479,80261,80079,79553,80047,79505,79428,79387,79816,79100,88471,101201,79246,79466,79248,79338,79620,80506,79773,79219,79254,79372,79479,79723,79587,79167,79600,79494,79983,80501,79391,79347,79094,79263,79275,79122,79364,79204,79175,79243,79257,79318,79250,79998,80514,80453,80631,80792
49,92263,80925,80717,80734,81352,81078,80901,80722,80846,80774,80706,80653,80740,80742,80767,80366,80948,80270,80575,82049,80800,80907,79913,80042,80787,79874,79739,87500,99013,78707,78748,79030,79234,79471,79146,79363,78880,79324,79419,79498,79494,79597,79232,78817,79023,79186,79697,89121,100516,78863,79387,79554,80107,81627,79711,79817,80076,79469,79665,79887,79844,79756,79913,82949,81981,79935,80827,83226,81135,81034,80131,81292
50,96402,82464,82402,81958,81717,81692,81750,81974,81989,81680,81324,81876,81531,81666,82154,81852,81566,81556,81791,90423,103196,81704,84264,81571,82443,81963,81707,82510,81578,81057,81271,81119,80801,80800,81354,80950,81099,80677,80802,82986,82987,80915,80274,80762,80601,88333,100189,81371,80645,80598,82112,80893,81350,81968,80910,81008,81102,81254,82159,80951,80581,81233,80767,82203,80901,80998,82535,80737,81061,80876,inf,inf
