driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57
1,102467,100928,100627,100544,100780,101025,100839,100945,100842,101182,101174,101377,101421,101751,102002,101775,101802,102621,106545,119311,99765,99666,100357,99743,99809,100042,100045,100098,100250,100141,100176,99793,100250,99930,99915,100267,100185,100341,100120,100796,103783,164955,145687,153582,142046,142278,98037,97306,97108,97656,97855,99481,99277,97941,97923,97794,98387
3,103487,100938,100566,100872,100978,100985,100888,100823,100989,100994,101306,101336,101398,101851,101671,101494,101455,102587,103965,101442,104439,121019,99886,100178,100227,100367,100285,100325,100443,100262,100412,100487,100170,100367,100288,100536,100356,100446,100120,100535,107842,152295,146050,153717,141868,141446,98104,97808,97020,97374,97808,99494,99526,98125,97898,97822,98458
4,107396,102061,101917,101994,103054,102533,102639,102328,102667,103047,102879,105825,121597,100599,100655,101283,101500,101565,102780,101719,101356,101478,101824,101916,101949,102017,102444,104754,120203,99923,100326,100368,100503,100602,100960,100951,100990,100608,101084,100736,121327,142950,108283,142407,141656,137185,101280,101531,101188,100006,99760,99875,99732,100762,100553,101125,100688
8,108461,102267,102272,102249,102105,102285,102681,102965,102733,103061,103203,103171,106504,121948,100145,101788,100982,102383,101613,101333,101977,101123,101210,102551,102682,102059,102249,102180,102654,101974,102246,104443,106576,121554,99438,99836,101545,101748,100913,100509,122120,140885,115925,118875,141769,136286,101220,101296,101366,101273,100038,100001,99881,100148,100004,100559,100943
13,104407,101241,101384,101507,101902,102071,102334,102322,102446,102653,103089,105072,106713,120788,100860,101191,101074,100656,100643,101018,100810,101159,101673,101827,102668,102477,102118,106906,120775,99665,100211,99857,100118,100695,100471,100845,100410,103376,119057,99272,119661,123726,114117,143308,141023,138299,101248,99897,100040,100136,100384,100891,100367,100513,100540,101527,100570
16,114175,105388,103936,103944,104074,104710,107797,123813,101791,102068,102741,103368,237745,139565,107011,105573,105641,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,106612,101953,101754,101585,101797,102017,102371,102677,102752,102600,102569,103200,103402,103482,103507,103846,105970,120999,100690,100614,100689,101063,101023,101124,100910,101710,100767,101380,101275,101242,101080,101336,101408,101518,104279,120104,99565,100035,99970,100569,118573,123447,115919,152570,140098,140524,102323,102354,101175,101766,101730,100709,100131,100270,140850,inf,inf
20,108847,102340,102498,102353,102127,102234,102594,102777,102991,103008,103059,103212,103450,103183,104129,106407,120896,99312,101006,99952,100225,101078,101336,101783,101270,101242,101103,101619,101198,101853,102057,102205,102931,105842,123224,100264,99866,99815,99949,99784,119026,123421,112832,146529,140413,139844,100817,99858,100289,100406,100563,100861,100517,100476,100662,101065,100024
154,113640,104332,102079,102627,102465,103282,103003,104173,103289,103579,103655,103926,106395,123202,101294,101494,101626,101868,101718,102104,101956,102042,102033,102081,102441,102286,102563,105789,121653,100943,100413,100467,100881,101114,101244,101497,104529,121611,99443,106778,123297,115627,109071,113522,141779,135410,101898,101302,101351,101346,101164,100760,101182,101789,101142,101560,102171
155,113503,105236,103724,103833,103191,103261,103407,103553,103940,104057,104277,104843,105069,105998,108056,125956,101246,102003,102575,102375,102495,102722,102677,103418,103186,103441,103419,103487,104305,103879,103623,103979,103776,104130,107179,126166,101844,102417,102376,116262,127597,126723,114946,106376,104706,115964,104077,103444,106384,105769,104268,105331,104877,104624,106054,106725,107894
