driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
828,91414,82237,80849,80368,80293,80349,80430,80969,81611,80920,80356,80191,80586,80711,80665,80777,80726,80473,80512,80565,80935,81809,80212,80068,80135,80146,80187,80743,80987,81205,80418,79734,80832,80803,79967,79591,79866,83374,92922,78589,79293,79005,78918,80382,80977,79639,79719,81921,84396,91411,102921,118496,129080,106648,91730,87762,96506,79797,78797,78858,78627,78611,78156,78893,77745,78057,78337
830,84084,78816,78675,78466,78430,78839,78542,79122,78835,78904,78682,78567,78634,78759,78663,78818,78641,78914,79299,78753,78907,78800,79128,78763,78769,78947,78958,79436,83099,92913,77576,77766,77410,77542,77288,77557,77057,77211,77929,78315,77539,77201,77492,77428,79480,85249,97005,90513,97374,88379,92872,117351,117667,89233,118167,129660,115654,77913,77284,76843,77022,76293,76257,76101,75977,75852,75879
832,88232,81074,80689,80169,80487,80969,80500,81124,80677,80727,80159,80068,80724,80304,80351,80494,80299,80045,79812,83293,93907,80691,81141,79694,79485,79953,79787,79984,79416,79552,79500,79098,78800,79260,79228,78974,79141,79107,78899,78960,78860,78953,81091,80186,81980,82535,82691,81690,87357,101429,117651,118047,120854,103666,89321,92048,96896,79119,78852,78269,78034,78902,77430,78067,77690,77965,78557
838,93351,83372,81445,81158,81546,81124,81097,81047,81073,80982,80900,80526,80705,81045,81454,81688,82655,81264,80855,80748,81243,80767,80806,81034,80594,80707,81254,80955,83665,94565,79040,80840,81580,107669,79585,79297,79008,78921,79103,78726,79440,79058,79792,82434,82460,80790,82186,83361,91849,98465,121907,119884,105774,84583,92315,83211,79430,78806,78419,78933,78352,78332,78178,77765,78009,77798,77537
839,89935,81919,81212,80751,80502,80254,80553,81003,80791,81630,80355,80178,80354,80717,80969,80792,80597,80637,80509,80705,81036,83652,81069,80622,83903,93846,79596,79521,78887,78837,78753,78801,79829,81135,78801,80927,80316,80418,80543,79227,78686,78687,78982,79528,81726,80450,80534,80671,84800,91474,101217,120091,129098,107632,84723,87632,105469,79938,78974,78709,78831,78553,77995,77941,78056,78736,78380
840.0,91760.0,82720.0,81931.0,81053.0,81654.0,81253.0,80818.0,80987.0,80981.0,80970.0,80578.0,80472.0,80698.0,80550.0,81102.0,81405.0,80714.0,80655.0,80824.0,81073.0,80533.0,80779.0,81934.0,81860.0,81664.0,81779.0,84931.0,94608.0,79323.0,81271.0,79554.0,79155.0,80813.0,78987.0,78861.0,78891.0,79034.0,78968.0,78999.0,78967.0,79481.0,79452.0,80054.0,80675.0,83655.0,80683.0,79876.0,83691.0,88892.0,103645.0,131411.0,116449.0,115402.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
842.0,92663.0,83165.0,83420.0,81012.0,81399.0,81024.0,81166.0,81169.0,81188.0,80932.0,81001.0,80466.0,80781.0,80889.0,81531.0,81516.0,80614.0,80159.0,80528.0,80581.0,80735.0,81539.0,81191.0,81125.0,80797.0,80896.0,81653.0,80193.0,79176.0,79736.0,79485.0,79189.0,79417.0,79439.0,82126.0,79956.0,80851.0,80720.0,79963.0,81802.0,81329.0,80870.0,84298.0,104174.0,94544.0,107804.0,99221.0,86673.0,95164.0,109341.0,119833.0,111354.0,106687.0,89133.0,85168.0,96432.0,84184.0,80669.0,78584.0,78336.0,78121.0,78770.0,78256.0,78148.0,78442.0,77762.0,100000000.0
843,92273,83088,81717,81666,81409,81130,80968,81028,81061,80796,80563,80667,80458,80416,81228,81280,80905,80569,80747,81185,80377,82489,81144,81806,80751,80053,80789,84204,93781,79284,80841,79055,79407,80543,78804,78563,78889,78875,79111,79055,79126,80284,80244,81509,85325,80840,81105,82455,88397,96090,110801,122783,107237,101860,87263,85051,96392,80059,78682,78363,78258,79683,79160,78254,77897,77681,78268
844.0,88866.0,81183.0,80537.0,81217.0,80206.0,80466.0,80555.0,81091.0,80802.0,80688.0,80375.0,80139.0,80702.0,80270.0,80557.0,80591.0,80117.0,80285.0,81358.0,83865.0,93192.0,80927.0,79654.0,80165.0,79811.0,79268.0,79534.0,79876.0,79286.0,79314.0,79412.0,79170.0,79572.0,78939.0,79250.0,79080.0,79189.0,79014.0,78590.0,79055.0,79046.0,80468.0,84533.0,101876.0,90735.0,93091.0,98230.0,85539.0,102596.0,108561.0,127696.0,129832.0,104298.0,86981.0,87708.0,106497.0,90328.0,79649.0,79068.0,78871.0,78437.0,78162.0,78074.0,77852.0,77943.0,78043.0,100000000.0
845.0,91094.0,82124.0,82435.0,80729.0,80475.0,81472.0,80775.0,80599.0,81142.0,81245.0,80648.0,80458.0,80647.0,80980.0,81132.0,80796.0,80582.0,80680.0,81412.0,81041.0,80582.0,80614.0,80822.0,82373.0,82046.0,82015.0,80880.0,84271.0,99570.0,79032.0,79293.0,80979.0,80590.0,79367.0,79162.0,78934.0,78996.0,79008.0,79149.0,79048.0,79035.0,78999.0,79529.0,80506.0,83016.0,81102.0,82923.0,82374.0,87711.0,95413.0,111495.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
