driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53
1,125742,154395,101947,101409,100549,101661,100892,100990,100415,100315,100372,100358,100487,100102,101755,101543,116564,99392,99637,100236,100557,100459,100258,99945,99593,99139,99008,99007,99137,99237,100183,114518,98387,98590,97947,98544,98506,98593,98250,97937,98007,97970,98113,98183,97760,97895,98126,98339,97805,98220,98033,98270,99455
5,131897,150411,103252,102638,102239,101942,101999,102139,102056,101783,101733,101677,101621,101811,102466,103679,102098,104533,120819,101046,100769,100992,100681,100927,101648,101255,102400,100513,100771,100673,100694,100604,101496,100657,100505,102146,100381,100729,100463,100356,102321,119796,101378,98932,102338,99457,98950,98793,98630,98663,98307,98043,inf
8,124257,155337,101282,100434,100361,100433,100426,100467,100550,100446,100498,101273,103291,119563,100025,99957,99756,99743,99929,99718,99863,99685,99497,99469,99550,99818,99500,99262,99584,102002,115188,99908,99087,99086,98735,98701,99011,98437,98622,98129,98124,98209,98178,98293,98220,97955,98043,98327,97886,97934,98024,98216,98377
10,130677,151487,104518,104869,103650,102566,102375,102793,102328,102179,101945,102848,102969,102501,102366,103078,102039,102539,102281,104808,118420,100923,100892,101061,100710,100565,100538,100819,101005,101777,100677,100542,101018,100812,101852,100997,100661,100513,100744,102542,119051,100597,100426,99026,98899,99029,98858,98756,98820,100619,99091,99588,inf
13,123402,155664,100673,100493,100392,100160,100235,100353,100136,100016,100176,100270,100299,99666,99370,100041,101467,115713,98925,99242,98876,99256,98845,98813,98668,98835,99086,98980,99581,99045,99962,98833,99033,99080,99629,101684,115404,97579,97455,97189,97371,97381,97409,97525,97273,97119,97051,96916,96938,96894,97104,97398,97976
17,173742,130556,100612,100949,100900,101300,101683,101321,101109,101622,102532,101889,100829,100551,100768,100181,100338,100650,100246,100108,99904,99789,99984,99725,99663,101984,115768,98929,99196,99781,99398,99145,99126,99311,98589,98478,98996,98244,98014,98408,97882,97688,97700,97772,97208,97503,97315,97130,97128,97206,97211,97268,97588
18,121866,156703,100681,100298,100473,100033,100234,100299,100117,100033,100001,100362,101648,115664,100869,101456,102860,98953,99875,99736,99672,99488,99504,99484,99734,99390,98942,99260,99381,99539,99522,98982,98624,99508,100878,115151,97997,97914,97545,97422,97224,97524,97256,97007,97160,97532,97090,96900,96764,96623,96606,96618,96938
20,117872,158826,99841,99523,99802,99545,99450,99341,99180,99202,99232,99427,99515,99727,99579,100128,101809,116435,99207,99497,99063,98449,98855,98862,98596,98903,98524,98246,98637,98663,98990,97961,98154,98493,98509,98768,100238,115095,96630,97425,97339,97445,97159,97128,96875,96466,97216,97225,96962,97020,97173,95774,98261
154,131428,155098,106027,103553,103126,101554,105418,127375,100843,100683,100347,100130,100163,100245,101025,99794,102303,102054,103191,100580,100901,103905,115689,98644,100667,98637,98437,98405,99861,98508,98341,98277,100493,100771,100325,98320,98369,98290,98499,99022,99756,99162,99225,98681,98964,99830,99107,99345,100041,103205,106714,inf,inf
155,119454,158635,100366,100390,100028,100114,100038,99965,99840,99983,99853,100061,99951,101903,118223,101454,101224,99321,99304,99434,99308,98993,99008,99113,99593,99729,99830,99780,99659,100025,102174,114735,98313,98465,98348,98113,98700,97766,97735,97608,97701,97860,97758,97454,97226,97732,96800,96847,96988,96990,96762,96679,97447
30,135845,147792,103987,104000,102029,101925,101783,102034,101732,101823,101596,101282,101937,101674,102772,102470,104958,116200,99726,99621,99467,99564,99382,99319,99823,100125,99450,99320,99006,98856,98885,99182,99029,99982,99375,101275,114042,97747,97665,97409,97381,97501,96942,97010,97412,97721,97775,98223,98042,97789,97319,98284,98523
37,136900,147650,104539,103859,103445,103195,103101,103276,103772,103058,103092,103734,103774,104044,103364,103662,107773,124594,101713,101768,101299,101517,101186,101310,101339,102607,101545,101632,101631,103024,101967,102163,103342,102127,102647,105308,119225,100130,102006,101999,100657,100568,100128,99809,100439,103220,100219,99504,99821,99351,99383,99938,inf
807,126454,154022,102576,101557,100967,100431,101037,101150,100585,100405,100495,100389,102310,117446,101593,100960,99368,99581,99496,100082,99916,100015,99961,99786,99696,99626,99406,99410,99736,99581,101079,116164,98771,98481,98272,98220,98284,98208,98166,98301,98114,98428,98120,98268,98021,97938,98137,98079,98066,98160,97988,97982,98117
808,139668,145501,105060,103301,103427,103124,103056,104147,103209,102713,104161,102977,103657,103796,103644,103194,103035,102751,106587,118875,101497,101644,101211,101019,101037,100610,100920,100874,102249,101254,101850,100825,100669,100708,102561,101037,101042,100836,101244,102393,103415,105939,118519,99057,101830,98919,98344,100711,110144,98524,98794,99806,inf
39,140430,145666,105635,103926,105300,103836,103270,104339,103372,103419,102802,103407,103989,103556,106099,123130,101835,102262,101465,101472,101388,101716,104020,101694,103588,102580,101656,103293,102111,102005,103550,103943,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
811,143885,143376,105427,104489,102952,101563,102878,102214,101930,101093,100616,101352,100875,100814,101086,103401,118909,100078,99759,99743,101602,110681,99237,99730,99810,101026,99637,99095,99160,99113,98574,98576,99107,101787,114798,99392,97337,97157,98397,98874,98446,97196,97155,96819,97261,97041,97784,98380,98312,98285,98805,99638,100299
813,127350,153718,102907,101749,101454,100984,101032,101003,100958,100976,100831,100792,101147,100594,100795,102538,118422,102525,99792,99247,99145,99603,99451,99358,99581,99382,99390,98414,98568,98875,98586,98409,100335,115704,98695,98198,97969,98409,98696,98442,98162,98378,98170,98151,97771,97773,97821,98025,98106,97968,97914,98044,98299
814,134512,148753,103792,103698,101291,101520,102086,101923,102212,101993,101458,101852,103711,117572,100688,101065,100725,100725,100844,100750,100298,100200,100114,100296,100140,100336,101712,100060,100062,99861,99821,102320,118001,98125,98079,98326,97931,98046,98197,98243,98243,98345,98445,98587,98357,98206,98506,97535,98032,98157,98139,98452,99360
815,124801,154922,102648,101498,100900,100375,99891,100055,99971,99862,100387,100952,101323,100171,104834,118780,98983,99277,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
817,128624,152670,103161,102455,101095,100865,101033,100990,100908,100860,101182,100970,101285,101080,101223,101502,105336,118779,100202,99756,99490,99233,99324,99935,99477,99843,99036,99260,99077,99202,99392,99470,99355,101693,117164,98308,98728,98843,98341,98553,99263,98081,97878,98162,97972,98529,97997,98146,98059,97455,97631,98261,98027
818,133918,149043,103870,102381,101949,101905,101916,102243,102105,101749,101696,101786,101592,102208,102937,103103,102329,106109,122316,100022,100857,99023,99718,100636,99010,98971,99083,98780,98738,99199,99180,99096,98884,99065,100936,116219,97818,97663,97533,97564,97581,97912,98185,98533,98735,98260,98365,98429,98269,98276,99009,99669,100514
819,137884,147187,107287,106055,104004,103732,105567,103249,103139,103103,102882,103091,103252,106221,118155,100622,101001,100802,101099,101047,101118,101213,100577,100932,101176,102431,101431,101567,102348,104125,106034,140850,104855,100493,100663,102193,106327,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
