driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
2,96455,90882,89523,89078,100790,111088,89005,87753,90110,87997,87470,89335,88955,111804,89847,88529,89261,88560,88395,87865,87761,87756,87737,89567,87353,87615,87722,87569,154667,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,93828,89513,87563,87505,87105,87013,87037,86852,86582,86435,86240,86162,86695,110045,87577,87647,87085,87081,86788,89403,86897,87002,86569,86630,86553,86534,86518,86194,86316,86439,85790,85563,86242,86385,112217,87386,87764,87163,86892,87175,86779,87062,87540,86770,86773,86419,86761,86321,87013,86559,86887,87282,86888,87063,86637,86147,86253,85524
8,93015,88881,87928,87289,87304,86960,87260,86626,86330,86367,86102,86145,86013,86305,86662,86441,85520,85443,85455,86191,85073,85973,110406,87038,86812,86780,86487,86591,86320,86278,86016,85812,86519,85886,87710,85528,86308,85794,85654,85030,85642,85947,85222,85797,86046,105882,87346,86755,87018,87288,87666,86487,86727,87999,88253,88184,88361,91582
11,107902,92013,91366,91293,91716,91706,91060,89148,90067,89446,89125,88473,87996,88155,87597,87523,87671,86918,87062,86988,86809,86714,87665,87137,86474,86439,87222,87434,87724,112874,88886,88622,88485,88019,88311,88983,88507,87660,88370,87676,87677,87077,87233,86993,87694,88716,87361,87118,88912,86876,86255,86152,86178,85858,85874,86456,88043,120732
13,110830,112097,89840,90229,89776,89590,89590,89542,89241,89782,90337,88758,88827,89222,89457,88054,88103,88040,88608,87411,87500,87368,86952,86668,86615,87004,86514,90804,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
14,97894,91055,90531,89803,89101,89072,89031,88883,88983,88455,88903,88193,87970,87889,87669,87613,88747,87185,87350,87165,86922,88303,87154,87043,109798,88125,87969,87822,88571,87727,87805,87826,87663,87171,87533,87294,87454,87341,87122,87098,87466,87042,87246,87181,87808,106434,87600,88967,87719,87309,86701,87100,86726,86805,86653,86917,86426,86417
15,95443,89837,88574,88364,87827,87758,87889,87639,87290,87073,86972,87065,86998,86717,86569,87151,88055,88055,112274,88699,88024,88659,88005,89464,90273,88160,87643,87578,87642,87596,87290,87153,87184,87045,86774,86805,86999,87033,87705,88283,86535,86480,88180,106736,88023,87145,86766,86865,86926,86719,86428,86178,87478,87050,86886,86957,87779,89179
17,98259,91148,89680,89017,89129,88718,88235,87321,161737,117919,88184,86791,93157,127426,87841,88062,88045,87999,89147,111549,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,101363,90844,90308,89911,88396,88054,88146,88502,87867,88212,87419,87011,86708,86917,86939,87805,87047,87103,87009,88073,87093,112350,88018,87755,87247,87263,87987,87232,87214,87102,87044,86756,87085,86686,86608,86559,86739,86525,87039,88319,86754,86648,87073,86121,85942,86061,87218,105689,86161,85931,85861,85809,85851,86015,86180,86325,86074,85790
21,93533,90229,88534,87827,87303,86962,87395,86579,87308,86624,86326,86497,87122,86799,121173,89138,87486,87297,89123,87725,88237,87361,87076,87120,88718,86602,86131,86076,86284,86406,86014,86004,85867,85604,86784,86720,114077,87307,87329,87588,87402,86794,87477,87231,86849,86636,86335,86647,86502,86262,86269,86780,86685,86073,86014,86111,85795,86280
22,99045,92277,90864,90918,90156,89443,89459,89017,88905,88561,88309,88469,87897,87899,88348,87732,87758,87799,90019,87405,87929,87458,86879,88053,110410,89299,89322,88489,87897,88205,88265,88038,87844,87826,87921,87360,87209,87244,87024,87321,88541,86699,86710,86799,86635,87679,105950,87839,87905,87841,88019,87958,88561,87839,87448,87186,87592,inf
23,105897,96581,89852,90980,91797,91196,92302,90376,90959,88874,89616,90377,88270,87925,87253,87138,87466,88452,111999,89898,89014,88655,88234,87995,87921,89707,87895,87824,87611,87515,87311,87851,90387,87347,87718,87452,87774,87025,87225,88237,106899,89913,87787,87358,87250,87692,87718,88359,87718,87400,87034,87278,87441,88002,87677,87883,87293,inf
27,102581,93558,91925,93655,92354,92998,92142,92169,90846,90235,90812,90896,89392,89720,90427,90467,110578,114090,90987,92991,91468,91367,91291,90639,102807,245733,95034,94319,91434,92280,93816,92345,91604,93175,90735,90608,91318,90706,97800,193790,96664,90947,91558,92736,92978,92156,90708,104186,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,101057,91056,91362,91285,89795,89494,89036,89112,89318,88208,88632,89116,88283,99348,173237,1617815,93553,89061,88510,87543,86991,87581,87915,109523,88037,88006,88901,88550,88014,87869,87501,91939,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
31,94373,89703,88755,88168,87889,87673,87464,87153,87017,86812,86705,86430,86620,86472,86322,87278,86215,86046,85420,85657,86947,111422,86843,86598,86205,86564,86250,86209,86082,87421,85705,85278,86169,85637,86125,86485,85171,84997,84770,85441,86815,108763,87736,87846,87714,87594,87195,87728,87351,86563,87471,88174,87930,88382,91855,86832,88259,85390
32,97440,90922,90082,89174,88872,88873,89518,88884,88237,90135,88759,88080,87993,87766,87780,87421,88321,87253,88174,86931,87044,88321,87544,110003,88409,88172,88015,88394,88539,87977,87823,87787,87457,87321,87296,87370,87473,87138,86702,87152,87310,87178,87470,87856,107100,87327,87420,88391,88878,87059,86982,86862,86704,86726,86519,86973,86395,86374
33,101961,92247,91230,91494,91859,91269,92157,90930,91125,91869,91995,91916,90395,91452,116860,92453,91568,90672,93197,89749,91350,91144,90464,91465,90909,90740,90142,92331,138555,89515,89471,89378,90760,90326,90985,89120,90690,91172,94022,112597,89646,89268,90199,90670,90739,90686,89763,89585,89299,89035,89055,97071,91910,94036,92586,inf,inf,inf
35,103332,93188,91776,93227,91839,92893,91930,89831,89984,89290,90301,88843,88178,88494,87853,87664,87403,87787,87471,87775,87148,87160,88480,111613,88438,88729,88168,88025,88522,89875,88066,88316,88514,88382,88616,88951,87526,87304,87978,87519,87413,87305,87375,86967,88594,109112,88786,88294,87618,87224,87389,87272,87282,88293,87479,87960,87294,inf
38,104332,94253,92486,93899,91706,91739,91423,92694,92994,90987,90359,90017,89836,90042,91249,132707,90966,92658,90537,89918,90590,91198,90769,92082,90109,90755,89929,90773,89608,89656,89258,90155,90896,90622,117906,92654,90937,91905,90667,90095,90124,92716,91222,90846,91009,94716,91614,91152,90855,91490,89669,89734,89229,89244,89956,inf,inf,inf
39,102198,93115,91877,94005,91881,92067,92905,94275,95474,92256,91816,92843,90890,91254,94387,91091,92047,113680,90302,91252,90395,90377,92542,91899,90006,90607,89586,89550,92004,92077,111826,90100,90195,90224,89928,89897,90547,91364,90218,89397,91828,89286,92137,110763,90542,93035,93560,92086,90485,90298,90393,90032,89991,93071,91690,inf,inf,inf
