driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
12,126046,113529,112409,112379,112503,111952,111749,111259,111378,111350,110877,110565,110449,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,110994,107658,106539,106694,106342,106666,107311,106938,106405,106216,106431,106011,105757,106223,115702,195798,187388,232983,113135,116430,110757,110799,110314,114929,119839,107705,108836,109053,108154,109162,117870,129492,107462,109990,109647,108809,108620,109061,109003,110904,110422,110188,109643,110196,111123,110653,109594,110116,110167,116794,120865,113738,152768,111447,110420,109921,110372,111328,108956,109321,115415
14,123966,113004,112454,112216,111886,111650,111021,112027,112106,110693,110597,109847,109568,113771,190889,116675,126656,165024,161523,113021,111101,110117,110264,109921,110138,109713,109801,109372,109679,108771,108162,108341,108453,107879,107925,108231,107814,108210,107855,107873,107562,116441,134389,109739,109721,109853,109661,108447,108924,108906,118064,150919,158431,112378,109710,108761,108407,108552,108688,108209,108715
15,120625,112562,112261,111979,111495,111032,112288,113385,112394,110659,109857,109545,109211,109042,114058,140374,180113,168953,163300,111887,109758,109317,109130,108773,108535,108261,107917,108104,107784,107647,107614,106972,112081,134874,109774,109736,109904,111959,111737,109288,109117,109001,109654,109341,109437,108883,109174,108434,108885,185452,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16,127243,113272,112526,112165,112523,111985,111634,111308,111303,111262,110979,111158,110033,110718,115392,130916,182498,177284,154737,116032,111734,111185,110446,111055,110826,110455,110553,111226,110853,110261,109794,109523,109690,109463,109791,109612,109394,109270,113721,136537,110835,110750,110696,110454,110304,109970,110332,110054,110904,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
17,122719,112823,112270,112342,111374,111793,111168,112407,111745,110744,109957,109825,109183,113381,192221,116925,126489,165763,162128,112843,110918,110122,109947,110042,110037,109213,109872,123206,146606,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,123476,112905,112358,112412,111526,111658,111226,112087,111994,110659,110391,109998,109365,109418,112412,141259,181687,176907,156257,114504,111418,110317,110588,110918,110194,109669,110012,110195,109740,110243,109867,109428,109140,109988,114186,131447,108532,109028,108945,108922,109095,108955,109703,109756,109305,109186,109232,109116,108694,109326,115213,139610,157883,112595,110110,109299,109048,109699,108796,108164,108128
20,116730,109436,108734,108483,109018,109016,108429,108219,107861,107820,107452,107292,107271,107282,118253,172292,184579,178866,159390,113874,111320,110311,110588,109836,110008,110033,110005,110032,109338,109212,109299,108918,108435,107978,108130,108577,107878,108359,108606,108006,107907,107943,111972,129417,109405,108995,109202,108748,108779,108795,121380,149751,161012,111585,109172,108264,107863,107852,107558,107842,107964
21,127931,113922,112884,112801,112390,112366,111581,111680,110823,111464,111407,110562,110679,111061,122652,124177,176974,165544,162788,112842,110464,110104,109976,109573,109308,110000,109523,109101,113525,137737,111336,111284,111303,111304,112350,110883,110443,110377,110636,110765,110427,110032,109710,110345,112253,110360,109720,110224,110233,110441,124521,115952,151650,115446,111593,111380,111644,112741,111147,111470,112066
22,125408,113267,112690,112441,112158,112103,111581,111092,111574,111079,111010,110413,110320,113955,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
