driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
1,87695,80869,80029,80065,79842,79572,79621,80965,79514,79445,79356,79236,79583,81349,95129,79757,79831,79154,79422,79413,79633,79600,79532,79309,79595,79114,79172,78933,78599,78940,78689,78760,78458,78557,78111,78168,78541,78426,78018,78092,78242,78252,78354,78482,77937,77812,77634,77593,77494,77488,77659,77156,77500,77247,77126,77083,76791,77203,77065,77706,76913,76795,76931,76704,76503,76835,77161
3.0,90725.0,82412.0,81385.0,81082.0,81243.0,81007.0,80890.0,80916.0,80514.0,80959.0,80445.0,80126.0,80238.0,80454.0,80583.0,79974.0,79993.0,79585.0,79464.0,80215.0,81768.0,80170.0,80222.0,82918.0,93378.0,79891.0,79831.0,80141.0,80441.0,79879.0,80023.0,79850.0,79822.0,79909.0,79803.0,79448.0,79239.0,79122.0,78770.0,78737.0,78979.0,79457.0,78244.0,78244.0,78292.0,78389.0,78165.0,78739.0,78061.0,77869.0,78032.0,78937.0,77848.0,77591.0,77689.0,77617.0,77853.0,77727.0,77620.0,80299.0,77681.0,80582.0,77429.0,76995.0,77021.0,76609.0,100000000.0
4,86059,80386,80065,79828,79292,79153,79625,79248,78965,78955,78846,78888,81136,93726,79201,79191,79276,79464,79199,79367,80449,79178,79065,79697,79423,79159,78872,78075,78108,78129,77751,77797,77874,78621,78387,77666,77495,77868,78032,77596,77537,77378,77265,77261,77436,77660,77012,77279,77378,77255,76770,76945,77346,77245,76625,77096,78025,76965,76681,76877,76672,76471,76743,76103,76505,75880,77342
5.0,96519.0,84643.0,84140.0,84224.0,83852.0,83703.0,83465.0,83240.0,83349.0,83346.0,82919.0,82868.0,82888.0,83075.0,82824.0,82363.0,82609.0,82513.0,82427.0,82635.0,82571.0,83204.0,82206.0,88167.0,100698.0,84056.0,86768.0,83590.0,82302.0,82293.0,81933.0,82100.0,82025.0,82144.0,81780.0,82872.0,82919.0,81152.0,81921.0,84239.0,82264.0,81131.0,81218.0,80950.0,80852.0,82023.0,81231.0,80698.0,81035.0,80868.0,80664.0,81629.0,82648.0,83450.0,82050.0,175678.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
9.0,89818.0,81673.0,81355.0,81182.0,80934.0,80712.0,80869.0,80907.0,80805.0,80857.0,80304.0,80306.0,80571.0,80436.0,80058.0,80210.0,82645.0,94343.0,80367.0,80080.0,79920.0,79969.0,80451.0,79940.0,79956.0,80065.0,80383.0,80834.0,80384.0,79750.0,79905.0,79519.0,79563.0,80601.0,79693.0,79301.0,78970.0,78741.0,78509.0,78613.0,78837.0,78585.0,78388.0,78530.0,78466.0,78296.0,78319.0,78353.0,78173.0,78172.0,78068.0,78158.0,77770.0,78214.0,77547.0,77573.0,77455.0,77583.0,77548.0,77221.0,78153.0,77166.0,77175.0,78005.0,78450.0,77195.0,100000000.0
10.0,100426.0,84996.0,84558.0,84274.0,83526.0,83677.0,83221.0,83009.0,83972.0,83583.0,83603.0,83494.0,83372.0,83743.0,84285.0,83867.0,83898.0,83482.0,83781.0,86138.0,83141.0,84632.0,83548.0,82382.0,84980.0,82304.0,83427.0,86822.0,83529.0,82029.0,81556.0,81467.0,81782.0,81704.0,81155.0,81669.0,83124.0,82473.0,82033.0,80965.0,84261.0,81571.0,81769.0,81008.0,80882.0,81162.0,81014.0,81298.0,81182.0,82323.0,80366.0,82719.0,99812.0,79961.0,80062.0,79173.0,79798.0,80242.0,79112.0,78680.0,78479.0,78211.0,78984.0,81160.0,100000000.0,100000000.0,100000000.0
13,85403,80064,79501,79545,79500,79586,79272,79216,79017,78915,78823,78943,78921,81554,94379,79233,79163,79655,79194,79489,80263,79400,78711,78646,78874,78560,78399,78189,78400,77991,78085,78353,78107,78408,77908,77890,78045,78096,78644,77569,77714,77347,77248,77462,77346,77560,77166,77329,79103,77839,77179,77848,77408,77128,76921,76876,77734,77530,77234,77137,76545,76685,76814,76425,76182,76097,77292
15.0,95768.0,134452.0,357935.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
16.0,99682.0,103183.0,81466.0,83784.0,97416.0,81170.0,81322.0,80802.0,81004.0,80622.0,80835.0,80886.0,82063.0,81419.0,80628.0,81621.0,82717.0,81245.0,80499.0,80653.0,82577.0,85028.0,82216.0,80649.0,80361.0,81261.0,84951.0,80878.0,80693.0,79974.0,80361.0,80206.0,80069.0,87921.0,99880.0,78009.0,79013.0,77300.0,79234.0,77671.0,78428.0,79610.0,78447.0,78676.0,81540.0,81544.0,78231.0,81092.0,78558.0,78154.0,78035.0,78055.0,77879.0,78337.0,79095.0,78012.0,78125.0,78040.0,77142.0,77210.0,77425.0,77284.0,76835.0,78618.0,76687.0,100000000.0,100000000.0
17,88500,80801,80441,80069,79767,79637,79662,80324,79864,79436,79431,79262,81735,94231,80435,79983,80026,79794,79384,79833,79973,78864,79460,78949,79779,79413,79158,79109,78670,78709,78542,79150,78280,78364,78092,78423,78142,80429,79221,78746,78658,78205,78314,78350,78839,78904,77651,77286,77962,77208,78192,77911,78680,77278,78470,77125,76678,77071,77897,76891,77345,77582,76725,76787,77174,77650,79549
18,89313,81324,80937,80452,80157,79750,80117,80659,79737,79907,79674,79408,79306,79105,79089,79050,79122,79105,79339,79495,79445,81518,93309,79622,79590,79191,79269,79095,78958,78811,78575,78877,78569,78343,78253,78205,78038,79083,77951,77852,78183,78469,78357,78485,77987,77908,77599,77758,77596,77407,77726,77360,77420,77102,77143,77145,76912,77185,77092,76834,77143,76613,76791,76787,76451,77988,77305
20,86878,80347,80283,79805,79586,79435,79583,79236,79391,79153,78920,81669,93089,78840,79209,79137,78982,79293,79121,79267,80704,79514,79517,79106,79498,78870,78793,78559,78630,78871,78456,78472,78149,78053,78238,78328,77741,77881,78033,77915,78116,77242,77170,77122,77251,77224,77127,77291,77209,77139,76669,77545,77423,77232,77183,76536,77264,76807,76927,77033,76525,76864,76517,76655,76471,77067,75824
22.0,91624.0,82964.0,81778.0,81365.0,81032.0,81152.0,81144.0,80859.0,80773.0,80662.0,80845.0,80572.0,80465.0,83259.0,95386.0,80152.0,79947.0,80340.0,80093.0,80710.0,80183.0,80208.0,80018.0,80574.0,80426.0,80075.0,80181.0,80088.0,80240.0,80082.0,79807.0,80617.0,79519.0,79663.0,79390.0,79111.0,79273.0,78993.0,78773.0,78703.0,78646.0,78500.0,79205.0,79140.0,78856.0,78916.0,78777.0,78461.0,78457.0,78231.0,79988.0,79916.0,79386.0,78064.0,77976.0,77540.0,78451.0,78453.0,77590.0,77247.0,77204.0,77605.0,77029.0,77971.0,77627.0,77745.0,100000000.0
24.0,104068.0,112389.0,80936.0,81507.0,83335.0,96788.0,80734.0,84698.0,82022.0,83875.0,82452.0,80776.0,82128.0,81788.0,80545.0,80047.0,80424.0,81319.0,86764.0,81451.0,80676.0,82675.0,80244.0,79955.0,80459.0,80429.0,79970.0,80817.0,80657.0,80339.0,79556.0,78542.0,78979.0,79001.0,78737.0,78740.0,78832.0,78476.0,78352.0,78582.0,78063.0,78418.0,78394.0,78495.0,78123.0,78173.0,78395.0,78094.0,79098.0,78463.0,78896.0,77835.0,77513.0,78352.0,77704.0,77741.0,77838.0,79122.0,77481.0,77684.0,77645.0,80818.0,93267.0,76596.0,77759.0,100000000.0,100000000.0
153.0,108049.0,107248.0,81071.0,81117.0,81008.0,81294.0,81059.0,80819.0,80798.0,81021.0,81826.0,81496.0,80846.0,82017.0,83080.0,83488.0,81130.0,80941.0,80698.0,80251.0,81267.0,80588.0,79803.0,79951.0,83072.0,95895.0,80599.0,80842.0,80725.0,80113.0,80331.0,80206.0,80019.0,79976.0,78667.0,78210.0,78555.0,78389.0,78518.0,78937.0,78106.0,78191.0,78744.0,78250.0,78256.0,78353.0,78174.0,79302.0,78961.0,77745.0,77419.0,77862.0,77719.0,77566.0,78636.0,78430.0,77775.0,78095.0,77789.0,77481.0,77613.0,77257.0,77385.0,77110.0,77347.0,76971.0,100000000.0
