driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
2,124745,128227,93247,93462,93663,93622,93574,95910,93454,94302,94872,93086,96822,120748,150747,96672,98163,92268,92835,94651,91777,92045,91210,91716,94018,111452,90962,91739,93344,92643,93642,93680,92098,92671,91515,92648,91389,93045,90414,90700,91508,120064,91266,91844,92566,92782,92684,95648,92493,92060,91583,92703,90939,90657,90416,90335,inf,inf
3,97502,93253,92681,93345,93102,92972,92122,92508,91933,91892,91831,91215,91330,95897,111591,150114,92247,90992,90791,90468,90071,90975,90122,90788,99962,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,93139,91803,93147,91376,90771,90447,90109,90298,89711,90020,89427,89188,90118,91969,139266,149864,90550,90099,90085,89788,89503,89453,89445,89376,89212,89348,89447,89037,88957,88982,88937,88872,88904,88846,88284,89136,88690,88245,88731,110174,89404,89658,89612,90347,89803,90012,90082,89745,89733,91292,89477,89746,89713,89044,88452,88991,89110,89682
8,155779,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
9,99313,92632,91994,92312,91791,92347,92014,92307,93116,91514,91413,91185,90898,97198,120819,147043,92412,92816,92530,92743,92370,91873,92485,91330,91402,90660,90377,90182,89834,89998,90039,90224,89989,89723,112082,92653,92547,93797,93715,96075,92391,92726,92152,91411,91890,92812,91348,91392,91300,90980,91454,93019,91520,90745,90961,92125,91352,inf
11,157502,1528859,94123,94353,94522,94526,94845,94481,94344,94169,93981,95576,95318,94438,97370,94033,93830,93625,93297,93330,93647,93530,93803,98095,94150,99190,94655,92499,92955,93231,99124,116071,91814,92482,92395,92326,91835,92124,91959,92138,92270,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,91826,89959,89793,90384,89991,90014,89663,90036,89495,89707,89555,89087,89270,91053,148648,151157,90353,89583,89376,89414,89069,88868,88999,89184,88687,88725,88852,88459,88558,88868,88582,88863,88752,89043,88426,88228,88192,88123,89298,109888,88969,89634,89194,89119,89784,90035,89613,89445,90079,89477,89942,90042,89741,90200,90058,90403,90126,91193
14,101352,94486,93437,93668,94324,94053,93294,92033,91745,92354,91604,91194,93333,93976,107631,148453,92380,92636,91794,92391,90743,90413,90415,90026,91035,112707,90220,90221,90978,91793,90848,91606,91092,90851,91257,90732,90745,91269,90784,90715,90466,90781,90452,90239,90502,108826,90599,90841,90720,91816,90715,90304,90187,93489,103091,inf,inf,inf
15,101833,95299,93481,92967,93092,93738,91917,91680,91026,91490,91086,91561,91649,98041,107798,149251,92379,92653,92517,91115,90452,90542,90570,90048,90489,110218,90533,91006,90943,90725,91017,91418,91268,91171,90671,90811,90771,90637,90975,90825,90534,90675,90477,90480,109956,90971,90818,90782,90591,90746,90750,90689,91021,90799,92598,90588,91064,inf
17,95750,93241,92598,93067,92446,92752,92198,92102,91603,91460,91214,91191,90995,93142,125808,147877,92647,92761,93977,93167,92030,91782,91924,92251,91386,90834,90591,90698,90711,90575,91596,91305,90959,90632,90541,90580,90598,91346,92143,117683,91346,91141,90560,90414,90576,90839,90673,90840,90594,90088,90462,90356,91797,90195,91866,90515,91260,inf
18,96131,91640,91300,91473,91170,91221,90968,90864,90292,90115,90360,89497,89844,91163,136167,150357,91217,91041,90585,90483,90565,89919,90272,90566,89753,89824,89660,89721,89532,89893,89600,89266,89024,89115,88842,88904,88740,88581,89202,110003,89308,89563,89733,89378,89485,89618,89403,89192,89299,89560,88965,88857,88956,88865,89062,90182,88646,88474
