driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
154,98015,98268,98053,98419,98551,98551,98560,98408,98321,98638,98377,98482,99022,98857,99626,98780,100099,98945,100553,100691,99537,99216,125197,100974,111178,97307,95127,94884,95255,95838,95643,95724,95829,95536,95613,95696,95328,95657,95645,95692,95937,95895,96133,97366,97121,97979,98092,97573,97255,96492,114492,95962
155,96365,96856,95903,95555,95478,95896,96094,95839,95834,95655,96232,96103,96320,95677,127087,94608,96555,96612,99127,98241,97735,97595,97809,99213,97513,98150,98024,97665,97794,98121,98215,98099,98370,98001,98082,117191,97364,98875,99548,100293,99622,99570,99969,100388,100409,100451,100253,100456,100335,100994,102660,111857
30,95191,95746,95685,95784,95728,95934,95975,96121,95644,95586,95903,95749,96435,96677,96875,96200,95985,114041,96484,98722,98221,97984,98566,98354,98241,98898,98286,98219,100175,98339,98437,98761,98602,98750,98752,98943,99133,99036,99368,117720,97353,100557,100088,100181,100279,100902,100467,99898,100492,100890,101114,104970
37.0,101493.0,101907.0,101952.0,99894.0,100141.0,99715.0,99618.0,99871.0,99724.0,100067.0,100230.0,100423.0,101632.0,102288.0,100798.0,100592.0,101992.0,100184.0,100438.0,102822.0,100456.0,101583.0,122053.0,101045.0,103858.0,102612.0,103560.0,102486.0,102000.0,102166.0,102069.0,102243.0,101542.0,101896.0,101938.0,102164.0,104193.0,102613.0,103892.0,101989.0,102490.0,102635.0,103065.0,102765.0,103075.0,103462.0,103450.0,103893.0,105375.0,114364.0,100000000.0,100000000.0
807,97253,100560,96646,96354,96110,96266,96434,96677,96845,96835,97135,96638,96746,96938,96525,95981,113645,95898,97805,97909,97774,97903,97891,97482,97735,97911,97903,98073,98151,97999,98488,98707,98762,98609,98323,116940,97166,99605,100100,100574,101026,99698,100113,100167,100632,100492,100492,100723,100909,100997,102016,110583
39.0,120302.0,98373.0,102606.0,100416.0,101221.0,102820.0,102173.0,101222.0,106083.0,100972.0,104047.0,101750.0,102094.0,103150.0,101101.0,102068.0,101374.0,105588.0,102441.0,124504.0,100169.0,102749.0,102945.0,103449.0,102950.0,102437.0,102419.0,102768.0,102872.0,104061.0,104061.0,103113.0,103738.0,104152.0,106807.0,114675.0,98339.0,99884.0,98823.0,100144.0,100872.0,99711.0,101075.0,98912.0,98462.0,99046.0,98480.0,99061.0,99516.0,99272.0,100000000.0,100000000.0
811,95963,96727,96678,96363,95863,96294,96571,96605,96946,96918,96981,96602,96836,96622,96432,96102,97602,97530,96821,96452,96883,115612,96505,97954,97915,98240,98037,97963,98610,98064,98493,98682,98546,98692,98406,99331,98072,116570,100443,105640,99235,99759,100209,99749,99769,100599,100290,100789,100717,101180,101400,109373
813.0,101195.0,100900.0,99318.0,98811.0,99929.0,100431.0,101037.0,98751.0,102395.0,98718.0,98150.0,98114.0,98278.0,98042.0,97931.0,100620.0,97632.0,97515.0,98004.0,98009.0,97561.0,98405.0,98000.0,97839.0,98383.0,98346.0,99573.0,99798.0,98559.0,98458.0,98742.0,99413.0,98938.0,98751.0,98754.0,98426.0,98417.0,98280.0,124214.0,157158.0,97406.0,100322.0,100309.0,100372.0,100229.0,99816.0,100245.0,101582.0,101073.0,101066.0,106954.0,100000000.0
814.0,139266.0,156909.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
815.0,97594.0,100734.0,99903.0,100001.0,100472.0,100133.0,100524.0,100689.0,99781.0,100884.0,110228.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
817,98604,98660,98808,98373,98374,116739,97565,100870,100769,100191,100616,99454,99893,100091,101125,101611,101000,100975,101113,101482,104070,112943,95505,95723,95603,95448,95764,95693,95904,95746,96002,96257,96242,96257,96734,96937,98554,97303,98512,97149,97309,97431,97682,97711,116499,96140,98169,98757,98259,98468,98638,98807
818,99078,98857,98370,117524,99246,100751,100409,100301,100410,100759,102439,101697,100971,101202,101036,101319,103903,112621,96091,96190,97603,95514,95738,95989,96058,96279,96454,96643,96402,96146,96593,97765,96880,96723,96467,96597,96349,115399,95812,98421,97738,97822,97874,98228,98212,98228,98381,98525,98847,98978,99498,99264
819.0,98453.0,98533.0,98699.0,98789.0,99212.0,99496.0,99900.0,99485.0,101547.0,100748.0,100231.0,99364.0,101284.0,101689.0,117802.0,99052.0,100049.0,101293.0,101372.0,101527.0,101480.0,101678.0,100552.0,100563.0,100704.0,100882.0,101172.0,102052.0,101380.0,101253.0,101543.0,101127.0,100892.0,119498.0,101102.0,103250.0,102168.0,102516.0,102752.0,102956.0,103699.0,104406.0,103349.0,103416.0,104352.0,106537.0,115469.0,98992.0,98008.0,98477.0,98439.0,100000000.0
