driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45
14,113089,107045,106724,106695,106554,106241,106389,106831,106804,106721,106767,107030,107143,106845,106993,106452,106116,106314,106714,107206,106763,107073,106543,106496,106658,106972,112397,125185,107327,107098,107196,107387,107235,107708,107135,107395,106849,106824,109213,108234,108011,107701,107653,108537,108148
15,120143,109766,109511,109139,108521,108787,108700,109177,109207,108927,110358,109222,109031,108838,108561,108693,108810,108558,109148,108869,109323,109559,110687,117185,128369,108902,108446,108494,108572,108606,108570,108660,108841,108839,109182,108612,108661,120200,110158,109806,109444,109901,111568,111164,inf
21,117285,108595,108125,108485,107825,107683,107566,108158,108049,107599,107998,107757,107232,107055,106831,107271,107311,107466,107688,107798,107361,111607,126758,108241,107449,107346,107433,107607,107537,107736,107361,107580,107264,107378,107629,107834,108329,108542,108196,108235,108178,107281,107435,107398,107519
22,119422,109031,108664,108618,108446,108427,108538,108207,108289,108138,108102,107678,107718,107814,111828,126245,107544,107763,108036,108274,108159,107952,108919,110063,107761,108136,112396,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
23,113909,107329,106507,106554,106607,106520,106350,106668,106661,106837,107402,106399,106707,111299,125232,107144,107230,107212,107499,107288,107139,107482,108697,107359,106924,107040,107163,106688,111084,124762,107580,107067,106822,107233,107302,107146,107930,108825,108386,108082,107551,107179,108019,108102,108807
25,121716,110567,109868,108939,109069,109201,107844,107819,108235,108913,108544,107455,107204,107243,107239,106880,107399,107776,107360,107726,107631,108218,111363,130443,107684,108055,108192,108250,107675,109286,107160,107670,107749,108049,107770,107987,108275,113104,109419,107723,107384,106923,108009,107208,107755
30,116691,108326,107843,108125,107403,107368,107639,107688,107382,107659,107714,107259,107295,107949,106807,106844,107105,106905,107739,107324,107028,107091,107251,110667,127030,107125,106936,106795,106795,106557,106878,106776,106677,106758,106587,107393,106381,106416,107724,107102,106979,107464,109100,107800,108223
35,114607,107572,107369,107196,106719,106473,106599,106940,107167,106617,107368,106710,107077,106494,106870,106532,106413,106578,107134,107017,106853,106511,111608,126457,106714,106918,106746,106761,107024,106638,107037,108129,107302,106574,106274,106369,106887,106721,110650,109494,108306,107271,107127,107433,107306
44,120478,109959,109433,109427,108816,108625,113884,130380,109266,108942,109272,109028,109154,109975,109173,108960,108768,108822,109870,109472,108995,113404,131283,108778,108743,109295,109789,110252,111723,109634,110104,109911,118009,110107,109699,117949,134760,108566,107869,108102,107775,108227,108730,108875,inf
49,117942,108686,108405,108368,108102,107991,107644,108878,108159,107957,107721,107835,107365,107463,107659,107135,107019,107635,107117,107450,107402,111386,127805,108477,108767,108077,107986,107845,107950,107894,107486,106890,107753,107284,107284,107128,106913,108828,107623,107698,107127,107231,107235,106982,107187
