driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
1,108919,105696,105218,105020,105639,105573,105518,105378,104812,104954,104923,104965,104874,105010,109348,120361,133919,143322,167090,154529,102896,102577,102293,102367,102358,102657,103174,102766,102582,102731,102845,103373,108040,121770,101810,101846,101912,101804,101626,101377,101359,101350,101250,101187,101192,101197,101549,101257,101328,100605,101213,100813,100869,100459,100513
3,112471,107548,106474,105975,105756,105946,105696,105500,105545,105278,105297,105456,110105,121772,105973,108471,135675,128121,166508,153558,104620,104025,103796,104096,103933,104182,110487,120109,103408,103562,103744,102888,102696,102948,103475,104097,102853,103157,102271,102287,102186,102193,102612,102322,102235,101956,102070,101906,101770,102093,101903,101822,102027,103024,106169
4,111557,106117,105771,105566,106272,105902,105513,105439,105542,105716,105712,106161,106643,108627,113428,127159,130420,127017,166579,153045,104687,104158,103836,103765,104015,104135,103783,103166,102802,102723,102807,102274,102205,102345,101894,101644,107079,118716,100912,100623,100547,100622,100635,100689,101005,100955,100664,100600,100947,100788,100674,101009,101193,100764,100836
5.0,118370.0,110320.0,108894.0,108890.0,107828.0,107937.0,108053.0,107555.0,107373.0,106886.0,106871.0,107704.0,110981.0,124550.0,106203.0,120492.0,136356.0,110484.0,148781.0,150537.0,107591.0,106568.0,106608.0,107369.0,105554.0,105167.0,105295.0,105261.0,104888.0,105657.0,105127.0,105009.0,104478.0,104634.0,106492.0,106338.0,105004.0,108914.0,123533.0,103506.0,104046.0,103388.0,103002.0,102803.0,102810.0,102710.0,102997.0,102643.0,102552.0,103011.0,104352.0,102456.0,102696.0,102847.0,100000000.0
10.0,120432.0,111018.0,110798.0,109644.0,109248.0,109263.0,109150.0,108867.0,108803.0,108837.0,110011.0,109668.0,109058.0,110010.0,109072.0,130013.0,153146.0,120969.0,111942.0,146627.0,110024.0,107654.0,107545.0,107493.0,107200.0,107903.0,108107.0,107561.0,107267.0,108876.0,108001.0,107530.0,107037.0,106735.0,106347.0,106268.0,106562.0,106353.0,107251.0,106196.0,111105.0,123911.0,105538.0,105548.0,107123.0,104755.0,104810.0,104843.0,108447.0,105955.0,104719.0,104661.0,104536.0,104622.0,100000000.0
13,110795,106166,105707,105553,106094,105868,105657,105666,105263,105754,105741,106267,106474,111397,124957,107478,135296,127659,166610,153348,104580,104108,103670,103977,104042,104038,103390,102739,102461,102714,102533,102526,102468,106310,121973,102662,101501,101867,101631,101554,101338,101464,101161,101128,101327,101414,101166,100984,100672,100731,100541,101109,101382,102286,101930
15.0,121264.0,110371.0,108454.0,108122.0,107963.0,107942.0,107551.0,107445.0,107306.0,107242.0,107406.0,113182.0,126087.0,108890.0,107345.0,122988.0,135548.0,111429.0,139867.0,149010.0,107810.0,106752.0,106481.0,107311.0,105852.0,105591.0,106029.0,106344.0,105725.0,105979.0,105503.0,107183.0,105695.0,105264.0,105182.0,111362.0,125826.0,106160.0,104375.0,103949.0,103912.0,103703.0,106515.0,103749.0,103345.0,103009.0,104342.0,107475.0,106650.0,103050.0,103660.0,104885.0,105200.0,106380.0,100000000.0
16,115474,108690,108826,107583,107201,107047,107444,106738,106532,106330,105926,106301,106043,107032,106422,114765,154620,120668,154913,152874,105216,104894,104245,104601,104480,104480,104425,104512,103777,104147,104204,104134,104094,104346,109995,122081,103275,102821,102653,103273,102670,102432,102197,102114,102489,102145,103027,102435,102014,102028,102419,102242,102312,102539,103078
17,109966,106214,105448,105615,105940,105988,105616,105802,105181,105134,105068,105442,105999,110228,121094,104168,137356,135065,166410,153926,103290,102643,102472,102437,102867,102511,102290,102811,102582,102557,102690,103349,108323,121526,101755,101882,101994,101685,101844,101433,101251,101210,101118,101438,100897,101144,101539,101225,101442,100513,101223,101046,101005,100525,100294
18,111861,106873,106384,105883,105837,105896,105488,105317,105014,105453,105711,106072,110710,122460,105039,103636,135904,132428,166835,153281,104306,103306,103429,102997,102994,103095,102907,102660,102804,102538,102737,103215,102945,106834,119127,101851,101772,101689,101588,101367,101129,101314,101283,101230,100997,100867,101360,101168,101491,101071,100943,100978,101031,100874,100709
