driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
14,106032,94751,92588,91163,90282,89989,89644,89181,89312,89036,88693,88686,88799,88638,89543,89405,89122,91034,89909,88908,87452,87388,87135,87121,88640,87118,86980,86784,86390,86438,86176,86234,86067,86483,106998,92938,88866,91695,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,105185,94897,92401,90975,90579,89852,89411,89128,89260,88994,88896,88524,89001,89186,89656,89257,89076,89042,88106,87749,87103,87187,86620,89149,104594,92137,86999,87340,88747,88274,88103,87632,87636,87255,87298,87743,88101,91189,88765,87342,87051,88163,87268,103681,91635,87649,88223,88277,87634,87973,88480,89239,88508,87309,87559,87943,89070,88124,87702,87876,87689,88619
22,108706,96082,93541,92312,91586,90895,90368,89952,90385,89994,89937,91052,90536,90204,90105,89549,89313,89815,90153,89918,89372,88685,88653,88546,88242,88359,87933,87741,87749,87794,87842,88409,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
23,102905,92744,91410,90582,89566,91365,89535,88947,89239,89050,88341,88054,88833,88227,87628,87363,87217,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,100915,93423,91539,90257,88873,88742,88492,87930,87965,88099,88751,87282,87513,87257,86896,86891,87193,87059,86483,87762,86446,86527,87929,104415,90531,86859,86947,89538,87531,87029,87053,86801,86482,87300,86892,86448,86261,85981,86245,87386,86335,86229,86234,86749,102829,90212,86388,86526,86469,86289,86559,86835,86450,87264,87521,86846,86181,86035,86241,86336,85537,85922
35,100495,93283,91660,90060,88705,88409,88215,88125,88111,88099,87100,86784,87352,87496,86901,86697,88696,86871,86388,86299,85997,88938,88032,86447,86400,108783,91832,86998,87267,87287,87063,86843,86966,87746,91050,90264,88290,89330,91443,93837,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,104382,93781,91602,90545,89821,90138,89802,89955,89073,89302,89066,88806,89735,89437,89772,89185,88959,92145,89964,106948,92571,88357,88347,88840,88453,89095,88064,88506,88277,88317,88648,88695,93247,109845,98150,88359,88478,88950,89888,88882,90205,88816,88934,89004,88233,88641,88316,89244,88807,88882,88875,90274,89974,89438,89131,88423,88196,88349,88809,89993,91803,inf
49,102085,93029,91338,90426,89044,88774,88208,88043,87732,88157,88822,87455,87589,87314,86869,86991,87742,86763,86392,87178,86606,86291,87772,87877,85772,86359,105909,91017,86485,85986,86047,86242,86699,86361,86092,86204,85890,86088,86876,87544,86457,85531,86577,103857,90361,86855,87003,87246,86329,86419,86660,86343,87495,87756,86858,86251,86079,86264,86816,85996,86276,87176
50,111109,97065,95340,93667,93063,92216,91169,91162,90827,90991,90732,90637,90584,90774,90426,90279,90306,90201,90173,90151,89931,89420,89536,89608,89866,90725,89719,89254,89108,88956,109656,94668,90478,91330,90283,90188,90083,89980,90271,89959,90622,91110,90116,89629,89586,89555,89381,89326,89699,90814,90679,90257,89597,88886,89597,89541,90777,90297,89251,89130,inf,inf
55,108334,94786,92977,92464,90876,90544,90048,89871,89566,89668,89018,89110,90642,89141,88872,88938,88920,88809,88412,88288,88486,88114,88910,87787,87772,87958,88602,88746,87348,87091,87450,87368,109937,93134,88715,89788,89317,89451,89783,89025,88845,88594,89913,88513,88320,88671,88882,88804,89555,88948,88363,88562,88269,89496,89264,88993,88462,88088,88231,87828,89396,inf
56,104969,94752,92216,91054,90100,89933,89480,88789,89201,88615,89143,88664,89812,89132,89784,89079,89077,88683,87509,87347,86821,86984,86993,87423,105520,91786,88525,88214,88619,87598,87744,87450,87478,87474,87615,88141,88671,92494,89596,87918,86990,87396,87357,86854,86811,103850,90986,87234,87200,88866,88716,87592,87294,87559,87900,87741,87535,88045,88173,87788,88002,88724
57,107521,94788,92541,91319,90630,90209,89778,89255,89109,88984,88756,88467,88746,88461,88591,89213,89247,90450,90266,89154,88148,87846,87806,87512,87986,88629,87262,87184,86791,87862,87498,87274,87134,87897,121651,93934,88564,89798,89385,89133,88678,88725,89754,88792,88702,88371,88644,88768,89740,88856,88206,88641,89642,89347,88125,88676,88872,87922,88140,87833,89323,inf
63,111819,96912,95527,94315,92625,92281,91973,91297,91252,91222,90718,90881,90525,90296,90353,90797,89823,89906,90011,89890,89546,89439,89650,89645,91516,90781,89769,89284,88700,88625,88773,88189,107051,94316,89948,89351,89162,89344,90559,89712,89536,89462,89495,89400,89695,90046,89785,89302,88982,89569,89487,90527,91057,90184,91197,90085,90910,89057,89430,92145,inf,inf
64,110118,95948,93457,92211,91611,91184,90385,90406,90867,90278,89456,90181,90020,89863,90156,90275,89445,111467,93320,89055,89364,90562,91205,89589,89039,88873,88873,88585,88647,88336,88487,89689,89276,90126,90275,88542,88401,90186,90434,97718,114349,93940,89087,88180,87793,88481,88240,88132,90441,89593,91174,90937,90344,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,103710,93552,91559,90407,89799,90315,89596,89516,89293,88845,88601,88029,88446,88465,88011,87697,87594,87663,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
71,118542,97815,96714,95293,93331,90571,89910,89237,89762,89548,90290,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
75,112904,97588,94911,93764,92693,92779,91901,91145,91171,91274,90554,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
76,110919,96710,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
77,113573,97536,94803,93513,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
78,109482,96065,93448,92147,91522,91085,90340,89903,90530,89683,89851,89838,89178,89114,88370,88251,88262,88145,88055,88153,88170,87717,88540,88340,107271,94720,88187,87835,87784,87622,87848,87721,88826,99001,92473,87994,87131,87131,90093,87687,87164,86896,86753,106760,92833,87773,87812,87594,87822,88014,87435,87683,87500,97136,92861,88010,87497,87585,87091,86911,86753,inf
79,116161,99695,96927,95214,95226,93562,92936,93212,92438,92391,91743,91896,91683,91628,91325,93298,92486,91750,91152,91105,91052,90885,94266,92203,91469,90527,92602,92720,90689,90609,93472,141169,99329,91480,91048,91382,92451,93133,91228,91315,90870,90943,90948,91103,90853,90065,91997,92436,91749,91113,90966,91607,91497,90813,92753,93866,91693,90229,89554,inf,inf,inf
