driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
1,85051,78386,79458,77593,77233,76954,77257,76907,77123,77864,77528,77717,77883,77388,77455,77468,77539,76812,76374,76756,80128,76085,75917,75833,75768,76316,76263,75372,94078,77958,75758,75914,76033,76600,76348,76652,76445,76335,77761,76289,77577,76584,76206,76678,76080,75528,75838,75454,75570,76789,75980,75904,91787,79010,76465,76840,77381,77015,77625,77297,76940,77098,77086,77026,76575,76958,76594,76796,76536,76548,76296,76301,76446,77033,76199,76203,76269,78313
2,89283,79547,81153,79118,79336,79306,79808,79701,79707,79591,80253,79963,79603,79659,79245,78863,78679,78275,78095,78008,77762,77649,77292,77686,77219,77613,77152,77051,77208,77041,77246,98497,82165,78896,78700,78251,77685,77831,78322,79456,77650,77459,78782,78561,77848,78405,78439,78423,78511,77926,77840,77948,77781,78348,78553,78546,78028,77848,77843,77694,77780,78276,78514,78115,78095,78480,78106,78066,77854,77548,77347,77204,77600,78025,77288,78224,78230,inf
3,89764,80170,80873,79068,79359,79027,79905,79677,79974,79737,79861,79971,79537,79613,79336,78951,78769,78807,78483,77925,77731,77462,96842,81541,77749,77802,78028,79911,78123,77897,78212,78167,78040,78004,78057,80204,79782,78792,78873,78281,78182,79351,77997,77970,77844,78308,78681,78580,78173,78371,78633,78754,78486,79848,78277,78002,77977,78494,94679,82576,77970,77676,77489,77453,77227,77168,77359,77306,77008,76991,77111,77254,77070,77407,77456,77857,77587,inf
4,84494,77802,79560,76787,76515,76611,77040,76877,77095,76919,76725,77073,76916,76924,77815,77086,76550,76883,77548,80479,77653,75721,76234,76168,76758,93506,78536,75462,75843,76043,76330,76140,76394,76241,76407,76208,76400,76985,76484,76774,76317,75514,75500,75284,75808,75440,75443,75344,75507,75869,94058,80757,77049,77622,77226,77590,78031,78043,77724,76975,76884,77091,76821,76683,76239,77009,76439,76220,76521,76456,76677,76178,76387,76389,76381,76672,76135,77060
5,96820,83512,81665,80872,80607,80243,80192,80154,80038,80283,80162,80359,80410,80436,80227,80114,79510,79348,79241,78775,78491,78962,80021,78782,79808,78402,77908,77765,77769,77686,77818,80140,80294,77943,77682,77687,77395,79609,77485,77590,77263,78591,77364,96106,82530,79155,78691,78517,78603,78730,80667,78231,79418,77860,80502,78094,77993,78145,78225,78289,77913,77661,77683,77664,77415,77445,77595,77855,77101,77208,77149,77100,77309,77327,78354,78676,inf,inf
8,94371,82361,81408,80331,79983,79743,79897,79725,79837,80018,79863,79882,79475,79210,80157,79267,78473,79862,79298,78727,78701,78276,78156,78156,78170,78125,77691,78053,78172,78504,77736,77751,80052,78873,78603,78553,77616,77698,79957,77701,77876,77467,78662,78563,77907,78309,96410,79875,76841,77078,77084,77724,77804,78359,78563,78125,77652,78005,78312,76980,76856,76592,76926,77720,78053,77618,77541,77731,77757,77377,77283,77648,77750,77592,77193,77088,81367,inf
9,92734,81007,80752,80117,79908,80012,79894,79938,79898,80285,79558,78992,79929,79600,79543,79529,79178,78763,78145,78105,78209,78471,78357,78296,78123,78057,77962,78021,78071,78071,77933,78381,77697,77687,77241,77827,77162,76216,76006,76261,76168,76295,76686,76792,98318,80652,77169,77480,76989,77277,78742,77971,77925,79684,78136,78194,77992,77981,78982,77989,77807,77766,77479,78137,77968,76464,76595,76979,76677,78384,80348,79235,78538,77245,77253,77198,79646,inf
11,97278,83717,81647,80925,81250,80762,83577,80249,80106,79943,79962,79941,79915,80536,80877,80731,80137,80711,82111,80242,79833,78211,78182,99720,81379,78544,78458,78512,78437,78738,78644,78507,78499,78253,78517,77942,78320,79270,78850,78110,77974,77884,77887,78037,77790,78276,78025,78243,77875,77850,77595,77483,77806,78672,80265,80531,96214,80316,80050,78416,78412,78049,78268,78165,78466,78073,78205,78339,80451,78275,78084,77953,77306,77183,77491,79518,inf,inf
13,86484,78831,79142,77662,77483,77087,77679,77421,77631,77451,77635,77545,77204,77297,77415,77501,78077,77021,76832,77022,79152,79863,76758,76551,77083,95505,80995,77679,78291,77566,77431,77519,77941,77636,77617,77900,77708,78491,76623,76598,76349,76331,76238,76243,76215,76188,76183,76214,76598,76486,77067,77471,77878,77675,99071,82722,77590,76816,76880,76763,78262,77277,77288,77167,77364,77634,77247,77655,77397,76862,77218,76957,77583,77421,77283,77479,77944,84100
14,96131,83263,81572,80886,80562,80132,80227,80351,80214,80257,80148,80656,80317,80469,80328,79952,79181,78848,79045,78728,78670,78399,78322,79544,79082,79513,78151,78103,77798,77792,77699,77781,77716,79151,77608,79799,78220,78293,77986,78061,78232,99631,80629,78305,79274,79797,78960,79468,80357,78978,79448,79135,79332,79776,80324,79051,80797,78561,78905,78688,78493,78551,78262,77902,78542,80262,77714,77605,77425,77201,77016,77099,77177,77712,76786,77257,inf,inf
