driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56
2,106614,97758,98182,98283,97435,97839,97441,97316,97357,96816,96616,96359,96452,96061,95776,95609,99925,118910,96539,96885,97175,97697,97131,97092,96955,97174,96908,96472,96583,96547,96015,95984,95839,95069,96178,100748,121176,96840,97111,96638,97136,98976,96647,96761,97367,96167,96652,96253,96360,95891,95402,95545,95513,95356,94717,inf
4,99609,96359,95563,95556,95509,95551,96121,95860,94972,94784,94582,94139,98588,118081,95634,95768,95559,95988,96374,95491,95753,95377,95216,94964,94535,95184,94461,94388,94352,94143,94097,93892,97755,118956,95641,95936,95983,95920,96213,95766,95537,95930,95761,95307,94920,94969,94586,94424,94084,93728,94245,93704,94600,94615,93625,96275
8,98610,96328,94875,95042,94789,95238,95010,94746,94134,93939,93769,98556,115710,94445,94360,94801,95002,94869,94603,94436,94334,94032,93573,93572,93388,93486,98974,112596,93205,93511,93255,93390,93575,93491,93409,99120,117623,94613,94475,94846,95776,94626,94893,94959,94311,94860,93804,93409,93334,93184,93133,93023,92876,92981,93269,93721
10,108406,98688,99213,98774,98108,99113,97776,97134,96809,96496,96477,96221,95812,99472,101185,121086,98067,97726,97713,97705,97401,97118,96815,96315,96482,96237,96411,97047,95456,95813,95778,95751,100439,122943,97828,99193,99636,97207,97333,97421,97547,96997,97922,96711,96810,96779,96391,96545,95907,96844,95477,101178,95389,94931,95705,inf
11,106902,97977,97082,97054,97012,97413,97944,97417,96406,95867,95799,95156,95486,95098,94933,94378,94002,100304,119234,95302,95382,95940,94992,95216,94936,95027,95093,94648,94578,94568,94099,94224,94109,93580,93729,93533,94660,98503,123110,95164,95099,95666,95724,95131,95514,95333,95137,94742,95535,95026,94406,94351,94656,94993,94867,95174
13,100243,96770,97964,97887,99094,98864,98018,95982,95015,99232,117560,95482,94754,95205,95419,95224,95498,95172,95209,95498,95477,95148,94841,94901,94423,98624,119519,95636,95375,95165,95052,94704,94294,94301,97555,93904,94046,94048,94838,95937,93871,93498,93483,98562,116185,94817,94810,94627,94787,95683,96102,96389,96201,98840,96512,96255
14,103078,96540,96630,97637,98210,98229,95272,94760,94397,94524,99338,116101,95778,96420,96448,96404,95583,96009,95372,95455,95325,94518,94340,94159,94060,93727,93896,97911,114350,94457,94510,94438,94527,94641,94592,94647,97447,109291,119005,94887,96000,94853,95237,95157,95412,95044,94489,94828,94775,94912,94533,94503,94794,98382,96907,96300
17,104473,97335,96998,97164,97421,98293,98036,96578,96446,95744,95385,95314,95412,95191,101274,119250,95991,96306,96220,96387,96739,96265,96261,96182,95870,95682,95465,95548,95729,95257,95467,94893,95143,95073,99229,119960,96005,96768,97588,97330,96540,96133,96174,96181,96311,96035,96374,96151,95975,95784,95781,95305,95660,95518,96937,inf
18,100734,96648,96832,94701,94719,95102,95329,94507,94122,93983,93728,93447,93429,97915,120028,95088,94955,95719,95216,94879,95035,94616,94499,94660,94299,94288,94238,93887,94642,93495,93230,93680,92935,93079,97351,119331,94672,94870,95068,95206,95246,95001,96288,95020,94917,94625,94283,94141,93985,94121,93713,93536,93230,93505,93505,94177
21,101363,96581,97359,97921,97600,95818,95465,95400,95334,94615,99824,116837,95630,96717,95986,96055,96335,95866,95177,95526,94996,94150,94718,94040,93520,93688,98314,115844,94843,94671,94692,94689,95159,94913,94401,94384,95520,94052,94260,93606,93522,98227,117534,95365,96173,95980,95701,95694,95952,95888,94947,94381,94369,94489,95180,98613
22,97981,95250,95250,95549,95051,95517,94818,94641,94141,93782,93501,98244,115880,94671,94424,95001,95211,94758,94543,94450,94361,93802,93629,93375,93112,93506,93561,92455,97908,113885,93608,93733,93864,93703,93392,93453,93214,93095,93150,93030,94030,97785,114159,94918,95273,95032,95049,94789,94538,94786,94439,93884,93820,93795,94425,95199
23,102257,96519,96915,97885,97752,96177,95483,95394,95170,94990,94697,94197,93925,93700,98774,118831,95319,95552,95212,96478,95257,95033,94877,94688,94325,94352,94092,94109,94173,94685,93546,93759,93584,97880,120187,95637,114231,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,113883,96789,99051,97002,96972,98138,95921,95690,96548,97117,96973,94396,95109,93660,106637,95169,95179,92627,92576,99294,117811,95056,96192,97395,95611,95119,94768,94883,95459,95069,94809,95347,94768,94772,124790,117192,96109,94175,93692,94499,94064,93828,93601,93547,93853,95064,100231,115013,93386,94006,93686,94174,93714,95660,92238,inf
