driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
14,131201,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
15,142487,130755,124421,122754,131629,120592,120038,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,125442,119613,119654,118070,119681,120803,118055,115810,114806,117047,117166,117234,116265,117239,116403,117646,116754,116958,117720,116843,115869,117221,115945,115740,116034,116122,115206,116786,115902,116397,117763,118895,117831,120870,139466,130235,122422,122246,122454,119924,117931,118635,116157,117736,116532,117098,118132,118260,117507,117096,117342,116631,116662,117173,117326,118155,118909,119156,117780,118758,119693,inf
22,128726,118289,118941,118618,118109,118093,114659,114393,114225,113495,114603,117059,115899,115510,115115,115930,115945,115964,118144,115785,114672,114007,115438,117697,115889,115581,115457,116315,114783,115180,115386,115934,115966,116129,117710,118005,120239,118910,137773,123591,117760,117146,117818,117309,115686,116141,115114,118175,116345,115107,115478,115997,117302,115708,116833,116382,116075,116725,116749,117756,116698,118492
23,127300,119344,118995,118646,119647,118433,116324,115092,113545,113430,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,118788,114747,115456,117040,114308,113346,114174,113908,113821,113788,114564,114641,115591,115334,115792,117865,115152,116905,115732,115765,114330,114518,113362,113491,113341,113315,116038,115966,115650,114285,115405,134049,120695,115026,115294,119240,116544,114837,115113,117053,114421,115533,113844,114831,115029,114561,115440,116104,115784,115190,115117,114325,124772,115420,115042,115265,117399,117508,117586,119409,120307,128498
35,135043,129574,153027,125962,120936,119104,118392,117542,116920,119659,118731,117905,115895,115218,123852,117749,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,133020,122155,118505,119913,117971,120396,116593,116495,116441,116261,117249,116604,115670,116124,115996,117116,116292,115309,116162,116141,116708,115971,115871,116148,115587,116553,115764,116418,115761,116768,117384,118686,118311,118066,116156,118552,136212,126160,120329,118191,116867,116470,116001,115979,116534,118966,117216,115622,115552,115956,116103,116136,117198,117820,117099,117353,117407,117368,117330,118618,118713,123739
49,127505,129446,125303,127011,143878,121788,118554,116833,117362,119652,115935,115538,119964,116685,130564,116522,117895,118402,114374,115672,115175,113504,114448,115701,117827,115985,115085,115710,115908,115500,117618,115404,116621,116415,122482,132598,136970,123817,119806,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
50,140261,131544,124654,119549,121959,119361,117508,118001,118013,118161,117278,117131,117315,116782,117709,117042,118011,116652,116457,117617,115589,115604,115045,115758,116362,117207,116778,117640,117816,119876,118039,117371,116887,127149,120690,123945,122387,121908,120730,120182,136157,127469,145431,121147,120967,121616,121490,119811,119621,118944,119694,121795,118929,119123,118396,118123,118623,119112,118664,117117,inf,inf
55,136327,130530,123532,119335,121361,119206,118081,116760,115451,116564,116919,117579,116335,116418,117267,116427,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
56,136849,130654,119749,119085,117052,116048,115424,116272,115900,116113,116305,118555,118052,116154,115587,116646,116236,116558,116389,116292,115780,116292,116253,115783,116349,115440,116461,116867,114981,115497,115608,115115,117768,118187,119073,116964,117485,117596,117138,116472,116432,115875,116378,116542,133717,120390,115506,114202,115085,115441,115111,115799,115894,117439,116496,116528,117172,117070,117667,117905,118064,122020
57,135786,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
63,139158,129233,120468,120232,119424,117774,116606,116262,117660,117960,118072,117295,116413,116771,116925,116859,117391,116908,115483,115772,116271,114968,115399,115059,115058,116013,116717,119432,117733,117040,116274,116402,116919,117930,120303,120096,120712,120246,119707,119111,118440,116697,116312,119648,120589,117728,117428,118226,117990,118094,117766,118480,117755,119444,118198,117733,119049,120476,119315,117441,117380,inf
65,129683,119925,117997,118859,118220,118983,118366,115840,116003,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
71,137648,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
75,145525,131181,125244,124207,120846,119899,118783,118007,119755,123222,119179,123105,117022,121200,122078,118845,123115,117014,116906,117283,118062,118959,117640,119395,118420,117480,118259,118565,117831,117804,117316,118433,120298,120171,123215,121038,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
76,142547,127847,122452,119432,124619,117455,117629,116243,116465,117484,116014,116649,117328,115777,116348,118279,117970,117482,116831,117009,115889,116452,115783,115766,116760,116866,115303,117356,116740,116506,116866,116100,117679,120333,120409,121124,122081,120051,117976,117789,119997,117889,117467,117138,136813,149455,121560,121396,117145,117990,117980,116896,117902,118334,118118,119157,118031,117228,146082,118230,122020,inf
77,138281,131361,122759,119616,123109,118058,117558,115841,116575,169875,129275,119009,119209,122309,121286,119566,117895,118425,118645,121356,117806,117034,117119,120546,120020,117935,120432,120559,118434,116860,118142,119352,120046,120635,122204,122686,122386,121707,120992,117360,120566,115890,116909,118123,117585,118051,118607,118492,117623,117896,118281,119384,121445,120185,119590,119216,118451,119326,118375,117903,inf,inf
78,149462,127499,126226,153245,162202,125818,271389,128042,118298,120520,118434,130547,119044,120002,121309,118191,117734,117077,116940,118477,120141,117006,118644,117811,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
79,144329,130962,125880,122720,121234,119559,117923,118076,118063,121567,118893,117925,119183,119209,121167,118976,122532,122472,121190,118744,119220,119044,116433,116101,117129,118226,120085,119335,117018,117393,119731,119394,120063,119191,122879,121394,119903,127075,125627,146491,133380,121983,122254,122946,123451,121229,121218,119978,119073,118930,120901,121781,120743,121161,128409,121362,121249,121078,119865,126285,inf,inf
