driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
11,122149,130548,127547,87447,87026,86802,86886,85588,85498,85460,85503,85324,85259,85042,84825,85283,85091,84897,84889,88441,121855,95290,114746,95360,87209,111782,136128,132112,87344,85561,85491,85061,84837,84617,84791,84678,84716,87804,117331,85755,85944,86199,88319,87715,86451,86286,85999,86155,88156,89648,86569,86499,86549,86159,86201,85859,87018,86565,86899,86148,87132,86235,87318,88499,88470,inf
12,109484,133930,128965,86012,93496,85444,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,98272,136272,133487,84387,83428,83079,82915,83169,83005,82833,82515,82636,82407,82352,82084,82033,82153,82078,85261,107965,83418,83765,99173,104990,143946,137962,138038,134940,84514,83283,82978,82803,82499,82635,82411,82494,82491,82598,82367,82208,81967,81861,82134,82598,81801,85166,105585,83270,83322,83795,83083,82997,83209,83232,83124,83151,83152,82845,82733,82902,82481,83078,82957,83285,83369,83338
14,115379,134154,126932,86457,86301,85833,85668,85520,85270,85289,84994,84879,84752,84700,84349,84382,84481,84487,84331,84406,85945,84524,142604,103309,96300,132832,137062,130984,86906,86166,85678,85160,85064,85325,84932,84858,84413,84523,84095,84018,83832,83997,83755,83549,83615,83676,85361,83766,83589,83791,83820,86999,109419,114011,114069,83827,82842,83703,86573,86190,85461,83820,83512,83721,85081,inf
15,108249,134467,129180,86054,85013,84596,83999,84353,83913,83916,83965,83954,83795,83676,83593,83594,83342,83225,83105,86421,108479,85093,142020,101920,94196,128561,136626,132548,86454,84929,84982,84005,83738,83656,83497,83520,83330,83337,83148,83133,82910,83328,82880,83267,82758,86878,112004,83966,83689,83768,83823,83690,87295,97918,83499,83651,83377,83256,83101,83313,82953,83163,83333,83506,83905,83673
17,107237,134039,130215,85762,84986,84200,84205,83994,83763,83810,83684,83682,83691,83535,83383,83316,83033,83083,82564,85758,109504,84585,141120,102517,93194,132401,136803,133440,86179,84585,84364,83848,83665,83365,83334,83222,83117,83162,82892,82902,82678,83227,82728,82939,82672,86047,107665,83397,84042,83702,83991,83785,83863,83941,83870,83742,83850,84040,83417,83780,83749,83429,83552,83392,83577,83775
18,113255,133601,127257,86664,86363,85621,85108,84932,84908,84863,84723,84637,84459,84510,84255,84401,84712,84466,84086,84129,83951,84474,143875,94613,100673,142548,136821,131543,87182,85972,85583,85125,85097,84832,85194,84566,84248,84705,84140,83731,83598,83937,83669,83852,83426,83251,83484,82892,83207,83089,83410,83168,83045,87126,105677,83011,82773,84565,84311,84328,83593,83396,83606,84066,83405,82353
19,120856,130925,127779,87374,87228,86864,89170,91826,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,115056,133299,127434,86565,86222,85857,85473,85564,85192,85240,84929,84773,84797,84486,84099,84328,84391,84739,84556,84367,84272,86083,140912,102284,95290,136146,136720,131826,87178,85720,85503,85143,85091,84616,84754,84440,84716,84703,83824,83439,83858,83983,83796,86907,109172,85576,84981,85261,85039,85427,84788,85070,84943,84749,86277,84767,84677,84923,84541,84861,85324,84800,86760,89169,85170,inf
22,111486,134085,127829,86797,85982,85143,84791,84868,84741,84775,84759,84390,84405,84308,84201,84067,84018,83900,83883,83934,83858,84247,91777,104091,143552,155507,132902,129121,87410,87208,86540,86007,86033,90116,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
