driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
2,89146,83231,82498,83248,82416,82829,82935,82673,82752,82989,83169,83351,81800,82221,82719,83121,83248,83647,86397,107861,81473,83419,82633,86846,83717,82367,82300,83115,82747,82452,82673,84589,83979,82196,84813,82639,82426,82627,82269,82461,82414,82647,82277,83500,87946,102316,82308,82356,82309,83318,82614,82321,84123,83278,83344,83230,82922,82883,83075,86244,98509,81115,81300,81654,82114,81959,82874,82639,82857,83314,83667,inf
14,82092,80617,80569,80641,80757,80358,80763,80671,80607,80929,81105,80999,80947,80802,80957,81020,81182,81465,81351,82049,81413,81170,80692,81746,84172,97210,80070,79479,79814,80750,80571,80918,81492,82248,81178,81379,82558,81593,81809,80855,82251,80240,80005,80218,80046,83359,98933,80133,79925,80185,80522,80626,80957,81290,82209,81110,81017,82419,80807,81145,80908,81038,81698,81626,81906,81843,82266,82628,83155,82942,83552,83581
15,85157,81420,81524,81157,81660,81717,81939,81713,81906,82017,82299,82164,82492,82560,81596,82449,82056,82321,82430,82445,85373,98297,82359,82275,81118,81071,81131,81298,81248,81901,81982,81760,81900,81607,81727,82142,81892,81650,81569,81817,82142,85518,100537,81919,81861,81891,82594,82601,81856,82212,82806,83895,82559,82408,82567,82527,82695,82426,82551,82284,82555,82470,82528,82257,82623,82453,82814,82658,83153,83094,83677,83873
18,87259,82227,82188,81869,81967,81941,82306,82691,82860,82485,82534,82470,81802,81151,81163,81389,81439,81564,81588,81589,81759,81486,84797,101100,81432,81494,81553,81743,82175,82072,82261,82357,82697,82364,82497,82614,82213,82091,84881,100204,81894,82227,81835,82048,82111,82660,82532,82840,83392,84124,83299,83891,82837,83298,82981,82938,84525,83336,83030,82643,82646,83199,83077,83038,83144,83082,84448,82902,84181,83044,83423,inf
21,89947,82883,82578,82002,82562,82901,82978,82651,82802,82981,83042,84852,82042,82043,82484,82938,83112,83582,86695,98501,82240,81330,81227,81668,81735,81740,81834,81212,81896,81879,81970,81977,81784,81853,81501,81895,81484,81547,81992,83412,82041,81796,86704,101054,80958,81674,81822,81695,82003,82232,81979,82324,82345,83947,83305,82054,82141,82337,82728,82768,82794,82837,83177,84163,84241,82278,83040,82897,83453,84246,83704,inf
22,81556,80481,80484,80411,80535,80579,80819,80513,80734,81141,80928,81007,81073,80793,80739,81227,81330,81443,81290,81843,81772,82860,81880,81643,84611,98492,80225,80492,80383,80835,81268,81769,80914,80790,80937,81131,81008,81128,80973,81704,81479,81120,81025,83475,108019,80796,81190,80896,80815,80976,81409,81031,81267,81184,81886,81604,81332,81632,82336,82547,82515,82442,82108,82601,82907,83419,83160,83353,83519,83538,84121,84504
23,84593,82017,80908,81244,81464,81674,81920,81700,82092,81933,82018,82452,82216,82161,82071,82436,82020,82417,82383,82548,82186,85473,100837,81700,81614,81697,81568,81565,82622,81798,82346,82425,82695,82413,82294,82708,82223,81822,81648,82005,81536,81345,81478,81401,81576,81290,85011,99671,81172,80978,82134,81845,81042,81343,81543,81415,81962,81606,81584,81612,81947,81284,82579,82235,82265,81917,82212,82231,83200,84075,83324,84800
25,91707,83793,83156,83089,83046,82613,84033,83493,83503,83423,82981,83383,83871,83223,83207,83581,83327,83259,83321,86610,101006,82617,84231,84335,82933,82899,82481,82748,85344,84285,84282,83452,83189,83164,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,80120,80117,79765,79656,80256,80450,80621,80495,80378,80332,80944,80784,80786,80791,81034,80766,80682,81571,81605,81522,81525,81063,81105,84269,100052,80286,80412,80821,80885,81313,81205,81697,81580,81967,81267,81553,82450,81580,81943,82444,81634,81192,84086,97429,80680,80622,81322,81447,81060,80973,81504,81439,81257,81468,81570,82108,82901,81992,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,83579,81206,80857,81148,81130,81481,81638,81289,81930,81654,81748,82167,82008,81836,82090,81771,82159,82603,82273,82022,82311,86009,99607,80996,81185,81478,81148,81502,81679,81866,81909,81766,82521,81985,81768,82215,81938,81794,81572,81778,82148,81881,85828,101572,81721,81518,81790,81972,82343,82003,81809,81944,81787,82105,82177,81850,82016,81838,82153,81946,81893,81820,82971,82247,81885,82261,82054,82325,82244,82619,83611,84913
