driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
1,109088,93740,91600,91067,92129,90469,89488,90302,90889,92418,115549,98029,92372,91749,90771,90751,90984,95580,101892,105445,98683,153309,152352,136183,96863,92198,91291,90377,90077,89912,89743,90027,89560,89723,89474,89894,89422,89104,89020,90261,89824,89484,107494,95135,89444,90224,90528,90147,91175,90082,89611,89722,89599,91129,90149,107829,134442,150895
2,157754,97640,91697,91867,92234,92036,91659,91801,93491,93063,92439,91452,91523,91408,91232,91112,91209,125300,121930,108094,108456,95396,121351,135301,97154,93808,93104,92280,92356,91390,91188,92289,91734,90967,90959,90756,90685,90269,89941,90031,89982,89950,89748,107500,94324,89421,88968,88283,88373,88697,89476,91178,91204,91444,91730,112621,128962,132652
3,102659,92091,91148,89660,89468,89643,90181,91501,92315,90219,93984,91984,88519,88428,88553,120177,97629,93148,103569,102455,105705,155699,151994,141534,98511,91336,91444,90439,90328,90032,89822,89350,89152,89059,89294,89878,89801,89737,89748,90112,90626,88957,88728,106312,95294,89168,88506,87706,88803,90277,91532,91400,94441,96161,93169,123117,116092,150911
4,109367,94983,92175,93114,91831,91556,91683,91290,91083,91569,90944,90522,90503,90914,90718,90863,90746,92498,131126,111011,95702,153045,152290,135567,97840,91912,91215,90771,90595,90132,89646,89993,89684,89466,89714,89539,89778,89744,90436,91106,90373,90751,90230,90181,90160,90003,90115,89933,89695,89451,107303,96483,88712,88724,89171,124117,118145,150445
6,104899,92734,92684,90952,90152,89923,90057,90173,90965,92313,90804,91343,90955,91152,90596,90558,90718,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
7,108449,94838,92533,93542,92565,93294,90891,91645,112298,100160,92657,91903,91270,91029,92971,91456,90464,95025,105196,101744,119817,125470,152290,135614,98021,94568,92765,92428,91881,91511,91284,92876,91551,91144,90761,90944,92845,91620,90882,90493,90883,91477,91305,90529,90324,90807,90037,90553,90067,89823,89896,91328,91648,91565,92092,113649,128904,134500
8,101712,91442,91560,89507,89529,90237,90547,91548,92420,116181,97097,91544,90920,90489,90022,90293,90725,93746,103919,102903,105975,155474,152090,141644,94740,91718,90312,89278,89468,89665,89101,88814,88934,88824,88488,88722,88870,88555,106769,96471,89996,89453,129183,96010,88669,90025,90045,89326,90129,90615,91670,95432,94204,97601,116690,inf,inf,inf
9,101250,91450,90779,89659,89530,89854,90156,90994,91634,92751,94518,111650,94907,90294,90002,89900,89941,92356,99245,113022,107508,155096,152074,142426,94262,91378,90551,89371,89489,89182,88976,88493,88169,87989,88268,87988,88494,88475,105984,94943,89567,89760,89427,88842,88966,88961,89218,89305,89186,89566,89832,89297,89306,89427,90170,inf,inf,inf
10,110013,94595,92289,93691,91784,91278,91640,91190,91218,91589,91008,90452,90487,90828,90767,90740,90808,112574,108911,106570,98660,153569,152406,137218,99219,92187,90994,90733,90759,90264,89535,89849,89717,89694,89405,89706,89691,89852,90204,94462,90290,89268,89654,89118,90208,89832,89983,90421,89832,105619,94846,89466,88416,89179,89330,124187,119004,151010
12,106565,93814,93280,91407,92127,91900,91121,91001,91128,91351,91748,90838,90743,91139,90706,90913,90502,92812,120323,106601,104163,155582,152542,140068,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,100201,91642,90122,89532,89412,89720,90134,90918,92283,93750,112120,95625,90473,90002,90104,90845,90310,92623,99129,112765,108109,155808,151699,142712,93747,91513,90262,89872,89559,89141,110326,96476,90358,90030,89977,89997,89813,89970,90043,90125,89949,90374,89944,93153,90439,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
15,109525,94164,92445,92789,91999,91589,91559,91294,91175,107769,95416,90149,89633,89874,89450,89219,90781,93578,104251,104670,104123,155677,152314,139328,94312,91634,90521,89192,89367,89611,88998,89011,108157,94834,89581,90271,90510,90458,90186,89811,90029,90074,90286,90493,92044,90753,90387,90458,90899,88916,88927,89003,90747,90801,90119,111112,132172,150943
16,158132,98550,91722,91430,91938,92133,91712,93188,92910,92037,93072,91314,91093,91312,91416,90953,91191,94958,105582,124958,135399,116121,104074,134294,94676,94218,91088,91277,90220,88987,89705,89990,91583,116262,97812,90496,90271,89901,89849,89760,89562,89156,88943,89441,89222,89506,89722,89527,89662,89736,90043,90251,91617,91560,92021,114029,130096,132441
17,184966,109274,99890,93096,92341,91841,91952,92116,92155,92009,91864,94537,92058,94415,91760,91458,97251,103969,106644,98215,124684,95439,96307,131955,96897,93794,92997,92486,92179,91540,91244,92028,92038,91080,110969,95428,88890,88508,89452,89445,90092,91133,91728,97974,92061,92231,92340,92184,91938,91743,93267,100493,93707,92895,101577,159077,152586,inf
18,95652,90612,89848,89223,88787,88513,88246,88248,88624,88332,88439,88676,88565,88336,88490,88753,88020,88122,115095,113246,126421,185713,151122,143406,92859,90521,90005,89181,88554,88320,88310,88524,88358,88347,88562,88300,88675,88438,88480,88700,88738,88785,88859,89358,89048,89082,112089,93783,89395,89576,89296,89868,89497,89807,89636,97817,175654,152873
20,99647,91173,89752,88999,88849,88424,88235,88140,88331,88970,88862,88387,88260,88457,88279,110990,95628,90580,94856,144788,106868,158375,151909,142185,93553,91452,90116,89431,89242,89120,88686,88819,88875,88604,88528,88173,88557,88459,88369,88448,88852,89082,89102,88976,106765,94308,89862,89555,89628,89507,89225,90154,89721,90237,91092,160783,inf,inf
21,108102,93676,93729,93055,91824,91454,91510,91106,91040,91255,91320,91178,90752,90736,90994,90898,90720,92189,138719,107532,99568,146920,151953,135656,98153,93790,91260,91296,92507,91057,90794,90323,90473,90999,90713,90520,90439,90236,90122,89996,89956,90230,90362,90444,92047,90699,90373,90521,109487,94575,89005,90148,90460,91108,91235,113201,128822,131921
22,103773,91887,91130,90070,89935,89669,89642,90696,92295,93108,90996,92568,91416,91066,90449,90550,90844,123280,111176,105244,99682,153536,152252,138436,94416,91606,90550,90007,90132,89524,89166,89584,89168,89620,89494,89544,89829,90243,90046,89899,89656,89476,89066,89102,89660,92454,90050,89788,89491,89502,108951,94405,91725,89486,89587,104670,141430,151564
67,107250,93621,93338,93065,91349,91389,91155,91047,90835,91252,91784,91070,90735,90839,90941,90905,90901,111643,110646,105188,97367,155605,152332,139167,96262,91897,91520,90631,90073,89977,89299,89512,89257,89230,89357,90002,89618,89758,89914,89991,108725,94900,89301,92442,90586,90180,90271,90397,90582,91038,94441,92524,93028,93282,92897,110707,116307,150458
