driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
1,102530,94631,92640,92050,91548,90969,91108,91071,91858,91099,91079,90757,91140,90594,90097,90669,90454,90239,90031,89652,90639,90411,89713,89306,89126,89261,88917,88857,89231,89691,89113,89313,115461,92119,90671,92075,90759,89835,89749,89327,89474,89337,89317,89302,89180,89359,88944,89004,89023,88952,88966,88806,88562,89219,89426,89443,89640,91558
2,100684,94418,92295,91682,91339,90715,90772,90744,90768,90476,90332,90096,90182,90207,89773,90695,89823,89794,89852,90218,89829,90057,89851,89781,89488,89850,89328,89586,109438,89358,89103,89099,89321,89359,89082,88894,89205,89180,88786,88475,88725,88670,88214,88372,88636,107879,88537,88269,88790,88608,89193,89163,89243,88971,89174,88975,88807,89014
3,96847,91711,90687,90064,89423,89599,89315,89153,89396,88960,88862,88975,89085,88910,88450,88663,88501,88671,112056,89725,89743,89398,89829,89364,89135,89272,88805,89010,89013,88890,88795,88730,88639,88775,88666,88222,88256,88312,88507,88563,110212,89015,88590,89224,89215,89123,89052,88696,88719,88968,88695,88808,88455,88798,88735,88814,88844,89447
4,98107,92271,90737,90417,89961,90241,89663,89463,89514,89336,88922,88890,88918,89273,112335,90435,90230,90015,89822,90011,90091,90071,90133,90254,89851,89893,89806,89598,90229,89494,89625,89656,89184,89505,89025,88943,88844,88838,88640,109639,88772,89708,88682,89006,89056,89493,89939,89679,90051,89425,89388,89308,89174,89304,89162,88595,88389,90257
5,99976,92684,92076,91020,90646,90618,91776,91403,90085,90087,90101,90158,90071,89686,89649,89841,89860,90411,90146,112911,90555,91179,90537,90450,89875,90168,89973,89931,89752,89742,89772,89837,89685,89786,89390,89368,89492,90664,89453,89892,89174,89627,109745,91255,90183,89730,91068,89495,89282,90053,90427,90308,89646,89409,89332,89462,92983,inf
6,99575,92519,91607,91218,90539,90562,90381,90059,90076,90020,89793,90028,89942,89947,89649,89983,89505,89290,89159,89151,89044,89086,89050,88677,88520,88828,110064,89708,89266,89336,89252,89181,89041,89145,89114,88728,88777,88714,88681,88862,88734,88568,88738,128919,89327,89360,89307,89236,88961,88823,89006,88778,88372,88534,88272,88155,88069,87988
7,103840,95350,93719,93933,92408,92242,91709,92043,91920,91463,91104,91373,91304,91203,91050,90953,90601,90451,90302,90415,91476,90768,90140,90394,90661,91365,89758,89528,89569,89704,89873,90655,113993,90706,90368,92211,90498,90500,91389,90241,90085,89929,90070,92420,90573,90025,89433,89946,89669,89583,89620,89176,89022,89222,89336,89207,89975,inf
8,99045,92254,91433,90747,90030,90380,90150,89698,89920,89675,90314,89634,89676,89058,88958,88831,89149,89636,114638,90340,91133,91240,90528,89978,89839,89812,89701,89737,89351,89243,89152,88976,89093,88881,88789,88604,88681,88843,88293,88539,88713,88198,88211,88697,108277,88890,88771,88498,89083,89538,88227,88722,88432,88084,88368,88269,88076,88061
9,98415,92375,91267,90653,89995,90216,90140,89909,90160,89620,89526,89256,89448,89375,89116,89380,89265,89027,88944,89176,112574,90193,90198,89960,89715,89886,89991,89834,89543,89578,89532,89452,89437,89336,89076,88840,88884,88742,88718,88568,88949,88973,88864,89254,108095,88410,88490,88831,88789,88547,88529,88448,88334,88308,88404,88220,88322,88008
10,101828,92931,91120,91344,90818,90607,90906,91888,90353,90158,90485,90112,89692,89667,89288,89722,89817,90174,90055,88942,89411,89450,89740,89531,89035,88422,88476,88612,88798,89341,109461,89178,89835,88977,88519,88504,88632,88977,88547,88421,88161,88544,88411,88790,88528,88692,89501,107437,88748,88777,88392,88509,88464,88141,88718,87883,88246,88091
12,102327,94319,92445,91922,91487,91180,91137,90966,90772,92024,90663,90704,91024,90283,90078,90196,89960,89976,89747,90136,89474,89481,89630,89994,90047,89526,89636,89662,90082,89750,89997,111701,92735,89427,89276,89187,89090,89506,88754,88735,89921,88926,88430,88434,88340,88612,88910,125482,89115,90766,90643,88950,89065,89072,88853,91182,88612,inf
13,97388,91750,90804,90649,89666,89609,89471,89141,89276,89247,89291,88992,88923,88898,88480,88718,89049,113199,90527,90462,90347,89818,89853,89850,89622,89555,89269,89452,88902,89061,88784,89308,88858,88871,88474,88329,88673,88627,88356,88387,88176,88418,109756,89241,88819,89078,88872,88888,88992,88827,88722,88862,88540,88767,89005,88409,88733,88803
