driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
48,97258,84283,83351,83989,82794,82599,82258,82348,82575,84448,82937,83246,83871,85460,83707,83033,82561,83319,82462,82248,82001,82670,84622,82165,81816,82282,82067,82466,82464,82144,82145,86932,83198,91150,109909,82458,82984,82108,82675,83251,89042,83549,83403,85272,82473,82111,82482,82627,84855,93078,114769,82587,83719,82318,85789,82121,82236,83136,82003,81731,81962,81902,82008,82681,82298,82849,82375,82952,83534,inf,inf,inf
49,90717,82097,81777,81351,81479,81056,80949,80793,80997,81594,81823,81319,81191,80799,80882,81005,80863,80813,82046,80847,81542,81194,81512,82111,81214,81241,80554,80979,81545,80983,80735,80916,80862,80663,80517,80688,81175,81380,80327,79606,79813,79729,80027,80445,87897,102609,80107,79774,79939,81358,80130,79744,80101,79304,79659,79715,79653,79339,79839,79897,79009,79413,79559,79875,79277,79458,79377,79609,79312,79067,79700,inf
55,94007,88838,82442,81368,80312,80499,80456,80150,80397,81717,80489,80516,81006,80486,80196,79532,79510,79800,80300,80662,79734,79697,79489,79039,78897,86321,119171,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
56,88769,81606,80966,81340,80914,80544,80780,80125,80703,80623,80771,80758,80509,80368,80725,80724,80505,80566,81015,80849,80550,80768,80653,80383,80270,80263,81274,81361,80947,80958,80469,80448,83848,81838,82379,81748,80466,81568,80509,87067,106282,80427,81050,80385,80318,80354,80361,80639,81974,80306,79957,79994,79994,80196,87168,104237,79833,79067,79271,79015,79042,78901,78816,78863,79089,79369,79361,79561,79467,79483,79396,inf
57,85478,80004,79504,86071,79600,79862,79620,79647,79709,79945,79857,79749,79743,80185,79647,80155,80095,79460,79989,79858,79598,79883,79955,79561,80056,79415,79570,79129,79304,80212,80547,80260,78880,79149,79404,79398,79215,79168,79248,79222,78457,86263,102307,81062,79228,80206,78732,79011,78997,79076,79006,79222,79131,79434,79347,80267,78861,79317,78964,78999,78827,79024,78821,78853,78658,78805,78589,79901,78849,78448,79376,80395
64,95001,83842,82837,81915,82080,81806,82795,81670,85713,82563,82041,82003,81804,81987,81961,81857,81448,81957,82857,81098,81570,81273,81410,81109,81159,81638,81748,81426,81176,80833,81398,82335,81936,82095,82134,83302,81169,81911,81353,81448,81750,83921,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,92796,82285,82028,82563,81866,81430,82016,81183,81193,82125,80430,80927,80805,80324,225908,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
68,97615,84601,82935,84044,82974,82673,85525,82552,82978,83952,82898,83054,82687,83139,84823,83050,83302,83607,83265,83131,84075,84949,83727,84285,83319,82956,83917,82258,83220,81913,82266,82704,83306,81841,81890,82075,81598,84099,82821,82700,89889,109304,83431,86522,82689,82589,82296,82137,82555,82292,82123,82112,82404,83048,82303,81969,81809,82002,81934,82486,81666,82536,81962,81680,82544,83139,81858,83305,82764,inf,inf,inf
70,95835,84207,82584,82243,82023,82573,82239,81473,82160,83087,89341,109210,82971,84778,88247,83231,83338,84415,83730,83257,83935,82975,85302,82675,83619,82869,82749,82669,82294,82315,82310,82833,82837,82399,82067,81911,82547,82827,81765,82372,81786,91595,152843,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
71,91829,82547,82022,82278,81938,81653,81442,81215,81140,111032,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
72,95323,88246,83670,83019,83173,82676,83405,81676,82285,82826,82866,83026,81990,81986,81934,81847,81625,81904,82178,81225,81970,81962,81575,81888,81547,81828,81910,81870,82482,84213,82020,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
