driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
1,114996,110935,109938,109172,109674,108700,108638,108423,108773,108448,108731,108521,108851,109017,108786,108908,109395,108915,109033,113781,139139,173455,167353,163903,164152,113878,110864,110040,109680,109314,108709,109109,108918,108843,108609,108345,108750,108512,109039,108821,108543,108619,108538,108574,108767,112878,130682,110548,109438,109364,109233,109557,109413,109989,109572,109140,109424,109568,111275,110092,112055
2.0,134462.0,114450.0,114816.0,113077.0,112824.0,114000.0,113648.0,113792.0,112294.0,113540.0,113684.0,114138.0,116841.0,114818.0,112993.0,115721.0,112438.0,111346.0,112027.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
3,115990,111379,110087,109576,109187,109157,108900,108696,108352,108648,108887,108621,108845,109523,108928,108695,108959,112690,135086,109506,115986,170380,168312,161923,163872,113885,114966,121718,112581,112119,111817,112714,111312,114749,131966,108848,108802,111443,109098,109502,109724,109996,110521,111107,112172,110772,110539,110406,110427,109949,110444,110362,109964,110147,110573,110893,110369,110036,110382,110415,111211
4,121430,112624,111297,111003,110472,110889,110016,109702,109456,109698,109486,109558,109655,109874,109756,110206,109944,109675,109375,109782,121263,176075,166980,162077,161346,115094,112450,111562,110628,110129,109425,109315,109378,109463,109333,109902,109237,109195,109191,109273,109593,109867,109505,109469,109577,110586,109930,109542,109118,113659,127236,108549,108240,109225,110087,109504,109921,109893,110712,111251,112283
5,124034,113940,112000,112031,110431,110523,110815,111082,110117,110158,110113,110094,110268,110172,110357,109780,110064,109514,109986,110365,120910,166429,167849,160703,161180,115645,112620,112168,112319,110955,110383,109677,109749,109785,109404,109283,109499,109638,110029,109752,109490,109701,109413,111164,111100,114960,132561,110195,109622,109383,112198,110254,109521,109762,110160,109788,109769,110054,110146,110128,109304
6,125085,114757,112703,111715,111205,110919,111283,111587,110474,110729,110190,110182,110576,110155,110275,110067,109711,109937,110035,110543,124318,160923,167909,160558,158875,115901,113617,112426,112203,111906,111471,110661,110717,109921,110239,110471,110107,109854,110329,110007,110599,110683,110091,109911,109371,114011,131642,109707,109735,109833,109669,110526,111191,111182,111459,110671,111110,111729,111459,111570,111701
8,126746,115210,113134,112655,112152,112125,111463,111380,110744,111282,111412,110984,111317,110694,110512,110337,110790,110805,110712,113590,128704,141807,167843,160042,159136,115898,114057,112967,112302,111699,111577,111354,110455,110368,111277,110736,110381,110118,110763,110333,110478,110706,110246,112567,110737,110165,109768,109934,109959,109536,109262,115463,127750,108391,110060,110694,111284,111343,111559,113552,111914
9,123240,113436,111261,110935,110964,110941,111142,110545,110199,110192,110167,110342,110443,109958,109891,109778,109790,109889,110498,114731,145535,142417,167967,160508,159135,116158,113327,112396,112158,111716,111077,110380,110255,109903,109914,110283,110372,110687,110452,110317,110929,114866,128161,108847,109138,109111,110805,110977,110872,110636,110583,111186,111246,111337,111158,110600,111368,111296,111580,111831,111565
10,120460,112344,111138,110225,109654,109795,109577,109628,109662,109099,109543,109850,109216,109831,109263,109368,108841,108785,114640,134687,120357,153957,167085,161714,162541,114861,111824,111130,110029,109841,109338,108777,108684,108396,108823,109232,109283,109383,109118,109158,109820,108497,109108,109027,113198,129083,110410,109079,109319,109184,109481,109309,109111,109196,108946,109113,109993,110424,110319,110778,113439
15,129145,116984,114955,113657,113405,114467,113635,113055,112948,113595,113860,113869,117143,114072,112933,113122,112699,114488,111585,113366,139182,134110,122784,159965,157812,115722,114007,113666,112455,112231,111786,112668,111214,111056,111640,111363,111144,110766,110425,110861,110422,110868,110607,110330,109794,110050,113380,111670,109864,110427,114522,128749,109487,108816,110631,110962,110483,111259,111974,112366,114845
