driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
16.0,127928.0,115350.0,115066.0,113484.0,113370.0,113813.0,113528.0,113577.0,113565.0,113972.0,114043.0,114086.0,114953.0,114223.0,112623.0,113515.0,113620.0,113784.0,113971.0,129833.0,196823.0,167844.0,163723.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
17.0,119344.0,111403.0,110413.0,110155.0,109835.0,117527.0,110707.0,109677.0,109454.0,109930.0,109332.0,109547.0,109761.0,110067.0,109789.0,109770.0,109701.0,114283.0,136590.0,111720.0,123882.0,141775.0,167933.0,161090.0,159837.0,115915.0,113251.0,112389.0,112181.0,111450.0,110860.0,110391.0,110265.0,109348.0,109319.0,109533.0,110140.0,110117.0,110868.0,111143.0,112270.0,110891.0,110049.0,115053.0,138684.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
18,124600,114452,112385,111693,111213,110420,110852,110766,110608,109970,109984,110137,109843,110409,109981,110078,110153,109623,110160,109922,120097,166513,167921,160765,160652,115813,112952,112143,112553,110857,110687,109934,109779,109651,109703,109111,109414,109469,109786,109942,110280,109658,109233,110278,110917,110777,108798,108743,108521,108607,112414,128440,109066,108369,108809,109812,110203,111415,112070,113343,111608
20,116763,111933,110220,109689,109122,109127,109085,108652,109153,108398,108943,108748,108686,109103,109186,108537,113280,130670,111698,110264,118456,168644,167250,161981,162891,114327,111192,109496,109486,109341,108952,108697,108957,108922,108569,108428,108413,109096,112975,130709,109724,110498,114624,118390,109608,109539,110296,110028,108826,108852,109398,111063,109491,109181,109085,108830,109457,109976,110638,110505,110550
21,128564,116052,115093,113659,113503,114560,112506,113043,113347,113945,113979,114158,117019,113159,112630,113239,113401,119042,132228,114751,132846,124463,116955,158012,158461,116718,114247,113750,113620,112435,112194,111666,111609,111445,111422,111452,111328,113087,111314,110779,111033,111115,113243,111309,111151,115028,129404,110187,109417,109923,110646,110275,110215,110743,111002,111485,111540,109435,110044,111273,112078
22,122425,112854,111336,111311,110412,111409,111035,110098,109570,110265,109536,109883,109741,109520,109370,110154,109398,109516,114741,133706,119542,146500,168068,160837,161016,115244,112469,112510,112248,110350,110014,109932,109718,109557,109263,109338,109447,109288,109274,109561,109591,109418,109506,109892,110954,114312,135356,109496,109053,108598,109073,111885,110328,110145,109895,110058,110177,110315,110257,109512,109918
24,129746,115235,115232,113691,113438,114581,113583,112997,113074,113574,113771,114117,116991,114006,112916,113052,112878,119120,136395,115148,129049,123881,118644,155662,158349,117215,113967,113605,113682,112602,112294,112104,111659,111573,111487,111244,111504,112332,111913,111710,110994,110987,112312,111941,110984,115374,130588,109852,110445,110233,110442,110846,113605,111669,110673,111168,110980,111156,111426,111844,114299
153.0,127426.0,115559.0,114513.0,113723.0,113384.0,113846.0,113458.0,113383.0,113719.0,114096.0,113976.0,113976.0,114873.0,113890.0,113220.0,113364.0,113790.0,113810.0,113788.0,114144.0,139494.0,149311.0,132368.0,139214.0,158004.0,116744.0,114882.0,114009.0,113837.0,112557.0,112573.0,112483.0,113685.0,112907.0,113449.0,113289.0,112984.0,115760.0,113546.0,112944.0,112794.0,112870.0,112763.0,113018.0,112933.0,121561.0,143651.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
154.0,130396.0,117192.0,133459.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
67.0,126165.0,114417.0,113177.0,112504.0,111758.0,111962.0,111299.0,111429.0,111105.0,111370.0,114494.0,112247.0,111909.0,111692.0,111657.0,111982.0,110636.0,110895.0,111609.0,111545.0,129042.0,139627.0,165054.0,159649.0,158757.0,116116.0,113774.0,113648.0,112330.0,112119.0,111596.0,111572.0,111320.0,111534.0,111323.0,111507.0,110994.0,115478.0,156186.0,136293.0,111912.0,113239.0,113820.0,110749.0,111626.0,116317.0,119561.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
