driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73
33,106314,122807,124275,116158,118341,105472,87977,109367,82036,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3,104228,122743,123758,117146,118290,106498,75980,75856,75650,75710,76058,75573,75936,76284,76004,76085,75778,75496,75190,75598,75490,76079,75483,75767,75279,75492,75284,75414,75213,75147,75675,75513,75266,75396,75099,75251,75059,74918,75180,75108,74889,74707,97693,78894,74802,75661,75244,77552,76481,76133,76066,75729,76690,77666,75874,77398,75474,76555,75362,76806,75575,75167,75195,75041,75164,75030,74842,74846,76651,75225,74866,74895,inf
4,97706,124765,122371,116997,118894,109568,74440,74324,74421,74663,74424,74281,74834,74649,75744,74609,74300,73936,74355,74251,74007,74031,74472,73940,73844,73557,73468,73333,73479,73444,91606,79091,73825,73832,74087,74061,73844,73919,74023,74013,74523,74103,73960,74117,74049,74143,73779,74079,74075,74685,74077,74080,74850,74658,95489,78970,73953,74193,74099,73975,74217,73731,73897,74019,73455,74150,74132,73886,73587,74040,73750,73316,74164
35,102421,122764,123449,117418,118884,106949,75994,74839,74211,74309,74215,74742,74467,74473,74573,74918,74347,74404,73934,74522,73938,74369,74421,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
11,108516,124006,122825,116388,118242,103802,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,94011,124875,121638,119191,118387,110022,74425,73325,73392,74250,73877,73918,73800,73926,73733,73628,73597,73391,73517,73500,73394,73257,73648,73336,73325,72961,73144,73253,72954,93742,79352,73514,73080,73302,73742,73797,73623,73649,73411,73524,73824,73529,73501,73605,73538,73593,73493,73709,73412,73334,74283,93908,77955,73879,73339,74195,74062,74305,74600,74129,74256,74303,74166,74313,74332,74183,74596,74421,74240,74083,74227,74954,76505
14,107805,122019,124376,116235,118547,104393,76776,75975,76355,75828,76529,75708,75951,75903,75701,75843,75610,75569,75537,75647,75465,76115,76003,75583,75199,75384,75333,75518,75229,75273,75296,75115,74730,75036,75495,74897,74921,74867,75076,75015,75264,74809,75005,75642,75305,75232,95834,80224,74835,76428,75220,75342,75361,75464,75494,76070,74924,74990,74861,74976,75201,75259,75221,74822,75077,75214,76700,75330,75243,74947,75844,77014,inf
15,111507,123850,123704,116747,118343,100050,76087,75832,74742,74984,74224,74345,74432,74517,73999,74408,74335,74216,73912,74216,74230,74342,74247,74365,73994,74103,73661,73811,73974,74402,74537,74238,73723,73619,73947,73775,73269,73397,95381,78249,74034,73858,73996,74248,74261,74341,74175,74555,74298,74484,74251,74405,74229,75033,74778,74500,74640,74112,74114,74355,74258,74499,74474,74795,74141,73848,74265,73909,73909,74440,74457,74918,76509
18,116341,124692,133839,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,99929,123435,123148,116952,118146,108847,74503,74361,74393,74706,74571,74170,74992,74480,74776,74019,73807,73444,73789,73384,73155,73575,74029,73299,73447,73306,73333,73131,91473,78750,73712,73601,73716,73787,74160,73716,73470,73669,73742,75020,73798,73535,73562,73725,73338,73931,73379,73844,75383,74154,73829,73445,91441,79055,73890,73913,74212,74006,74119,74281,74145,74155,74120,74267,73936,74148,74320,74314,74435,74086,74040,74307,74738
22,100529,123306,123926,116679,119012,107632,75056,74218,74524,74631,74917,74545,74401,74582,74708,74678,74435,74310,74080,74083,74067,74098,74123,94076,78555,74133,74076,73836,73887,74379,75096,74588,74225,74131,74199,74127,73675,74098,73931,74436,74172,73670,73800,73922,73964,73808,73611,73999,93145,78817,73614,73877,73956,74469,74360,74443,74314,74749,74646,74159,74065,74145,74296,74335,73937,74243,74291,74279,74099,74319,74206,73822,74195
23,103353,122844,123621,117301,118438,106487,74421,74458,74534,74643,74670,74582,74575,74769,74678,74646,74549,74307,74052,74282,74006,74188,74165,74229,73858,73650,73583,73638,73225,92683,78165,73678,73646,73658,74100,74241,73752,73894,73964,73989,74282,73676,74149,74287,73938,74188,73578,74143,73951,74270,74377,74281,92773,77871,73551,73733,74008,73642,73718,73819,76118,74244,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
24,109447,124070,123602,116380,119190,101358,76641,76481,75784,75882,76578,75834,75943,75762,75970,75606,75493,75643,75545,75389,75649,75902,76075,75708,75274,75322,75198,75484,75627,75035,75756,74936,74754,74851,75226,75399,74729,74850,97346,79816,74286,74428,75028,74927,74983,75362,75598,77436,75993,75866,76436,76164,76233,77416,75429,75946,75124,75094,75230,76300,75179,75286,76384,75033,75030,75242,74600,74370,74688,74911,74740,77082,inf
