driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
2,113352,146069,91467,89360,88925,88525,88337,88060,88076,89144,88578,88567,88535,88296,88249,88434,88262,87924,87844,87819,88053,87618,87970,87781,87637,88360,87221,87861,108307,87208,87762,87984,88412,88005,88570,87576,87327,87173,87665,87863,87058,87007,86895,87547,87342,87226,87574,86972,87542,87715,87830,105660,85996,86138,86357,86815,86511,86476,86400,86586,86798,inf
3,109882,148442,90301,88938,88230,88144,88199,87912,87805,87707,87697,87392,87501,87438,87027,87430,87936,87347,87541,87356,87651,86989,87495,87269,87130,87064,88207,110359,86625,86418,87484,87408,88534,87755,87959,87701,87721,87366,87095,87318,87147,87043,86531,86707,86845,86531,87354,87769,106702,87024,87318,87417,87206,87177,86847,87035,86899,86607,86959,86992,87250,87028
4,101292,149034,88081,87207,86795,86644,86512,86297,86272,85957,85865,85782,85925,86118,86463,85779,86482,86216,86353,85108,85212,85009,84569,84946,85915,106683,84962,85257,85449,85542,85738,85542,85638,85599,87078,88740,88073,87568,87767,87687,87375,104094,86658,86096,86586,86525,86769,87551,86558,86508,86702,86647,86196,86523,86126,86354,86015,86385,87736,85914,85435,86673
8,107425,147855,89540,88096,87868,87681,87085,86737,87262,86848,86726,86404,86310,86581,86391,86240,86278,86354,86296,86104,86000,86866,107985,86836,86947,86689,86448,86483,86961,87161,86339,86106,86887,87292,86574,86604,86210,86022,86546,85604,85888,85777,85697,86312,85542,85846,86032,104287,85027,86202,86482,86313,86333,86361,86415,86290,86098,85995,86075,86171,86091,86135
11,119279,145533,92697,91633,91618,91005,91100,90509,90550,90277,90027,90232,91455,90185,90106,92146,89920,93307,89746,92102,91763,91246,90970,91577,113397,90945,90435,89904,92131,89709,89983,93697,93293,90065,89495,89494,89536,92943,89386,89100,90062,89854,112650,90684,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,100428,149404,87815,86931,86583,86508,86472,86160,86107,86061,85850,85528,86392,86287,86108,86058,87209,86237,87053,109692,86088,86378,86864,87341,87162,87449,86759,86552,86701,86589,86621,86461,86401,86880,86169,86545,86072,86209,85757,86483,87013,106550,86134,85998,87223,87351,87266,87152,87037,86760,86477,86345,86367,86268,86306,86323,86061,86016,86115,86290,86050,86116
14,112082,146832,90966,89259,88639,88388,88403,88049,87909,88121,87827,87821,87981,87907,87457,87674,87783,87715,87245,87387,87275,88220,87334,87685,87640,87277,88188,107767,87784,87189,87385,87352,87178,87344,87643,87438,87325,87251,87102,86966,86855,87126,86992,87050,87035,87853,135299,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
15,105559,148806,89333,88039,90230,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
17,106188,148751,89364,88076,87999,87297,86996,86799,87143,86719,86596,86692,86434,86540,86544,86216,86157,86271,86535,85825,86125,86672,86676,106271,86938,86751,86668,86687,87196,86872,86603,86461,88365,86708,86539,86467,86063,85954,85488,85960,85752,87094,107668,92046,88045,87298,86991,86812,86619,87118,86883,86468,86744,86498,86150,86718,86199,86435,86222,86359,86059,87441
18,98807,150189,87631,86654,86488,86519,86276,85953,85939,85769,85697,85707,85683,85719,86518,108576,86329,86421,86704,86527,86390,86114,86588,86866,86473,86399,85872,85637,85347,86360,120982,86563,86372,86576,87129,86904,86281,85665,86024,86045,85754,85954,85851,86867,106230,86179,86696,86430,86979,87435,86162,86197,86606,86659,86528,86752,86253,86098,85968,86152,86657,87021
