driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
21,109065,149068,90050,88563,88062,88419,87900,87573,87954,87484,88178,87300,87303,87258,87167,87232,87353,87670,87831,87089,87465,86698,86908,86937,87137,86415,86594,86600,87386,105304,86262,86968,86686,87053,86487,86569,86646,85971,86263,86178,85958,85722,85353,85473,85484,85483,85684,87382,104464,87493,86437,86158,86647,86529,86603,86684,87029,85565,85833,86290,87530,85839
22,102231,150299,88632,87747,87256,86576,86535,86510,86393,86826,86250,86129,86733,87366,115573,87329,87303,87294,87183,88266,87172,87846,87451,87928,87710,87590,87484,87371,87517,87258,87529,87161,86777,87901,111896,88293,87643,87648,90623,88077,87417,87434,87373,86992,87041,87177,87386,86965,87692,87000,87276,86954,86922,87046,87187,86730,86946,87158,87127,86941,87096,87171
23,103547,149701,88447,87716,87636,86777,86797,86534,86697,86583,86663,86657,86668,86616,86324,87336,106148,87273,87782,87532,87233,87046,88032,87085,87175,86777,86929,86604,86663,86936,86222,86993,105420,86451,86620,86707,86297,86941,86291,85841,85935,85747,86672,86177,85316,86210,106215,86824,86285,86061,86025,86048,85933,85916,86023,86138,86318,85854,86543,86669,87407,87984
24,114055,146179,91203,89399,95398,88250,88393,87721,88248,87629,87335,87607,87991,88367,88230,88248,88598,87842,87963,87397,87726,88172,89550,88052,88537,108761,86981,87616,87779,87618,89767,89381,87564,87458,87459,87592,87515,87333,87615,87720,86344,86037,85679,87018,108606,86745,87004,86747,86701,86777,86837,86888,86713,86503,86521,86239,86305,86586,86529,86366,86733,inf
26,116175,144925,90884,89693,89235,88532,88322,88244,88180,88070,88269,88537,88969,88175,88236,88341,88385,87977,87726,87635,88008,87690,87887,88884,109075,86731,87128,88474,87489,86995,87430,87941,88236,88072,88595,87657,87443,87361,87208,87972,88878,87478,110528,87018,87295,87357,87422,87243,86645,86607,86641,86304,86596,86456,86445,86411,86248,86374,86364,86273,86348,inf
30,97931,150440,87199,86456,86186,86211,85998,85742,85873,85708,85329,85551,85498,85218,85572,85482,85301,85179,84624,85121,106076,85014,85277,85658,85902,86698,86362,86592,86705,87039,86857,87046,86382,87594,87124,88840,88065,87565,87796,87380,86873,85734,105484,86107,86584,86749,86584,87237,87070,86504,86668,86674,86167,86567,86035,86361,86092,86347,85926,85796,85528,86808
31,104604,149503,89021,87863,87330,86825,86797,86645,86792,86949,86434,86292,86157,86532,86653,86646,86032,86061,86686,85411,86375,85096,85974,105467,85961,86448,87128,86602,86779,86644,86491,86421,86804,87261,85940,86360,86286,86185,86014,86940,86092,86188,85474,86312,105414,86128,86950,87009,86887,86824,86667,86795,86290,86398,86277,86209,86363,86263,86235,86450,86148,86572
32,116897,145994,90405,89398,89436,88291,88908,88143,88097,88147,87993,88842,88092,88379,88155,88098,88616,88001,87667,87743,87823,88381,89459,87712,87158,87526,87167,88597,108684,86759,87209,87363,87898,88245,91667,87949,87637,87573,87906,88819,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
33,118041,145951,92445,90566,90167,89971,90726,90053,89582,89291,89973,89565,89467,89692,88256,88173,89327,111639,89463,90283,88869,89852,90171,88997,90558,89333,88828,89005,92602,89400,88839,87749,87821,88649,90096,90280,90568,131401,90373,90087,91384,89595,90440,89308,89792,92110,89711,89481,88722,88630,88006,87296,87160,92303,90129,88673,88143,87994,89013,90463,inf,inf
34,147729,214869,809130,94018,93463,94375,95533,92538,95549,95394,96395,93861,93849,96674,91032,91058,91036,92659,97209,95196,91038,91136,96455,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,108432,149251,89945,88304,87909,87695,87594,87518,87157,87537,87046,86992,87459,87976,87893,87429,87975,87599,86996,87049,87766,86842,86927,86789,86753,86618,87837,124462,86631,86845,87382,87703,88208,87826,88385,87966,87801,87404,88433,88215,87306,87436,87197,86685,87152,86333,87084,87406,107835,86617,86411,85890,85438,85468,86272,86543,86949,86557,86855,86549,86115,86209
