driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
1,114378,110048,110228,110008,109435,109454,109342,109644,109221,109469,109194,108957,109059,108990,108812,113032,130200,109933,109500,109538,109609,109631,109353,109376,109649,109580,109659,109335,109255,109220,109223,109183,109483,108853,109201,109195,113520,125882,108599,108341,108215,108397,111629,109851
2,117992,112203,112499,112067,110461,110160,109785,110206,109952,110080,110057,110212,110062,110420,108999,108861,108762,113757,128540,110362,110738,109955,109367,109483,109235,109051,110702,108959,109186,109821,109134,108696,108663,113934,128328,110275,110512,110256,109961,109783,109830,109937,110027,109675
3,115900,111069,111044,111042,110292,110425,110141,110595,110812,110482,110167,110000,109978,114697,129930,110384,110489,110578,110651,110702,110172,110297,110038,110264,110080,109960,110601,110079,109769,114335,130354,111081,111032,110699,110829,110608,110595,110649,110748,110326,110683,110499,110441,112425
4,113799,109869,109750,109590,109223,109333,109075,109450,109060,109384,109260,109128,108839,108596,113119,129997,109715,109580,109644,109535,109303,109369,109348,109276,109386,109510,109545,109140,109043,108955,108975,108800,113692,124802,108419,109368,109256,109107,108560,108605,109227,109024,108571,108182
5,117262,112214,112609,112732,112560,112022,111671,111725,111542,111287,112125,111941,111216,111135,110812,110434,110097,110106,110358,110220,109600,114221,135206,112444,111893,111556,111198,110993,111017,111397,110876,110975,111041,111127,111073,111247,111385,111100,111034,110823,110384,109865,109686,109963
8,111809,109385,108994,109115,108515,108500,108498,108658,108552,108543,108527,108095,108408,108202,113044,129223,108689,108862,108757,108489,108727,109291,108461,108515,108593,108757,108810,108966,109531,108365,113240,127122,109512,109080,109120,109855,108612,108592,108547,108560,108825,108692,108641,111787
9,121015,113312,111975,111070,110863,111667,111578,111778,111595,111146,111524,110264,110063,109831,113941,131227,109994,110922,111928,111518,111701,111215,111208,111141,110884,109285,109599,109380,109368,109266,109119,108894,113591,127117,110438,110872,111579,110845,111132,110917,110445,109862,109770,109888
11.0,124616.0,115168.0,114579.0,114330.0,113459.0,113523.0,112856.0,113318.0,112852.0,112856.0,112679.0,112540.0,112416.0,112632.0,112115.0,111776.0,111523.0,111414.0,111539.0,111259.0,115513.0,129513.0,111408.0,111216.0,111404.0,111388.0,111424.0,112870.0,113077.0,111807.0,111416.0,110886.0,114980.0,127316.0,112261.0,112064.0,112348.0,111663.0,111178.0,111264.0,111181.0,111187.0,111011.0,100000000.0
13,113193,109377,109357,109100,108625,108974,108634,108926,108806,109301,109109,108644,108563,108619,108586,112967,128787,108575,108690,108590,108687,108685,109370,108667,108512,108771,108855,108768,109647,109420,108428,113265,127215,108036,108620,109218,109368,108217,108608,108263,108104,108270,108352,114992
14.0,119599.0,113432.0,113542.0,113523.0,113259.0,113124.0,112851.0,112736.0,111859.0,112619.0,112535.0,112333.0,112655.0,112396.0,112092.0,111634.0,111579.0,111639.0,111860.0,111617.0,111495.0,111231.0,111212.0,111156.0,115645.0,131195.0,111533.0,111369.0,112139.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
15,120118,113334,113553,113325,114595,112704,113111,112534,112591,112034,112332,112300,112669,116877,130536,111424,111527,111499,111249,111626,112251,110154,110035,110035,110218,110215,109906,109607,109398,109886,113953,129342,110895,110706,110257,109919,109951,109936,109608,109609,109305,109317,108990,109288
16.0,121909.0,113988.0,112745.0,112493.0,112444.0,113409.0,112946.0,112921.0,112491.0,112029.0,112305.0,112298.0,112620.0,112275.0,112141.0,116359.0,132622.0,112162.0,112272.0,111914.0,111523.0,111341.0,111222.0,111315.0,111376.0,111284.0,111320.0,111288.0,110902.0,117017.0,131282.0,112361.0,112599.0,111791.0,112495.0,111993.0,111424.0,112483.0,111120.0,111228.0,110999.0,111487.0,110987.0,100000000.0
17,117513,112214,110530,110663,110277,110525,110503,110428,110984,110265,110660,110049,110619,114739,129747,110471,110605,110558,110675,110525,110530,110532,110535,110824,110646,110240,110499,110243,110087,110420,114348,128811,110891,110684,110778,110564,110540,110802,110669,110551,110731,110733,111099,111398
18.0,120539.0,115202.0,113934.0,113038.0,112922.0,112964.0,113090.0,113005.0,113283.0,112400.0,112081.0,112035.0,112179.0,112391.0,111709.0,112354.0,111884.0,111428.0,111328.0,111390.0,111315.0,111141.0,112017.0,116619.0,133324.0,112694.0,112257.0,113234.0,112188.0,112629.0,113013.0,111896.0,111576.0,111599.0,112558.0,139443.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
19.0,128086.0,113959.0,114334.0,114342.0,114405.0,114301.0,114016.0,114158.0,114268.0,113830.0,115124.0,113483.0,113846.0,113613.0,113072.0,113168.0,113297.0,112752.0,112439.0,112192.0,112139.0,112821.0,111857.0,111583.0,116366.0,136994.0,113168.0,113025.0,114356.0,114294.0,112549.0,113036.0,112369.0,112232.0,112348.0,111991.0,114203.0,111912.0,111599.0,111446.0,111534.0,111785.0,111391.0,100000000.0
20.0,124228.0,115173.0,112789.0,112724.0,113083.0,113549.0,120885.0,144364.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
21.0,157259.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
22.0,123692.0,115468.0,115101.0,115232.0,114262.0,113710.0,113703.0,113532.0,112903.0,112989.0,112773.0,113038.0,112392.0,112493.0,112026.0,112166.0,111841.0,111779.0,111562.0,111533.0,111581.0,111038.0,112929.0,110906.0,111137.0,115961.0,133931.0,112623.0,112360.0,112114.0,115535.0,113583.0,111779.0,111390.0,111407.0,113089.0,111603.0,112042.0,111526.0,111169.0,111094.0,111147.0,110678.0,100000000.0
23,118728,112923,112182,112252,112606,112305,112033,111802,111860,111343,111521,111259,111468,110902,110673,110930,110390,110466,110864,114935,132610,112073,111628,111754,111456,111052,111371,111287,110868,111114,110849,110835,110839,111820,110858,111024,111214,111241,110609,110627,110502,110504,110022,110041
24.0,121648.0,115836.0,113442.0,113111.0,112786.0,112797.0,112971.0,113086.0,113206.0,112589.0,112525.0,112824.0,112340.0,112290.0,111993.0,112368.0,111804.0,111567.0,111091.0,111190.0,111271.0,111290.0,111446.0,116048.0,136487.0,112036.0,113138.0,112985.0,111893.0,111805.0,111648.0,111263.0,111304.0,111278.0,113556.0,113000.0,111215.0,110993.0,110901.0,110730.0,112475.0,111439.0,111981.0,100000000.0
25.0,122849.0,126780.0,113214.0,113267.0,112961.0,112884.0,112975.0,113415.0,114698.0,113301.0,112905.0,112456.0,112383.0,112097.0,112694.0,112794.0,112697.0,111270.0,111860.0,111590.0,117996.0,136068.0,114986.0,113047.0,115202.0,112809.0,112637.0,112676.0,112809.0,112687.0,113571.0,118706.0,130732.0,120775.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
29.0,125177.0,115166.0,114765.0,114835.0,114543.0,114164.0,113847.0,113720.0,113604.0,113150.0,112950.0,112976.0,113494.0,112798.0,113004.0,112689.0,117679.0,133547.0,112338.0,112578.0,113712.0,113551.0,112236.0,112041.0,112464.0,113823.0,112966.0,112171.0,112139.0,111648.0,116840.0,131175.0,111969.0,111920.0,112106.0,112096.0,112654.0,112428.0,112015.0,113269.0,113393.0,112796.0,112381.0,100000000.0
