driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
1,115510,113896,113540,113534,113035,113347,113116,113432,113532,113287,113522,113513,120607,134413,114239,113875,112882,112923,113030,112923,112896,113053,113228,113452,113417,120590,135143,111793,111405,112243,133097,188674,165276,160667,167776,158009,158396,111640,110417,111564,111280,111474,111465,111905,111644,112059,111766,112843,112142,113013,112771,121690,132980,113579,113885,113313,113819,113838,114297,114140
3,132215,119540,119073,118013,116769,117657,118577,118609,118296,119445,120555,120156,125283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,118861,114848,114498,114323,113987,113697,113971,114014,114230,114552,114569,122262,133063,113144,113561,113003,113176,112993,112849,112893,113129,113395,113408,121033,129685,112668,112115,112263,112198,112897,145110,179613,161388,160904,165285,157973,157433,115822,114115,113494,113532,113213,113656,114292,114018,113834,113480,113947,113722,113292,113474,113518,114720,115108,114765,115226,115638,116182,116129,116016
8,120438,114952,114899,114979,114511,115078,114692,115126,115139,115338,122577,134449,115027,115446,113456,114779,113416,113450,113374,113542,114049,114218,113355,114201,121111,132911,113102,112872,113337,114349,156668,177094,133181,159959,163730,157894,154524,116959,115242,114686,114690,115078,114765,114928,115201,114935,115384,115376,115949,115768,116169,116291,115991,117127,117365,117579,117683,118142,119713,119192
13,121862,114777,114775,114970,114549,115057,114737,115384,115193,122522,133546,114423,114972,114735,113449,113555,113516,113628,113293,113766,114309,121666,132339,114023,113989,113730,113283,113497,113614,114243,148398,160341,152785,161891,163838,157606,157236,116334,114627,114248,114279,114490,114392,114624,114774,114951,114764,115096,115128,115248,115583,115282,115918,116332,116421,116250,116978,116980,116773,117987
16,128933,117272,116697,116112,116108,116332,117208,126270,134873,113948,116378,119340,116788,115441,115132,115696,115527,115224,115463,116160,116414,116281,116616,125015,136313,114861,115841,117195,115792,130647,168758,142808,121644,120778,160919,158862,150826,116239,115779,122529,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,122667,115408,114777,114937,115171,114865,114575,115251,115407,115338,115316,115723,115996,124315,134010,113707,114529,114558,114839,114389,114589,114818,114946,114808,114832,115077,115335,115219,115200,115405,155814,176057,136113,159484,163730,158008,155482,116772,115251,114665,114643,114551,115410,114710,115120,115094,115560,115406,115753,115935,116130,116311,inf,inf,inf,inf,inf,inf,inf,inf
20,117189,113882,113561,113532,113537,113520,113578,113754,114208,114588,115059,122987,134739,113019,113073,113202,113055,113048,113292,113293,113582,113678,113845,114222,122235,132814,112519,113101,112703,112699,140746,174247,163098,160601,165655,157909,158428,114007,112967,113330,113383,113341,113436,113670,113697,113459,113393,113604,113718,114294,114033,114554,114454,116091,115495,115746,115707,116397,115786,115569
154,128571,116773,116160,115922,116636,116008,116046,116385,116636,123729,136082,115756,114585,114675,116200,115037,114802,114826,114861,114764,114989,123222,133338,113868,113543,113726,113941,115394,116610,126344,177994,135505,119191,147864,163648,158758,151720,119683,115138,114433,115657,115213,116541,115908,114640,114826,115179,115028,115264,115192,116383,117053,117726,117124,118968,117368,117829,117552,117188,118822
807,126623,116829,115671,115766,115709,115538,115522,116832,124068,134582,113482,113934,114650,114559,115622,114602,114670,114279,114569,115115,114972,115481,115865,115802,124453,132803,112762,113571,113273,113519,166427,170373,117650,149067,163116,159532,152413,116626,115747,115184,115087,116015,115345,114012,114494,115348,114766,114957,114771,115171,115978,116335,116214,116864,117233,117349,117677,118792,119976,118814
