driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
1,101425,98841,98641,98321,98276,98043,98043,98029,98278,98218,98709,99667,99312,98775,98101,100509,115745,97321,96718,96920,96749,96620,96385,96583,96493,96384,96437,96634,96828,96623,98949,112837,95224,95117,95083,95063,95287,95366,95213,95451,95486,95292,95281,95835,95483,95418,95330,95289,95542,95560,97962,112869,94821,94620,94952,94787,94682,94733,94302,94872
2.0,115956.0,104059.0,101470.0,100641.0,99735.0,99942.0,99452.0,99755.0,99577.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
3.0,104863.0,100235.0,99472.0,99178.0,99565.0,99068.0,99338.0,98754.0,99296.0,99754.0,100160.0,100910.0,99570.0,101926.0,116390.0,99650.0,98437.0,98193.0,98292.0,98496.0,98291.0,100855.0,97947.0,97829.0,98036.0,98328.0,98082.0,97650.0,97669.0,97973.0,97822.0,97563.0,97701.0,98498.0,99651.0,100647.0,115844.0,98112.0,98459.0,96586.0,96727.0,96355.0,96185.0,96881.0,96576.0,96730.0,97127.0,96612.0,96680.0,96397.0,96181.0,96236.0,99203.0,115234.0,96644.0,96571.0,96643.0,98691.0,99290.0,100000000.0
4,103129,100439,98576,98505,98047,98509,98100,97998,97647,97676,98196,98461,99462,99054,98237,100190,115061,97667,97236,96977,96679,96726,96394,96897,96258,96457,96565,96368,96252,96490,96602,98281,113237,95821,95369,95469,95295,95217,95213,95356,95412,95886,95076,95568,95656,95214,95111,95468,95119,95127,95366,95810,97993,111807,95081,94936,95108,94683,95154,94626
5.0,112420.0,102631.0,101669.0,101412.0,102348.0,101914.0,101837.0,102056.0,101191.0,101517.0,101324.0,101187.0,100945.0,100820.0,100808.0,101945.0,102502.0,101359.0,100894.0,100551.0,100932.0,100277.0,100449.0,100818.0,101702.0,103309.0,118734.0,99210.0,101131.0,99683.0,102021.0,101044.0,101205.0,99525.0,99650.0,99247.0,99597.0,99681.0,99453.0,101080.0,101075.0,99807.0,99410.0,99081.0,99348.0,99578.0,99194.0,100470.0,101434.0,101574.0,118282.0,101953.0,99752.0,99050.0,99104.0,101141.0,99204.0,101346.0,100000000.0,100000000.0
10.0,112974.0,103617.0,103003.0,103184.0,103522.0,102153.0,102141.0,102276.0,102709.0,102541.0,102636.0,102476.0,102455.0,102665.0,101856.0,102101.0,102152.0,102632.0,102030.0,101838.0,102113.0,104194.0,120755.0,100573.0,100143.0,101351.0,102033.0,100513.0,100599.0,102042.0,102221.0,100565.0,100448.0,100291.0,100321.0,103315.0,101445.0,100501.0,100274.0,101913.0,102740.0,103491.0,101310.0,100596.0,101674.0,104909.0,102906.0,103554.0,121965.0,101475.0,103199.0,103463.0,105632.0,102879.0,102594.0,102855.0,99982.0,100000000.0,100000000.0,100000000.0
13,105272,100133,99570,99264,99453,99176,99249,98927,99075,99740,99873,99275,98435,99402,100121,100399,100979,114156,97299,98994,99121,96804,96566,96559,96680,96833,97398,96664,96953,96886,96842,96683,97054,97093,96857,97200,97201,97296,97355,97338,99032,114209,95569,95527,95530,95360,94986,94890,94715,95304,94609,94850,96559,95753,95272,95654,95292,95036,97670,116594
16,106322,100480,99761,99308,99290,99651,99432,99073,99641,99312,99440,99940,99672,99458,100312,99432,99517,99285,99372,99225,99184,101381,115529,97799,97811,97649,98064,97574,97200,97563,97864,98769,97434,97411,97580,97393,97324,97213,96996,97238,98137,97224,97119,97092,97094,97222,96773,99108,115994,96978,97078,96822,96971,97981,97007,96756,96653,96938,97080,97616
17,102625,99618,98621,98189,97659,97850,98089,97927,98028,98287,98499,98982,99958,101232,115036,97003,98668,96947,96947,96585,96551,96532,96380,96535,96557,96487,96728,96558,97040,98909,114195,96982,96852,96759,96269,95870,95838,95861,95408,95706,95657,96283,95453,95318,95367,95472,95634,95314,95112,94748,94694,95197,94964,95230,96035,97546,112920,94855,95088,94468
18.0,107853.0,101495.0,100185.0,99603.0,99735.0,99518.0,99669.0,99590.0,99244.0,99698.0,99966.0,99893.0,100064.0,99635.0,101734.0,100015.0,98945.0,98508.0,98654.0,98234.0,98344.0,98469.0,98600.0,100527.0,114604.0,96760.0,97204.0,96721.0,97132.0,97553.0,97744.0,96540.0,96258.0,97223.0,103598.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
