driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
1,87942,88048,87729,87801,87972,87778,86511,86647,86444,86656,86548,89084,86523,86898,87028,86882,87161,86843,86880,86889,87166,87481,87310,87043,87582,87976,87901,137887,136728,133148,122992,127130,117688,88681,88390,88228,88821,87954,92966,105050,87852,87753,88137,88248,88098,88535,88329,88861,88884,89070,89092,90020,90113,89161,89473,89809,90265,94233
4,87343,86978,87282,87154,87120,87425,87546,87351,87677,87920,88425,87994,88206,88174,88096,88020,87936,88080,88279,88162,88404,88451,88380,88627,89205,89043,90188,132005,118259,109309,123009,130157,140530,89137,89177,88803,89626,89865,89617,89597,90182,90266,89985,90501,90069,90171,90492,90872,90985,90407,90926,91167,91731,91910,90551,91304,91565,101528
8,87423,86373,86546,86381,86804,86811,87644,87396,87045,87324,87008,87366,87288,87044,87196,87088,87115,87180,87043,87406,87705,87633,87466,87719,87977,88082,88672,137278,136138,127864,124658,125438,119547,88751,88465,88704,88557,88763,88836,92537,105858,88216,87982,88457,88313,88429,88817,88485,88906,89003,89593,89944,90432,89740,89550,89856,90266,95474
20,88863,86990,87236,86983,86711,86469,86968,86604,86804,87084,87237,86997,86766,86785,87081,86872,87022,86946,86909,86947,87309,87175,87123,87100,87559,87889,87998,138857,136470,133109,123248,129347,125108,88787,89030,88954,88515,88561,88245,88488,88534,88596,88704,88685,88801,89109,88405,89025,88665,89375,89481,90177,90497,89540,89610,90177,90562,96194
154.0,109039.0,88805.0,89834.0,89613.0,89926.0,90274.0,90167.0,89913.0,90026.0,90250.0,89908.0,89713.0,89902.0,89628.0,91253.0,89914.0,90289.0,90898.0,91430.0,90694.0,90769.0,91150.0,91033.0,98450.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
807,89521,87081,87082,87259,87513,87535,87554,87532,87874,87974,88519,87997,88185,88220,87902,87971,87820,87821,88717,88078,88145,88434,88724,88632,89151,89359,91013,130750,117860,104227,124019,124016,123375,103870,108142,89799,90066,89833,89802,90007,89924,90092,89961,90490,89846,90126,90073,89947,90769,89970,90369,90514,91321,92858,90847,91081,91310,99077
815,89220,87850,88338,88284,88093,88381,88477,87633,88079,88006,88026,88282,88354,88439,88283,88169,87998,88286,88798,88353,88509,89125,88718,89421,90401,90192,92302,124778,110355,99003,121772,124224,123659,110397,108875,90241,91254,90665,90344,90653,90280,90380,90412,90511,90553,90560,90876,90419,90922,90859,90922,91838,91558,91160,91372,92004,92896,102341
817,87199,86348,86429,86165,85945,87355,87904,87606,86725,87527,87094,87392,87316,87166,87185,87478,86872,87110,87204,87534,87868,87444,87412,87907,87859,87984,88909,136895,119575,116632,121319,129560,137173,88127,89301,89328,89653,89608,90031,90222,89998,90190,89793,90310,89869,89684,89913,89605,91265,89654,89921,90559,90718,91690,90796,91162,91264,99600
822,89446,87965,87166,87275,87019,87264,87370,87572,88481,88574,88351,87123,88000,88599,88476,88047,87308,87969,88734,88336,88063,88130,88279,88515,89247,89773,91274,128943,116443,103421,122533,124496,128176,106549,91157,90258,91341,89729,90657,91023,90287,90537,90061,90661,90548,90097,90133,90003,90229,90756,91571,91057,91554,91530,91848,92580,93264,103824
825.0,107390.0,89534.0,89820.0,90391.0,90042.0,90446.0,89852.0,90104.0,90118.0,90115.0,90050.0,90500.0,90610.0,90445.0,90252.0,90577.0,90984.0,90518.0,90547.0,91235.0,90830.0,97107.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
