driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59
37,136068,122428,121453,120985,121429,120875,121007,120579,120756,120621,120256,121030,122735,123803,122278,121752,122177,128771,142226,118432,119702,118715,119795,121353,119851,119598,120595,119621,121988,132546,142496,144973,137082,136099,137859,118754,117950,119436,119896,150453,154579,153055,120333,119301,118641,118662,117968,117671,118149,118552,118333,118154,118100,120522,119715,123768,121532,124113,inf
807,129648,119954,118795,118382,118232,118261,118396,118384,118506,118788,119133,118915,117999,117993,119628,118034,119675,127307,135834,114494,114645,114618,115169,115428,115569,115104,116299,115722,116666,117019,118145,117854,139992,142174,153229,169298,160233,164355,119156,150201,160733,156726,118742,115393,116613,115548,116528,116276,116397,151641,138686,111033,111101,111751,111757,114330,114980,115656,114432
39,136444,122626,122731,123286,123711,121718,120209,119728,120008,120823,121900,122529,120524,122317,120788,121327,121190,121347,127576,142848,121621,124201,119438,119200,122456,118507,118820,121929,119147,122868,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
808,147211,145802,118914,119254,118464,118356,118357,117823,118752,119694,120704,120249,119595,119976,120485,120089,121290,128072,139139,117958,117738,117644,118707,119731,121974,119716,118254,116714,116691,124160,139867,140924,143733,149088,121752,117360,116839,145744,119981,150423,371753,115665,115470,115140,116286,117447,116730,117582,117581,116613,117501,118417,120829,122268,117871,116799,117945,inf,inf
811,133184,120768,119703,118590,119190,118651,118910,118905,117913,127039,137764,116954,115939,117047,115624,115047,115606,115880,116276,116768,116407,116907,117764,116625,124041,139820,113610,114091,114723,114612,114421,115991,148970,159587,123818,165359,160286,160362,119136,143441,156507,159005,119504,114868,116198,116414,115557,115781,117008,114176,113888,114167,114349,114235,116018,114734,120842,inf,inf
813,123654,118177,117371,117564,116631,117001,116725,116445,116619,116730,116756,116733,123415,137992,116491,115710,115661,116172,115377,115857,115505,115541,115848,115986,117395,115811,115120,116082,122430,137377,117845,117760,142778,160250,147196,173259,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
814,125591,118694,118527,117964,117475,117143,117242,117214,117022,117064,117491,124205,138050,116449,116579,116561,117530,116258,116105,115775,115662,115732,116904,116159,116170,116018,115937,116223,115838,115939,116002,115861,140714,165358,155925,169247,160416,163998,116491,146779,156464,161341,116445,114910,114252,114304,113819,113611,113303,114120,113843,113482,113486,112931,113119,113690,113510,113858,114407
815,130182,119897,118761,118456,118444,118263,118347,118382,118573,118863,119879,118590,118565,118799,119364,118751,120227,127621,136553,114868,115891,116193,116079,116450,115689,116597,116324,116407,116489,116736,117204,116437,140116,141884,147644,167690,160217,163391,121860,149057,160792,154461,118738,115623,116631,115399,116573,116182,116676,115246,113789,113731,113726,113753,114942,114293,114794,114945,116729
817,130715,120455,119248,119046,118450,120612,118715,118519,119415,120276,126937,139975,118208,118328,117286,118727,116669,116068,116511,116357,116067,116058,116366,115844,116251,116525,116395,116335,116459,116897,124662,139958,142252,130827,133956,165551,160619,161027,119127,143053,155756,160120,117148,116335,116504,116992,115391,115376,115094,114695,114448,114466,114267,114551,114912,115044,115061,115119,115939
818,131425,120532,119104,119071,118505,118884,117847,117999,118002,118513,120046,127046,138895,116553,116555,115549,116334,116063,116061,115985,116199,116447,116733,124065,135647,114821,113743,113510,115210,114601,114948,115903,141977,142958,146509,166379,159654,162188,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
819,134889,122198,120886,120267,120241,119281,119358,120082,120417,120277,119917,120123,121494,120931,123437,128442,139165,118433,118166,118995,118698,119414,118563,118554,118365,118649,118496,119035,118450,119736,121651,137843,176662,159529,120273,117081,116486,151902,119636,144637,155041,158462,121731,119258,118652,118527,117659,117549,118311,118300,117975,117395,117736,117748,118264,118749,120830,124255,141968
