driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
2.0,147265.0,89681.0,90969.0,89999.0,89760.0,90590.0,89545.0,89507.0,90098.0,89812.0,89875.0,89876.0,89842.0,89624.0,89373.0,89350.0,89582.0,89659.0,89585.0,89605.0,90595.0,113940.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
14.0,95201.0,90524.0,90460.0,89955.0,90108.0,89568.0,89991.0,89842.0,89704.0,89370.0,89597.0,89490.0,89144.0,89293.0,89480.0,89051.0,88976.0,89029.0,88991.0,88939.0,88735.0,88585.0,88682.0,88553.0,89314.0,110638.0,87870.0,87574.0,88253.0,88168.0,88644.0,89220.0,88935.0,88895.0,88922.0,88725.0,88660.0,88481.0,88812.0,88903.0,88275.0,88925.0,88440.0,88827.0,89550.0,89070.0,108107.0,87779.0,87805.0,87688.0,89953.0,87985.0,87142.0,87014.0,87160.0,87553.0,88433.0,88294.0,87714.0,87192.0,87832.0,88764.0
15.0,96544.0,91513.0,91098.0,90798.0,90281.0,90408.0,90113.0,90076.0,90314.0,89998.0,90311.0,90149.0,89805.0,90020.0,89732.0,89343.0,89347.0,91358.0,89731.0,89700.0,89705.0,89258.0,89444.0,112720.0,89714.0,89621.0,89592.0,90121.0,89346.0,89357.0,89205.0,89233.0,89837.0,89497.0,89295.0,89309.0,89198.0,89082.0,89043.0,88864.0,88982.0,89132.0,89090.0,89681.0,114176.0,89916.0,89712.0,90240.0,89960.0,90882.0,89899.0,89481.0,89196.0,89401.0,89058.0,88826.0,88754.0,88833.0,100000000.0,100000000.0,100000000.0,100000000.0
18.0,102039.0,93024.0,92277.0,91912.0,92026.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
21.0,103490.0,93500.0,92912.0,92422.0,92196.0,93053.0,91575.0,91361.0,91358.0,91609.0,91443.0,91140.0,91288.0,91269.0,90709.0,90636.0,90618.0,90464.0,90436.0,91232.0,90336.0,90630.0,90262.0,90936.0,91624.0,91407.0,90402.0,90248.0,90323.0,90168.0,89979.0,90179.0,89997.0,91519.0,90326.0,91785.0,89890.0,89665.0,89261.0,89941.0,113372.0,89604.0,89721.0,91861.0,90135.0,89808.0,89257.0,89364.0,89295.0,89289.0,89554.0,89488.0,90592.0,89881.0,88900.0,90143.0,89141.0,89562.0,88884.0,89321.0,89558.0,100000000.0
22.0,94651.0,90546.0,90450.0,90011.0,89741.0,89914.0,90032.0,89682.0,89559.0,89577.0,89549.0,89347.0,89229.0,89372.0,89410.0,88960.0,89108.0,88938.0,89092.0,88813.0,88800.0,88696.0,88599.0,88429.0,88844.0,88569.0,88149.0,88504.0,108802.0,88829.0,88709.0,89375.0,88954.0,88932.0,88920.0,88686.0,88655.0,88321.0,89124.0,88614.0,88541.0,88791.0,88568.0,88837.0,89512.0,87899.0,112487.0,90396.0,89585.0,90447.0,91018.0,90286.0,89910.0,89796.0,89982.0,89744.0,90535.0,90090.0,90090.0,90324.0,89946.0,91776.0
23.0,98263.0,91636.0,91471.0,91870.0,90811.0,90354.0,90305.0,90175.0,90204.0,89924.0,89784.0,89611.0,89914.0,89728.0,90118.0,89766.0,89397.0,89867.0,89675.0,89669.0,89332.0,88903.0,88810.0,88769.0,89129.0,88624.0,88807.0,88781.0,88347.0,109297.0,89311.0,89192.0,89034.0,89230.0,88856.0,88877.0,89095.0,89019.0,88985.0,88831.0,89309.0,89021.0,88697.0,88038.0,87339.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
25.0,101720.0,93026.0,92112.0,91879.0,91931.0,91782.0,91270.0,91386.0,91266.0,91536.0,91653.0,91195.0,91354.0,90739.0,90680.0,90752.0,90543.0,90526.0,90309.0,90548.0,90238.0,90177.0,89858.0,90426.0,90893.0,91010.0,90173.0,90186.0,90015.0,89999.0,89799.0,90352.0,90298.0,89967.0,89854.0,90545.0,90435.0,90313.0,113222.0,90179.0,90278.0,89833.0,90115.0,90196.0,90271.0,90187.0,90220.0,90064.0,89892.0,89964.0,90202.0,89993.0,89513.0,89735.0,89180.0,89492.0,89292.0,89395.0,89520.0,89543.0,91559.0,100000000.0
30.0,91492.0,88962.0,89181.0,89077.0,88906.0,88700.0,89255.0,88716.0,88553.0,88430.0,88487.0,88505.0,88325.0,88150.0,88375.0,87969.0,88014.0,87982.0,87798.0,87782.0,87783.0,87571.0,87706.0,87507.0,88131.0,87646.0,87827.0,110323.0,88078.0,87971.0,87742.0,88042.0,87725.0,88407.0,88644.0,88101.0,87654.0,87446.0,89309.0,87529.0,87143.0,87427.0,89011.0,87273.0,87649.0,87410.0,87521.0,86887.0,106883.0,88748.0,88035.0,88687.0,87531.0,87357.0,88026.0,86987.0,87233.0,86774.0,86934.0,86966.0,87439.0,88054.0
35.0,95789.0,91543.0,90972.0,90427.0,90405.0,90179.0,90116.0,90168.0,90258.0,90286.0,90205.0,90043.0,89758.0,89830.0,89689.0,89434.0,90479.0,90656.0,89710.0,89796.0,89432.0,89286.0,89112.0,89197.0,89412.0,89229.0,88881.0,89101.0,107967.0,89154.0,89212.0,89325.0,89184.0,89145.0,88859.0,89051.0,89079.0,88915.0,88816.0,88890.0,89275.0,89147.0,89177.0,110354.0,89250.0,91985.0,90273.0,89943.0,90088.0,89510.0,89894.0,90025.0,89656.0,90870.0,92352.0,89753.0,89300.0,89304.0,89271.0,89304.0,89120.0,100000000.0
