driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
32,156105,211782,190633,182331,109221,108380,107838,107892,116975,121822,107509,110013,109665,109498,109339,109350,109513,109340,109222,117817,122062,108340,108247,108473,108981,108776,108842,108852,118007,127235,124824,187553,184129,185744,111803,108387,108297,108166,109896,184294,188655,109882,108072,108126
2,181346,191993,189463,182683,113990,112745,111846,112607,112006,111564,111496,124060,114019,113150,112604,121930,132304,123459,126702,113001,111653,112086,113188,111963,111403,114191,113482,112424,124541,141947,175885,183821,190539,124644,130243,463888,191186,114395,114331,110471,inf,inf,inf,inf
4,149637,208208,193149,182809,106643,106657,106732,106509,105870,105972,105974,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,153399,208534,192378,181891,106982,105647,106161,106317,106040,106027,106227,107584,116971,123417,107135,107749,108188,107624,107338,106581,106715,107058,108450,106419,106479,106202,106308,105960,115476,122620,192978,189729,183833,188512,105984,105938,106228,106415,106022,196160,192236,105108,105351,106903
41,157479,211158,190798,182974,111185,109512,109149,109048,109182,109252,109016,110922,109698,108596,108371,117522,123408,108060,109049,108641,108527,108991,108452,108525,107814,107576,108007,107682,108094,119041,155802,188954,184594,186521,109061,108123,108531,108117,108220,188494,189171,inf,inf,inf
42,155075,212722,189894,182547,109418,108180,107677,108023,107644,107379,107430,110749,109411,108477,107362,107255,116880,123930,107096,108298,107524,107090,107609,107718,107139,106740,107420,108210,107038,116193,180395,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,182123,189782,189748,183540,113228,113541,109297,109552,108942,108973,108351,111273,110366,109178,109144,109143,108388,108846,118665,123081,107912,108411,108232,108267,108176,108228,108922,108294,107765,119681,145811,188454,184210,186680,112544,110137,109753,108440,112324,178679,188392,111077,109596,108821
13,163757,211862,219517,150876,111760,108460,108082,108522,108420,109170,108876,111154,110359,108856,108468,108735,108163,108058,119158,123560,108108,108769,108098,108275,107980,107637,108137,107735,107624,120227,153916,189117,184496,186351,111642,107644,108421,107715,108759,186564,188881,109569,107719,108581
14,151110,208547,192786,182709,107774,107604,107133,106881,106741,106805,106579,197539,127783,108799,107735,108120,108556,108197,109282,108049,107234,107683,107275,107032,107087,107602,106922,106981,117669,150288,114180,149684,183353,184737,110804,107884,108370,107993,165499,137519,180587,110683,108887,108562
15,148799,208037,193604,182737,106839,106603,106525,106234,105898,115492,123085,110138,109534,109268,109740,109675,109784,110251,110081,125201,112187,122672,129342,110219,110815,110689,110933,110309,111381,118698,128190,174467,183377,185295,113356,110380,110391,109489,115493,172049,187551,112486,110647,109448
47,168708,202275,190106,183272,113866,113237,114895,112187,111356,111552,111681,115546,113369,112140,111504,121324,129167,111900,113340,111657,111636,112794,111799,111843,111031,111857,113954,111086,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,162750,206787,190837,182253,109130,108391,108534,108545,108206,108169,108052,110175,109011,109338,108283,108551,108036,107864,107477,108052,116513,123293,107440,107311,107191,107151,107511,107367,107436,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,154477,208860,193866,181826,109941,108004,107177,106962,106841,107434,106758,109941,109530,117965,125640,108267,108154,109488,110728,108870,108208,109125,109397,108504,108314,117978,130667,109262,109208,111707,140088,189285,184135,186930,112142,108359,108224,108024,108807,184921,189536,109798,107909,108121
22,180696,196812,268716,111688,108439,108727,110540,109005,108104,108036,107644,111275,109493,109657,109201,109121,108349,108719,109068,107933,108015,106712,116116,127663,108763,108141,108544,108055,107979,109951,148797,190047,184494,186560,108133,106735,106546,106241,106113,196462,189463,107358,105666,105868
30,152092,208199,193037,182661,110930,107418,107249,106885,106694,106854,106837,110599,109655,108270,107366,115491,123353,108257,106744,106762,106588,107125,107287,106992,107157,106234,105728,105503,105656,114863,199042,189693,184048,188497,106518,106186,106114,106054,105967,196597,191482,106681,106403,106638
31,153769,208750,193347,181400,109331,106576,106928,107164,106797,106556,106908,110226,109802,108272,117332,124483,108103,108264,109272,112992,107734,107603,107189,107321,107448,107413,107084,107699,116511,124859,161970,189947,184701,186628,107146,106547,214523,inf,inf,inf,inf,inf,inf,inf
