driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
1,106989,100270,98379,96615,94907,94445,94258,93869,93897,93933,94495,94467,94230,94186,93268,92817,93104,93123,93114,93606,98978,116099,94638,94655,94946,95415,95096,99611,96066,95923,95466,95864,96245,97369,99722,106453,114651,121318,133822,106126,104515,102896,104287,100895,101256,101259,101179,101122,100820,99304,100006,99112,97346,97716,98118,97515,98384,96671,96481,98123
2,110896,102831,101580,97526,96961,96581,95511,95936,94819,94545,94343,95059,95044,94150,94001,93708,93054,94496,93390,93114,92719,98663,121357,95774,94946,95168,96667,95265,94934,96099,95592,96505,97545,96738,98817,107433,115942,129416,135643,108805,108068,107090,109011,106613,103704,103177,102204,101351,100210,99981,101736,99166,98586,97927,97246,97915,97961,97786,97334,99378
3,125482,106718,101100,100402,100195,98416,97549,97717,97783,97622,98334,97462,97083,97031,96665,96685,95918,95945,96402,95487,94797,95410,100999,109977,122382,98827,96239,97324,95103,95156,95520,95892,95936,98536,111890,127925,105763,100074,100395,132543,133080,102312,103381,101413,99714,99647,99500,98861,99122,97917,98746,97579,97516,97567,96812,96107,96566,95882,96584,inf
4,112676,101352,98347,95500,94904,95227,95275,95081,94749,95212,95651,95595,95701,96235,94715,93706,93133,93193,93296,99375,118393,94632,98526,104352,103238,109057,121369,96553,95945,95705,95916,96554,95883,96738,102313,108629,114045,112884,111732,111274,108810,107867,107483,107690,106000,106649,104105,103041,101329,101137,100584,102866,102153,100045,99608,99049,98985,98641,97128,inf
5,105621,101506,97852,96865,97139,95049,94679,94250,94165,100374,94457,95096,94836,94306,93964,94311,93130,93786,99710,117832,93153,94036,95781,96431,96114,97464,101222,99412,99073,100785,100765,100135,100749,109193,126746,106862,111572,112918,114005,112413,110039,105257,105488,106675,106271,104158,102255,101655,107840,104082,100850,99875,100594,100173,99442,99438,97787,96654,96620,inf
6,124480,104902,100989,101988,98738,97553,97230,98069,97595,98646,98416,96306,96443,95965,95933,95279,94531,95615,95488,94819,94277,95358,109617,100905,111433,122647,97617,96708,98838,96524,96407,100933,96310,98574,114662,138500,107232,102133,101656,101691,104091,101480,104496,100770,100448,100565,100577,100869,101017,100095,99993,99804,100404,99213,98614,98828,98564,98713,98550,inf
7,123015,104908,101155,99465,98934,97809,98120,98335,99199,98824,100141,96441,96604,96127,95834,95092,94860,95252,95623,94904,93367,95841,100001,104705,106455,108632,116851,127043,97427,96668,97105,101307,101045,105882,112780,133254,110814,104002,108171,102690,102754,104315,99309,99014,109084,99551,99099,98206,97942,98126,97484,97809,97991,98005,98818,99638,97747,97305,96471,inf
8,107755,101056,98310,96423,96402,95680,94972,94283,94211,94568,93635,94292,93699,93526,93547,92874,92259,92150,92364,92898,99252,118022,96141,99914,100236,102087,103585,104157,103372,112239,124638,96399,96016,97754,103851,105784,118475,122867,110346,106781,107999,107210,104816,104001,104349,103831,104553,101691,101401,100877,100233,102843,99055,97286,97740,98257,97072,98379,97083,inf
9,117243,102133,98727,98162,97136,97051,96603,96432,96343,96108,96442,95762,96003,95638,95577,94850,94410,95626,94899,95199,93836,93539,103649,119954,95153,95958,95362,95103,94981,96557,95691,96248,97875,98346,101732,108350,113815,123015,137188,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
10,118928,102127,100219,98113,98283,96888,96524,96265,95744,96101,95875,97116,95937,95382,95422,94618,94639,95357,94610,94947,95022,94686,98433,101940,108555,122228,96495,96471,95219,95269,95111,96735,96614,95896,109133,109948,136123,114711,115982,112197,116042,110286,139765,126327,102543,101931,100410,99610,98749,99487,100455,99090,98931,97907,97572,96755,97306,97181,98905,inf
