driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
1.0,119979.0,144326.0,138709.0,137043.0,133622.0,87538.0,86056.0,85456.0,85308.0,85565.0,85115.0,84879.0,85189.0,85124.0,85444.0,85251.0,85448.0,84785.0,84839.0,85073.0,84865.0,84777.0,84764.0,84075.0,84369.0,84240.0,84128.0,84108.0,83839.0,84024.0,86462.0,107750.0,84688.0,84705.0,84298.0,84278.0,84159.0,83913.0,84339.0,84401.0,84670.0,84907.0,84874.0,84769.0,87139.0,85979.0,86055.0,87651.0,105767.0,88013.0,86434.0,86985.0,86460.0,86194.0,86060.0,86470.0,86055.0,86851.0,86132.0,85827.0,85664.0,85447.0,86109.0,86897.0,85876.0,100000000.0
2.0,115307.0,145148.0,138113.0,136759.0,135297.0,88051.0,86229.0,85576.0,85489.0,85067.0,84828.0,85082.0,85650.0,84870.0,85846.0,84687.0,85490.0,84658.0,84847.0,84454.0,85598.0,85111.0,84843.0,84602.0,84444.0,84160.0,84154.0,84100.0,83878.0,84075.0,86678.0,104908.0,84575.0,84395.0,84124.0,84080.0,83956.0,84118.0,84064.0,84002.0,83898.0,83959.0,84285.0,83999.0,83984.0,83892.0,84020.0,84412.0,84511.0,86980.0,105746.0,86228.0,86193.0,85789.0,85687.0,85651.0,85385.0,85042.0,85346.0,85074.0,85018.0,84851.0,85081.0,84949.0,85128.0,85093.0
3.0,111701.0,145721.0,137745.0,136591.0,137844.0,87470.0,85653.0,85118.0,84699.0,84733.0,84331.0,84216.0,85027.0,84781.0,84573.0,84239.0,83818.0,84257.0,84172.0,85969.0,84183.0,84094.0,84203.0,83621.0,86287.0,106726.0,84826.0,84816.0,84591.0,84336.0,84216.0,84199.0,84231.0,84258.0,84042.0,83947.0,83917.0,83968.0,84381.0,84042.0,84125.0,84586.0,84414.0,84516.0,84532.0,85167.0,85555.0,85421.0,88119.0,108478.0,86968.0,85872.0,85766.0,86144.0,85592.0,86095.0,86257.0,85993.0,85902.0,85007.0,86615.0,86578.0,86709.0,85894.0,85868.0,86698.0
4.0,110860.0,145610.0,138122.0,136424.0,137988.0,86648.0,85348.0,84626.0,84361.0,84158.0,83977.0,83836.0,83932.0,83420.0,83541.0,83777.0,83593.0,86145.0,108071.0,84703.0,84907.0,84707.0,84803.0,84750.0,84765.0,84704.0,84593.0,84381.0,84263.0,84120.0,84037.0,84165.0,84250.0,84031.0,83942.0,83964.0,83935.0,83990.0,84066.0,83886.0,83671.0,83927.0,83875.0,87221.0,108730.0,85894.0,85688.0,85537.0,85262.0,85929.0,85608.0,85247.0,85087.0,84942.0,85158.0,85189.0,84764.0,84679.0,84666.0,84484.0,84737.0,84598.0,84696.0,84453.0,84452.0,88475.0
5.0,116517.0,145647.0,137790.0,137007.0,134858.0,88719.0,137457.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
6.0,117297.0,143899.0,145272.0,135374.0,133313.0,87558.0,87405.0,86636.0,86550.0,86167.0,85791.0,85994.0,86180.0,85525.0,85710.0,85713.0,85526.0,85471.0,85888.0,85768.0,85414.0,85306.0,85463.0,85346.0,85324.0,85368.0,85182.0,84897.0,84467.0,84692.0,84489.0,85905.0,84953.0,84457.0,84459.0,86488.0,105865.0,84155.0,84320.0,84416.0,84409.0,84512.0,84424.0,84351.0,84519.0,84708.0,84883.0,84788.0,84793.0,84423.0,87259.0,109670.0,86588.0,86276.0,86245.0,86025.0,88343.0,86416.0,85613.0,85669.0,86166.0,85832.0,86032.0,90667.0,86499.0,100000000.0
8.0,115745.0,145523.0,138092.0,136888.0,134655.0,88466.0,86118.0,85499.0,85491.0,85126.0,84877.0,84720.0,85860.0,84794.0,86029.0,84490.0,85551.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
9.0,117663.0,144890.0,137890.0,137207.0,134489.0,88068.0,86233.0,85619.0,85359.0,85523.0,84756.0,84951.0,85370.0,85115.0,85613.0,85117.0,85067.0,84912.0,84590.0,84581.0,84690.0,85135.0,87555.0,105295.0,84275.0,84078.0,84117.0,84127.0,84397.0,84769.0,84678.0,87836.0,85486.0,85574.0,84929.0,84775.0,84520.0,84260.0,84288.0,84600.0,84502.0,84680.0,84605.0,84431.0,84786.0,87996.0,108829.0,87463.0,87164.0,86987.0,86339.0,86543.0,85799.0,85678.0,85554.0,85479.0,85425.0,86171.0,86396.0,85610.0,85869.0,87851.0,85756.0,85779.0,85722.0,100000000.0
10.0,112932.0,146123.0,137915.0,136817.0,136357.0,87482.0,85869.0,85259.0,85373.0,84409.0,84529.0,84516.0,84405.0,84781.0,84763.0,84374.0,86607.0,108297.0,85312.0,85018.0,84962.0,85306.0,84831.0,85232.0,84891.0,84890.0,84871.0,85001.0,84606.0,84888.0,84816.0,88058.0,85441.0,85314.0,84868.0,84713.0,84459.0,84330.0,84528.0,84578.0,84462.0,84670.0,84465.0,84134.0,85198.0,85909.0,88057.0,106167.0,86000.0,86563.0,87259.0,86815.0,86148.0,86491.0,85990.0,85793.0,86317.0,86838.0,86390.0,85718.0,85695.0,85714.0,87171.0,85558.0,85747.0,100000000.0
12.0,118808.0,144466.0,137976.0,137120.0,134640.0,87978.0,87374.0,85728.0,85876.0,85505.0,85056.0,84841.0,85231.0,84793.0,85033.0,85462.0,85159.0,84962.0,85000.0,86226.0,88174.0,106025.0,84997.0,84944.0,84809.0,84757.0,84661.0,84814.0,84772.0,84550.0,84468.0,84821.0,84643.0,85174.0,85036.0,84851.0,84746.0,84297.0,84557.0,84423.0,84286.0,84357.0,84526.0,84655.0,84649.0,87314.0,108022.0,87127.0,87167.0,86879.0,86700.0,86522.0,85693.0,85412.0,85484.0,85159.0,85179.0,85597.0,86505.0,85892.0,87266.0,86134.0,86294.0,86226.0,86309.0,100000000.0
