driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
1,96989,89507,88836,88472,88811,88170,88092,87797,87804,87830,87388,87574,87778,87222,87026,86952,86547,86602,86654,86351,86416,86791,108474,91679,87232,87741,88291,89764,87662,87450,87496,87566,87914,86653,86615,86628,86682,87183,86500,86937,86612,86507,108312,90673,87247,87784,88250,88849,89639,89712,89317,88918,88676,88429,88686,88462,88214,89002
2,96447,89203,88245,87945,87874,88217,88130,88297,87858,87743,87173,87753,87845,110313,93887,88556,88563,88070,88171,87824,88086,87995,87475,87744,88027,87696,87871,88082,88244,88164,87711,89249,88075,87714,87617,87170,86722,108442,92656,87898,88332,88011,88381,88509,88283,88616,88027,87744,87722,89079,87990,88136,87490,87854,87780,87657,88385,88785
3.0,104728.0,91985.0,90997.0,90520.0,90395.0,90486.0,90111.0,89860.0,89707.0,89814.0,89326.0,89730.0,89415.0,89190.0,89102.0,88881.0,88759.0,88822.0,89018.0,88185.0,88196.0,88619.0,88514.0,88740.0,88605.0,87820.0,107132.0,93497.0,88477.0,89569.0,89273.0,88903.0,88935.0,88673.0,88798.0,88479.0,86890.0,87071.0,86821.0,86721.0,106787.0,92988.0,89631.0,88690.0,88890.0,89147.0,89572.0,88627.0,88655.0,89002.0,88639.0,88602.0,88300.0,88216.0,88264.0,89768.0,89695.0,100000000.0
4,97902,89415,89062,88911,88440,88475,88534,88156,87968,87837,87160,87360,87269,87436,87048,86859,86647,86340,86323,86314,86375,107849,91395,88077,87653,87887,87750,88939,88495,88223,87390,87215,87794,87131,86922,86700,86642,86493,86686,86377,86454,86590,86817,86499,104136,92352,87438,88614,88021,88466,88789,88112,87987,87987,87631,87858,87787,89025
5.0,104250.0,91761.0,90726.0,90554.0,90517.0,90483.0,89911.0,89817.0,89854.0,89635.0,89098.0,89881.0,89343.0,89392.0,88980.0,88957.0,88781.0,88642.0,88572.0,88232.0,88614.0,88918.0,88520.0,88794.0,88197.0,87975.0,108294.0,94982.0,89028.0,89245.0,88533.0,89227.0,88761.0,88512.0,89174.0,89051.0,88793.0,89883.0,88545.0,94101.0,88822.0,88281.0,87728.0,87592.0,87791.0,106143.0,96012.0,91914.0,96714.0,91212.0,89729.0,89051.0,89277.0,89380.0,90176.0,90166.0,89589.0,100000000.0
8,95000,88580,88185,87502,87199,87270,87075,87309,87098,86577,86208,86845,86716,86303,86446,86404,86957,86712,107896,92709,87392,87600,86941,87225,87139,87224,86899,87072,86524,87060,88193,87539,87159,87234,86832,87368,87432,86172,86591,85929,85235,105202,92292,87631,87635,87832,89195,88256,88256,88785,88902,88985,88758,88493,88498,88681,88852,90766
9.0,98833.0,89816.0,89357.0,89126.0,89121.0,88777.0,88714.0,88552.0,88422.0,88119.0,87796.0,88147.0,87539.0,87104.0,87099.0,86883.0,86805.0,86780.0,86642.0,86684.0,107521.0,94047.0,87864.0,88159.0,87892.0,88166.0,88288.0,88288.0,88203.0,87989.0,87866.0,89290.0,87787.0,88080.0,87376.0,87116.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
11.0,103528.0,91303.0,90831.0,90425.0,90308.0,90606.0,89798.0,90145.0,89970.0,89538.0,89154.0,89410.0,89179.0,88790.0,88860.0,88582.0,88515.0,88596.0,88492.0,88487.0,89922.0,88752.0,88880.0,110098.0,94614.0,89341.0,89414.0,90454.0,89477.0,89458.0,89485.0,89835.0,89172.0,88617.0,90035.0,89095.0,88759.0,88553.0,88526.0,89527.0,88933.0,115020.0,95173.0,88897.0,89633.0,89572.0,89646.0,89760.0,89655.0,90170.0,89277.0,89356.0,89249.0,88987.0,88843.0,90177.0,90627.0,100000000.0
13,108584,92817,90105,91104,91292,90315,90505,91153,90724,90063,90024,90566,90178,90272,90280,89468,87625,87489,87272,87150,87275,87338,87278,87289,87819,87574,87425,87044,112000,94688,89109,89161,89128,89533,88997,88596,89689,87964,88083,88857,87922,87909,87596,87541,87702,87231,87633,87806,87353,89891,88228,87917,87363,88550,88341,88062,88543,88154
14.0,107538.0,91894.0,91457.0,91608.0,91344.0,91638.0,90302.0,90656.0,90972.0,90415.0,89811.0,90525.0,90337.0,90106.0,90474.0,89954.0,90031.0,89494.0,89468.0,89185.0,89331.0,89060.0,89876.0,88622.0,88560.0,89371.0,89645.0,111993.0,95670.0,89216.0,89194.0,90113.0,91731.0,88784.0,88462.0,88437.0,88239.0,87858.0,87955.0,88051.0,87976.0,87762.0,87740.0,87706.0,87834.0,88150.0,105878.0,93872.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
