driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
14,92699,90401,90102,91348,105239,90082,90235,91741,90933,90745,91405,91641,90064,89630,90160,90597,90555,90569,90071,90663,91295,91450,90484,89865,90027,89947,89983,90773,90574,92165,90257,90980,111465,90472,90826,91196,90856,91107,93536,91229,91535,91369,91201,91128,91400,91361,91495,90535,90127,90330,91442,90533,99528,90054,88996,88562,89892,88468,88764,88927,90246,88942,93169,91629,89759,98441,97558,100238,90887,89847,90614,91582
15.0,104229.0,93916.0,94089.0,94075.0,93757.0,94218.0,94962.0,93226.0,93569.0,93464.0,93491.0,94443.0,93616.0,92850.0,93054.0,92468.0,92169.0,91964.0,91194.0,91120.0,92216.0,91949.0,91226.0,91026.0,90876.0,93417.0,91497.0,90985.0,91267.0,93767.0,92901.0,94958.0,92262.0,92212.0,91400.0,91189.0,93294.0,92353.0,93099.0,116127.0,92527.0,95033.0,93785.0,94295.0,94204.0,95919.0,93613.0,94245.0,93569.0,93403.0,92645.0,93220.0,94912.0,92803.0,92013.0,91526.0,91946.0,91379.0,91385.0,92941.0,93573.0,94423.0,91954.0,96173.0,101516.0,98415.0,94066.0,94285.0,91853.0,92862.0,100000000.0,100000000.0
21,100661,93079,93368,92638,92203,92766,92216,92057,92016,91730,91923,91554,91747,91052,91253,91847,91131,90198,90897,90742,90207,89897,89856,91598,92353,89674,91004,89269,89268,89469,89151,88898,91208,90161,89816,89927,89954,111284,90143,90627,91111,91128,91496,91448,92212,91026,91205,91258,89411,89908,90939,90872,90154,89372,89936,90543,90072,89892,89398,90118,90568,90018,93797,91739,89691,100404,109037,96405,90534,88507,89704,93868
22.0,102454.0,93707.0,93588.0,93561.0,93428.0,93885.0,92913.0,92358.0,93275.0,92981.0,92532.0,92161.0,92029.0,91925.0,92056.0,91961.0,91857.0,91347.0,91930.0,91473.0,91019.0,91109.0,90894.0,90899.0,91040.0,90712.0,90656.0,90786.0,90923.0,91491.0,91466.0,90493.0,90558.0,90785.0,90458.0,90408.0,90443.0,91021.0,90504.0,90519.0,121048.0,91962.0,92221.0,91954.0,92155.0,119822.0,93007.0,92580.0,91799.0,92341.0,92985.0,91846.0,91841.0,91372.0,91830.0,93774.0,94145.0,93243.0,91990.0,91957.0,92506.0,92864.0,92979.0,92506.0,102447.0,109135.0,98854.0,93313.0,92423.0,94850.0,100000000.0,100000000.0
23.0,103314.0,93370.0,94167.0,93059.0,93389.0,93892.0,94082.0,91792.0,92832.0,92869.0,92814.0,92282.0,92274.0,91906.0,91989.0,91742.0,91541.0,129348.0,115280.0,91863.0,92289.0,93763.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
25,99553,92505,92966,92631,93241,92264,91564,92302,92357,91139,91455,91243,91130,91134,91167,91326,91093,90886,90601,90725,90874,90123,90218,91229,90284,90104,90184,89889,89975,89755,90028,89862,91926,90106,90309,90109,89659,89833,88179,88405,112016,90029,90492,90948,91626,91208,89784,89719,89444,89226,89861,89765,88974,89095,88454,90861,89267,88673,88894,91705,90822,90167,90633,90569,89424,112010,97838,93419,91769,90540,90843,93902
30,94713,91114,89514,89864,91832,90049,89867,89607,89798,89626,89750,89285,89356,89615,89524,88990,89326,89907,89708,89478,89404,88537,88448,90282,88644,88787,89032,88552,110076,88669,89025,88928,90036,89218,89447,89470,89257,88941,88999,89355,88840,88893,89085,88780,88793,89386,89959,88820,88829,89903,88717,88582,88272,108844,88852,88607,88822,88895,88876,89744,89080,90067,89671,91064,89537,90548,107481,98058,93762,90736,89130,93512
35.0,98390.0,92618.0,92010.0,91337.0,91928.0,91379.0,91460.0,91316.0,91018.0,90928.0,91116.0,90226.0,90537.0,90368.0,90654.0,90665.0,90259.0,90972.0,89743.0,90875.0,91375.0,91515.0,90080.0,90131.0,89872.0,90088.0,90000.0,91278.0,91113.0,91611.0,90446.0,90640.0,91019.0,89727.0,89694.0,89952.0,90317.0,114749.0,93665.0,91599.0,91409.0,91511.0,91207.0,91131.0,91539.0,91339.0,91225.0,90522.0,90249.0,90537.0,91423.0,90516.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
44.0,105246.0,94375.0,93500.0,94406.0,93490.0,95859.0,93745.0,93299.0,93118.0,93534.0,92975.0,92368.0,91348.0,93227.0,91562.0,90756.0,90878.0,94045.0,90394.0,90057.0,89908.0,89953.0,90331.0,90557.0,93369.0,91622.0,91520.0,91309.0,91149.0,91178.0,90354.0,90692.0,90421.0,90468.0,90586.0,90100.0,91932.0,90544.0,90032.0,90284.0,90344.0,91344.0,112729.0,90549.0,90855.0,90912.0,91209.0,90680.0,90123.0,90426.0,90694.0,90238.0,91723.0,90144.0,91246.0,90744.0,91295.0,89201.0,89477.0,90183.0,91165.0,91370.0,94267.0,90589.0,93864.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
49.0,96230.0,94553.0,93246.0,93146.0,93371.0,91832.0,91925.0,92203.0,91883.0,91675.0,91370.0,91099.0,91290.0,91303.0,91075.0,91303.0,91221.0,90901.0,90429.0,90517.0,90458.0,90533.0,90526.0,91166.0,90028.0,90380.0,90099.0,89947.0,89728.0,90070.0,89662.0,90360.0,91842.0,90223.0,90257.0,89972.0,89592.0,90038.0,141471.0,90600.0,91091.0,91158.0,93801.0,115624.0,91590.0,91465.0,92246.0,90942.0,92194.0,91130.0,90443.0,90917.0,91297.0,90580.0,91185.0,90806.0,90498.0,90413.0,90269.0,91425.0,90875.0,91088.0,92483.0,91392.0,96842.0,99001.0,95395.0,92705.0,91793.0,91351.0,104250.0,100000000.0
