driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
815.0,3702636.0,145293.0,103995.0,104108.0,104545.0,103100.0,102157.0,102360.0,102796.0,103038.0,102949.0,103449.0,103357.0,102535.0,101654.0,102492.0,102556.0,102463.0,101863.0,101751.0,101442.0,101675.0,101677.0,101856.0,101771.0,100531.0,121479.0,99905.0,99561.0,99778.0,99494.0,99420.0,99630.0,99621.0,100078.0,100452.0,100317.0,99718.0,99622.0,99439.0,98716.0,98908.0,98954.0,99265.0,99154.0,101579.0,99785.0,99637.0,100186.0,100265.0,100039.0,100000000.0
817,147630,3692106,103250,102136,102091,102828,101899,102270,101569,101044,101326,101166,100573,100676,99220,119113,99030,99645,99459,100220,99993,99340,99230,99347,99342,99465,100162,100102,99094,100177,99993,99172,99018,98459,98837,98942,99110,99213,99604,99493,99228,99185,99105,99139,99313,99290,99560,100004,100042,99696,99690,98993
818.0,178411.0,3667384.0,104220.0,103912.0,102612.0,103078.0,102825.0,103161.0,102984.0,102902.0,102879.0,102261.0,101570.0,101788.0,101632.0,101316.0,101378.0,101478.0,101487.0,101397.0,101228.0,101238.0,102804.0,101137.0,100950.0,101490.0,99864.0,121487.0,99313.0,99869.0,99578.0,99388.0,99661.0,100093.0,99686.0,101556.0,100907.0,99475.0,100194.0,99897.0,99588.0,99414.0,99364.0,99261.0,99433.0,99672.0,99637.0,99425.0,99551.0,101306.0,100062.0,100000000.0
820.0,152665.0,3803459.0,116769.0,102788.0,102565.0,103077.0,102863.0,103023.0,103134.0,103243.0,103074.0,103043.0,103064.0,103015.0,103561.0,104045.0,103410.0,103177.0,103655.0,102531.0,102651.0,103326.0,103835.0,102686.0,102089.0,102804.0,102765.0,104189.0,102051.0,124370.0,101523.0,101345.0,105634.0,101342.0,101050.0,101386.0,101822.0,101250.0,100893.0,100824.0,100932.0,100462.0,101198.0,101178.0,101490.0,101389.0,101045.0,103626.0,101839.0,100399.0,100000000.0,100000000.0
821.0,160601.0,3681464.0,104377.0,104500.0,103721.0,103425.0,102566.0,103385.0,106694.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
822,150817,3689718,102163,101217,101475,101238,100814,101304,101334,100951,100975,100625,100225,100186,100195,99901,99689,99749,99950,99720,99671,99564,99743,99601,99767,99582,99489,99274,99427,100325,99363,118086,98274,98264,98279,98541,99031,98459,98402,98907,98530,98370,98464,98345,99089,99212,98959,99126,99342,99238,99282,99977
824.0,153990.0,3687269.0,104100.0,104370.0,103950.0,103325.0,102620.0,104053.0,104239.0,102936.0,104305.0,104379.0,103577.0,104687.0,103246.0,103987.0,104007.0,103326.0,102874.0,102560.0,102545.0,102184.0,101934.0,102384.0,102124.0,102261.0,102765.0,105001.0,101300.0,123644.0,100635.0,100361.0,100560.0,100502.0,100714.0,101407.0,102070.0,100821.0,100909.0,100372.0,100444.0,102647.0,100179.0,100928.0,102664.0,101847.0,101010.0,105021.0,100868.0,100674.0,99961.0,100000000.0
825,137733,3700135,102406,101510,101663,101421,101431,101127,101031,101079,101221,101188,101454,101383,101848,101039,101189,101158,100989,101267,101086,100721,100867,100853,101989,101453,100259,119274,99063,100024,99459,98677,99038,100149,99223,99391,99285,99517,99895,99513,98938,98899,99080,99365,99453,99330,99909,99575,99423,99641,99676,99360
826,149520,3690660,103456,102185,102117,102674,102058,102272,102510,102398,102584,102052,102113,101288,120741,100069,100411,101269,100401,100579,100301,100599,101171,100673,100116,100374,100544,100607,100664,100934,100781,100192,100761,100253,99211,120254,99310,98918,99154,99157,98863,98610,98786,98804,98407,98915,99468,98940,98805,99093,98960,98452
828.0,169542.0,3674941.0,105240.0,105280.0,104779.0,105943.0,104319.0,105587.0,104383.0,104415.0,130389.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
