driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
44,86136,82550,82094,81889,82819,82364,82111,81874,82208,82377,81678,81803,81447,81514,81459,81569,81822,81478,81605,81403,89057,117091,101626,100947,112148,133932,155413,155097,149376,147746,146023,146609,146994,145601,147911,98185,95486,95303,94842,94294,93967,94580,94723,94334,94739,94167,94330,93659,94248,95993,96000,94036,93598,94162,94007,94072,96484,110740,94648,93214,93275,94674,95847,93731,93292,94356,94077,97364,94164,95979,96619,97914
48,94466,85964,85424,86090,84653,84026,84254,83704,83869,83864,83239,83597,82844,83452,83627,83367,83375,83250,83259,85817,102263,128271,102447,105935,116661,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,84779,82026,81699,81354,81544,81388,81108,81550,81758,81851,81787,81091,81264,81328,82491,81433,80994,81053,81563,81496,84204,105440,123191,100221,111359,136785,156109,154757,149475,147656,146291,146689,147212,145641,147717,97651,95568,95092,95655,94252,93741,94894,94743,94597,95043,93672,94210,94061,94290,93790,94452,94195,94162,94993,93497,93055,93665,92940,93013,92616,98852,91110,91173,91212,91110,91046,89776,90499,91424,92931,94396,96663
55,83671,82530,81415,81342,81279,81438,81360,81403,81571,82380,81513,81187,81214,81476,81364,81273,80848,81111,83029,81066,83751,104455,121402,100943,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
56,92728,86526,82825,82474,82499,82735,83189,82296,81743,82412,81056,81208,81580,80468,80456,80421,80328,80512,81081,80442,88584,154762,97279,100377,111192,125198,133988,154047,148861,147749,146429,147389,145480,145239,150603,100387,94328,94385,94510,93505,93905,94169,92620,93345,94284,94304,94041,93925,94121,98439,111833,92869,95082,101145,92981,93408,92172,93170,92634,93402,92303,92907,92012,91014,92474,92056,92489,94492,95001,97928,98241,99207
57,87608,82057,81718,81710,80809,80850,80940,81459,81919,81020,81234,81035,81364,81351,80635,81193,80894,81056,80812,79758,82604,107803,121277,100555,113327,138160,156279,155091,149740,147632,146285,146574,147220,145386,148319,96929,95740,102855,94631,94445,94145,95289,95227,94388,92493,93312,93362,94072,93922,95146,93477,93280,92524,95111,93303,93091,91527,92063,93238,90475,90743,90053,89304,90024,93268,107968,89720,91413,92445,93683,96478,100617
64,89771,83081,82629,82695,83395,82720,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,89331,88987,85608,103748,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
68,93672,86400,85149,85464,83247,83260,83245,83128,83505,83125,83170,82818,82876,82853,82729,82709,82992,82867,82664,83595,100201,153676,102734,109796,127413,129167,118435,116291,134365,141823,146723,147422,146512,145078,144495,104927,100375,100286,98924,98528,98712,98913,98978,98085,97746,98242,97838,97683,98247,97677,97729,97528,114782,98837,97920,96438,97433,96215,97794,97282,95603,94739,93715,93746,93800,94199,94814,95044,101430,101371,101901,inf
69,94124,86677,85529,84988,84068,83392,83653,83346,83815,83655,83230,83211,83048,83057,82928,82900,82962,83313,83006,84247,94433,120858,127892,106625,134819,125600,117286,112939,138611,148150,147001,147338,145872,145054,145379,102146,98563,96971,97213,97480,97252,97271,97271,97448,97484,97741,96572,97051,97083,96291,96743,95866,95666,96101,96734,95813,96016,95546,95473,95180,94966,94122,94072,96198,94568,94265,100987,111490,97624,99369,101579,inf
70,91560,85698,82598,82437,82965,82594,83104,82301,82864,82870,83283,82603,82724,82350,82354,83443,82543,82238,81983,82895,90481,117518,130672,105371,122465,130440,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
71,92134,86576,82755,82336,82727,82628,83216,82420,83081,82933,82575,82527,82855,82161,82549,82862,82446,82273,82021,82882,94589,253789,155906,137006,146943,154363,149201,148394,145795,147966,149519,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
