driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
1,120323,112860,111779,114055,112279,112273,111387,110886,111404,111461,111096,108305,127002,104017,103156,101643,100996,101244,99877,99827,99210,99222,99580,96235,116700,97630,98858,98287,98247,98016,98119,97412,97814,97726,97809,98139,94517,114254,96180,96801,96453,97309,96782,97158,96961,98494,97400,98396,98476,98255,98670,99202
2,127102,115306,115466,114912,115023,114858,114692,114305,114567,109990,132140,109497,107707,105326,103569,103174,102884,102663,101710,100676,100092,100177,100106,99696,100414,101084,100875,100717,100073,96523,116227,99284,97737,97576,97576,97324,97117,97496,97368,97299,97606,97324,97271,97416,97690,97435,97799,97714,97980,98610,99119,100446
3,124247,115650,115107,115158,114936,113829,113214,112444,113571,112366,112311,108646,127325,104861,103505,102885,102083,101176,100898,100780,100676,100194,101180,99907,99522,99011,99745,99287,98764,96719,116531,97073,97624,97494,97541,97472,97244,97359,97323,97345,97101,97357,97497,97918,97936,97931,98419,98141,98021,100165,98873,99499
4,118128,112701,112088,111649,112426,111616,111205,111149,111596,110589,110512,107628,131790,105535,104523,101710,100985,101939,99881,99949,98803,98761,98986,98456,98450,97541,95551,116602,97069,96803,96122,95769,96328,96622,97472,96118,96415,96710,93391,113377,94908,95334,95880,95708,95740,95834,96161,95451,96335,96883,98066,101951
5,129778,130404,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
10,130928,117849,117798,116833,116888,116147,116006,115938,115582,115931,111648,135440,115729,110072,108548,107307,105985,108280,107123,106914,104348,103011,103098,102423,101885,104810,103173,102369,102156,98275,124892,100821,99904,100067,100898,100416,99846,100038,101726,100999,101960,100182,99849,103448,103218,103003,101837,100847,99811,102202,inf,inf
13,119962,112173,111896,112194,112379,112449,111731,111701,112238,111193,111296,111977,106807,126862,104646,102895,101503,100462,101299,100178,99520,99089,99091,98960,98703,96118,116466,98055,98135,98331,97325,97098,98405,97570,97795,97798,97642,97677,99146,99914,95094,113561,96155,95544,96293,95890,95792,95915,95474,95662,97413,98734
15,131753,119282,118269,116521,116186,116412,116100,115923,115491,115981,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16,123376,115928,114558,113145,112995,113139,112806,113173,113584,111961,107891,133930,107958,104466,103369,102870,102028,101370,100792,100486,100821,101221,101071,101454,96398,119057,100437,99797,99690,99543,98994,98184,99236,98186,98378,98232,98520,98099,98735,95301,118987,96744,97027,97153,97234,96996,97244,96851,97151,97625,97735,98982
17,115759,112126,111944,111713,111913,112539,111653,112585,111588,109988,110005,108704,128194,104828,102571,102018,102376,100891,100253,99796,99882,100179,99299,98830,98897,96771,121532,98086,97394,97558,97519,97384,98952,97643,98020,97942,97469,94503,115078,95674,97090,95905,95717,96276,96709,96358,96241,95843,95665,95968,97879,98436
