driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
18,119638,115714,113023,113629,112812,113078,112975,112315,111750,111532,107865,127490,106073,106568,102783,101475,101136,100916,100958,99969,99707,99235,99283,99194,98940,96032,116955,98215,97869,97981,96982,97284,97461,97269,97197,97266,97335,97379,93666,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
20,114623,110924,110838,111013,111421,111692,111323,110939,110510,110371,110300,110165,107383,128736,104617,101672,101555,100102,100290,99912,99317,99488,99210,99048,98818,98529,96102,124626,97346,97756,97852,97464,97884,97871,97572,94551,113211,95565,96247,96419,97229,96853,96295,96380,96633,96764,96826,96782,96738,97039,98385,98521
22,130379,115552,115318,115968,115793,114836,115108,114775,114113,115555,110333,132258,108601,105392,104450,104031,103159,102188,101580,101023,100694,100461,100304,99945,99904,99893,100489,100299,100384,100272,98389,117234,97330,97074,97476,97172,96927,96733,97689,97520,98455,97875,98088,98221,97963,98214,99016,99005,100177,99183,99474,inf
24,131410,119186,119494,119019,119128,118220,117816,118156,117782,117575,114120,137424,109779,107537,107034,107976,107063,106729,107824,104167,105265,106233,103498,102866,104309,106693,103112,102330,103572,103295,99117,120897,101780,100838,100740,102322,101149,104476,102860,100524,103433,101134,100647,102040,100835,100612,100755,100941,101870,107559,inf,inf
153,127697,116303,115254,115423,116185,114772,113768,112910,114176,113692,111275,108377,126545,105430,103428,102976,102783,102755,101891,100932,100198,100421,99934,99600,99888,100880,101059,100770,99989,99421,96197,116651,98607,97422,98132,97424,97249,97160,97426,97657,97247,97232,97641,97562,97338,97852,97867,97977,98227,98923,99213,100568
155,121207,115097,113761,113531,113374,113312,112885,113182,121055,112044,108355,136722,108830,105540,104153,103824,103042,102677,105298,98113,127383,101233,100703,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,122353,114523,114230,113740,113573,112871,112961,112661,120764,135400,109012,107844,105788,104491,103475,99067,127302,101199,101440,101311,100646,100324,99750,99470,99191,98826,100224,99213,99162,99315,95755,116292,97499,97034,97823,97158,97294,97406,97266,97275,97670,97369,97433,97641,97521,97578,97929,98195,98491,99333,99316,99704
808,127377,116413,115188,115440,115558,117195,115236,114457,114211,114105,111254,131687,107461,105335,103675,102530,101687,101918,101432,101228,100753,101989,99828,100057,99186,99014,100980,99853,99451,100090,98911,98624,98490,98574,98881,98426,98600,95144,117621,96308,97023,96844,96873,97123,97239,97179,96936,97179,97222,97224,97657,99211
813,122902,116067,114531,116000,114803,116822,114854,114303,114524,113561,108424,132350,108084,105311,103968,102695,102510,102977,103618,103363,100856,100962,100798,96487,118358,100600,98866,99452,99875,99380,99967,99248,99061,99208,96375,117119,99366,97492,97292,97543,97036,97413,97253,97228,98924,97604,97037,97185,97300,97574,98572,inf
814,120926,114983,113324,113582,113059,113295,113311,112653,112253,112103,113825,107746,129634,104715,103561,102785,102261,101633,101381,101383,101037,101307,101116,97451,138918,103170,130528,101246,100581,101026,102455,101657,100986,99469,99188,99996,99084,100026,99005,99267,98880,100565,98648,98565,98847,98992,98193,97936,98916,99087,98877,inf
815,126739,114929,113907,114911,115201,113731,113139,112942,113098,112726,112332,108813,127051,104907,103922,102653,101838,101662,101048,100976,99958,100129,101085,99862,99751,100031,99659,99386,98288,98139,97987,97020,115481,96943,96656,97589,97102,97674,97352,97081,97437,97202,97615,97516,98129,98048,98107,98994,98313,100671,100123,100933
816,132334,120009,119094,118462,119051,118241,118289,117898,117808,117542,114638,137782,109502,107750,106557,107419,107074,107319,105928,103950,103632,108328,103148,102510,102531,107422,103926,100224,121340,100560,100836,101004,100875,102028,101197,101249,101056,100830,101026,104075,101122,101411,102346,101777,103212,103487,102025,101688,101434,102435,inf,inf
817,133431,119855,119529,118696,119303,119128,119363,119290,118093,118469,117990,113028,136715,118527,108743,110918,109399,117360,106590,104584,108139,104157,103643,103535,105261,103668,103125,101487,123688,100910,101316,102418,101455,103991,101780,103051,101889,106692,104063,103540,102049,104301,102514,103863,108339,106718,106006,106247,106610,inf,inf,inf
67,128553,116304,115500,115077,114924,114652,114035,114668,113963,113539,108957,132323,108098,105061,103890,102835,102018,102076,102409,101820,100546,100602,100425,100224,97345,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
