driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
1,86226,80852,80720,80241,80383,81588,80450,80187,80288,80301,80343,80844,80564,80855,80423,80502,80077,81465,80264,80124,79869,79872,79807,80129,81177,80755,79876,79903,79854,79748,81014,80148,81076,81254,80224,80391,80379,96182,82938,80090,79867,78676,79970,80234,79505,80258,80042,80007,80584,80257,79596,79790,79884,80001,79936,80241,79702,79833,80078,79139,79391,79290,79399,93047,131321,121137,120814,130428,135140,115272,83727,80357,79525,79402,78811,79313,78987,80129
3,87110,81495,80988,80688,80538,81401,80690,80535,80625,80280,80267,80485,80540,80673,80523,80663,80713,80884,81534,80252,80016,80016,80020,80129,80784,80853,81525,81250,80642,80626,80503,79937,80512,79995,81169,80361,97307,83331,79716,79504,79697,79847,80512,80475,80058,80246,80190,81040,80052,80072,80193,80267,80385,80380,80916,80793,79990,80020,80023,80625,80209,80016,81173,99578,103378,121594,120939,130541,134446,116858,82014,79204,78603,78829,78607,78599,79156,79815
4,95437,84054,83214,83148,82804,86401,82520,81556,81171,81004,81283,81063,81142,81220,81082,81093,80815,80628,80768,80964,80854,81002,81312,81962,80848,80872,80663,80840,81502,81062,80589,103473,84701,81796,81421,80459,81046,80761,80467,80923,86202,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,90682,82504,82004,81631,81290,81456,81798,81129,80959,80575,80563,80696,80798,80434,81012,80849,81133,80509,81208,81368,80762,80633,80491,80926,80522,80528,80894,80628,80628,80685,80422,81010,81125,81565,81575,81958,96150,82952,81228,80414,80189,79932,80985,79851,80516,79938,79764,80019,80289,80116,80933,80479,80037,80193,80612,79874,79884,79905,79960,79818,79988,80066,79780,104083,104249,112037,121116,123012,135817,114534,84721,82824,80355,79651,79842,79927,79785,79990
13,171051,90617,87304,86522,83501,84387,82730,82368,82638,82202,82269,81300,81567,81419,81072,81178,81049,81317,81257,81036,81504,81188,81610,81152,81515,81921,84298,81953,83925,85009,86061,87360,81834,83255,82746,81859,82265,81884,99805,83689,80926,85155,82640,80623,79848,79870,79935,80263,80682,80904,80158,80339,80735,82340,81476,80427,80338,79958,80705,82617,81400,119733,105932,87163,120168,120436,98507,82766,82491,81155,81223,79764,81033,80968,80978,80734,81563,inf
18,94805,83564,83210,82076,83213,87491,81090,80985,80742,80749,81071,80718,80748,81161,80610,80738,80737,80666,80780,80768,80865,81156,82496,80797,80680,80715,80747,80923,80919,80611,80909,80658,80889,81159,98586,84249,80216,80175,80340,80261,80388,81020,81308,81640,80326,80386,80147,80269,80064,79897,80026,79909,80162,80206,80506,80473,80344,80444,80566,80216,80208,80078,86844,128020,97751,92337,102550,121735,132201,114661,84849,82254,80792,80232,79574,79490,79510,79827
20,87844,81800,81210,81149,80820,81162,81383,80333,80192,80420,80257,80490,80201,80446,80638,80549,80466,80949,81991,80244,80002,80075,80042,80071,80633,80773,81044,81271,80970,80932,80391,80263,80354,80236,81418,97356,81811,80458,80641,79858,79962,79158,80650,80280,80114,80188,80031,80878,80426,80240,80349,80316,80035,80304,80688,81826,79469,80126,79948,81059,81352,79741,79761,98970,103225,121254,120975,130291,135378,115831,83655,80196,79532,79271,78854,79095,79070,79265
154,96832,84350,83347,84145,82491,85498,83511,82375,81720,81551,81236,81120,81163,80809,81083,80978,98671,83754,83359,81549,81106,81376,81140,80577,80813,81548,81019,81104,81773,81718,81194,83961,81352,80933,81196,83412,81328,81334,80652,80483,81460,81753,81724,81311,80908,81158,81021,82233,83239,80912,80824,80877,81041,80995,81396,81742,81225,81446,84040,84050,80811,81059,110177,103133,112002,121526,122003,89317,85177,85102,86112,82335,81610,81371,80987,80931,80997,81269
807,146277,83706,80220,80534,80976,80743,80872,80934,80783,80696,80797,80802,81482,84229,83121,81154,80880,80678,81035,81000,81460,80764,81689,83788,82497,82366,84464,81353,81597,81449,98997,83415,80587,80527,81004,80846,80216,80086,80282,80135,80317,80690,80948,80336,80110,79921,80173,80336,80685,80205,80198,80163,80239,80328,80582,81053,80910,80998,80317,80141,80218,80372,98151,105476,115621,121331,121363,85158,81757,94033,85709,81547,81668,81373,81007,80849,81058,80870
813,93890,82707,82271,82468,84723,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
