driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65
2,91005,84173,84036,84112,84151,84195,84452,84326,84195,84157,84037,83974,83763,83655,84254,83839,84007,83782,83666,83746,83886,84155,83785,83379,83243,83735,87018,105533,82860,83160,82925,82957,83109,83625,83709,83910,83946,83717,83422,83871,83393,87376,105927,83041,83182,83326,83129,83619,83231,83383,83427,83325,83341,83355,83151,83581,84503,83397,83883,84045,83000,83532,83539,83158,84363
8.0,88602.0,83676.0,83524.0,107667.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
11.0,93965.0,84993.0,84669.0,85337.0,84402.0,84476.0,84566.0,84969.0,84908.0,84198.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
13,91430,84508,84054,84200,84550,84451,84646,84443,84492,84137,83817,84092,84137,84284,84031,83812,83994,84163,83905,83748,84412,83776,83723,83855,83977,87808,106438,82186,82699,82774,83100,83646,83473,83789,83481,83585,83263,83386,83343,83330,83507,83508,83385,87078,106641,83457,84068,85311,84496,84075,84328,84461,84544,84363,84320,83825,83527,83306,83136,83211,83729,83278,82993,83231,84238
14,89765,83718,83953,83920,84169,84304,84002,84171,84148,84103,83774,84146,83810,83973,84045,83878,83487,83849,84178,83715,83600,83677,83308,83220,82959,82540,82462,82342,86566,105912,83470,83778,83973,82851,82772,82890,82731,82517,82586,82587,82420,82570,82734,82299,81931,87070,104469,82975,83229,82994,83281,82897,82860,82832,82929,82863,83032,83009,82711,82872,83321,83310,83279,83271,85597
15.0,90376.0,83865.0,83931.0,84072.0,84081.0,84342.0,84215.0,84355.0,84358.0,84056.0,83860.0,83948.0,83677.0,83945.0,84193.0,83726.0,83921.0,83463.0,83902.0,84027.0,83689.0,83441.0,86845.0,107572.0,82155.0,82555.0,82761.0,82793.0,82633.0,83344.0,83123.0,83165.0,83762.0,84472.0,84053.0,83417.0,83176.0,83130.0,82726.0,82696.0,82754.0,83282.0,87161.0,105757.0,82751.0,82934.0,83492.0,83306.0,83181.0,83707.0,83645.0,83928.0,84081.0,84245.0,84856.0,85002.0,86879.0,86186.0,86195.0,86830.0,89473.0,91850.0,102983.0,100000000.0,100000000.0
18.0,89178.0,83583.0,83797.0,83535.0,84372.0,83997.0,84241.0,84275.0,84245.0,83808.0,83913.0,83849.0,84049.0,83881.0,83899.0,83848.0,83516.0,83606.0,83941.0,83550.0,83322.0,83547.0,83365.0,87447.0,104106.0,82607.0,82709.0,83142.0,83619.0,83819.0,83840.0,83877.0,84103.0,85527.0,83853.0,85564.0,84137.0,83838.0,83613.0,83563.0,83393.0,87555.0,107595.0,83768.0,84423.0,84341.0,84471.0,85314.0,84204.0,84026.0,84353.0,84297.0,84653.0,84060.0,84006.0,87406.0,88514.0,87916.0,91788.0,94164.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
21.0,93382.0,84923.0,84493.0,85634.0,102599.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
23.0,87019.0,83048.0,83359.0,83433.0,83672.0,83571.0,83785.0,83975.0,83823.0,83533.0,83348.0,83526.0,83362.0,83290.0,83716.0,83079.0,82841.0,83112.0,83274.0,82917.0,83180.0,82899.0,82918.0,86647.0,104853.0,83758.0,82697.0,82734.0,90830.0,125661.0,83403.0,84712.0,84603.0,85804.0,85590.0,86436.0,85164.0,85098.0,85011.0,89156.0,110421.0,85962.0,84369.0,84791.0,85047.0,85223.0,87320.0,86882.0,85391.0,85446.0,84940.0,85119.0,85290.0,84881.0,84828.0,85163.0,85316.0,84685.0,86098.0,84668.0,84405.0,84556.0,84414.0,100000000.0,100000000.0
30,85460,82334,82966,83168,82534,82531,82756,83447,82342,82299,82287,83479,82436,82196,82329,82519,82045,82146,82709,81755,81732,82030,81661,81376,81356,85620,108341,83807,83095,82498,82284,81750,82126,81415,82185,82097,81454,81648,81862,81578,81829,82381,82247,82788,82056,81806,86867,106520,80355,83428,84456,83926,83054,83962,83854,84264,84737,84515,82789,82026,82687,83442,83197,83490,85652
31,87987,83473,83170,83736,83634,84635,84004,83904,83798,83531,83571,83313,83246,83837,83065,83170,82919,83114,82869,82945,83077,82649,82708,82451,86257,106057,82352,82813,83424,82995,83050,83267,83172,83363,83398,83339,82942,83335,82923,82748,82766,83178,82375,82516,86266,111058,81740,82306,82728,83153,82998,82853,83165,82983,82897,82985,83370,83411,82739,82809,82607,83223,83267,83518,84458
35.0,94862.0,85440.0,85061.0,86208.0,84632.0,84982.0,84430.0,84530.0,84777.0,84618.0,84610.0,84640.0,84023.0,84400.0,84206.0,84103.0,84282.0,84467.0,84621.0,83855.0,84428.0,84355.0,89409.0,107237.0,83463.0,83665.0,83121.0,83957.0,84274.0,84072.0,83600.0,84105.0,83837.0,83896.0,83697.0,84020.0,83451.0,83198.0,84372.0,83281.0,82986.0,83228.0,83039.0,82837.0,87416.0,106705.0,82827.0,83459.0,83400.0,83170.0,83265.0,83254.0,83556.0,83033.0,83096.0,83054.0,83510.0,83300.0,83171.0,83243.0,83587.0,83794.0,83429.0,83842.0,100000000.0
37.0,97068.0,85944.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
44.0,92939.0,84850.0,84531.0,85631.0,84588.0,84314.0,84326.0,84886.0,84584.0,84265.0,84098.0,84202.0,84079.0,83810.0,83946.0,83984.0,83836.0,83851.0,83985.0,83745.0,84248.0,83824.0,83427.0,88736.0,105466.0,82872.0,83529.0,83719.0,83821.0,83465.0,83443.0,83467.0,83394.0,83570.0,83595.0,84004.0,83360.0,83479.0,83405.0,84045.0,83347.0,83414.0,94666.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
49,92570,84867,84650,85090,84725,84352,84334,84937,84457,84129,84072,84151,83946,83803,84003,84000,83796,83998,83861,83563,83800,83862,83530,83678,83475,88032,107332,83780,84018,83643,83539,83389,83611,83609,83559,83731,83461,83360,83390,83736,83650,83175,82320,86156,107534,82698,82806,83415,83750,84005,84023,84374,84465,84397,84348,84352,83051,83333,83094,83212,83994,83415,83068,83342,84594
56.0,96435.0,85971.0,85944.0,86674.0,85343.0,85262.0,85552.0,85174.0,84944.0,84820.0,85471.0,85271.0,84467.0,84204.0,84850.0,84707.0,84654.0,84675.0,85324.0,84536.0,84462.0,84398.0,84340.0,84243.0,84209.0,88073.0,107477.0,84187.0,84270.0,84386.0,84369.0,86041.0,84800.0,84648.0,84683.0,84271.0,84433.0,84467.0,84298.0,85078.0,142963.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
59.0,94354.0,85430.0,84932.0,85461.0,84906.0,84516.0,85005.0,84694.0,84771.0,84440.0,84542.0,84446.0,84411.0,84262.0,84186.0,84274.0,84267.0,84377.0,84239.0,83901.0,83850.0,83860.0,83982.0,88007.0,108847.0,83507.0,84037.0,84209.0,84314.0,83890.0,83913.0,83914.0,83923.0,83733.0,83955.0,84206.0,85283.0,89906.0,152047.0,107843.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
63.0,95321.0,85509.0,105652.0,108042.0,83055.0,83901.0,83797.0,83991.0,83866.0,84063.0,84457.0,84653.0,84476.0,84143.0,84124.0,83659.0,84143.0,84535.0,85621.0,84285.0,84253.0,83508.0,83562.0,87723.0,110535.0,83936.0,83771.0,83583.0,83773.0,83897.0,84202.0,86583.0,84059.0,84314.0,84140.0,83940.0,83848.0,83598.0,83471.0,83846.0,83773.0,85558.0,83854.0,83967.0,87088.0,108189.0,82524.0,83346.0,83559.0,83717.0,83788.0,83854.0,84405.0,84989.0,84830.0,85085.0,85423.0,86082.0,84581.0,84770.0,84827.0,84354.0,84298.0,84901.0,100000000.0
66.0,95660.0,85624.0,85353.0,85989.0,84625.0,84813.0,84837.0,84754.0,84774.0,84452.0,84810.0,84618.0,84566.0,84421.0,84506.0,84414.0,84587.0,84455.0,84403.0,84369.0,84101.0,84165.0,88845.0,108282.0,83213.0,83746.0,83945.0,84101.0,84103.0,84273.0,84481.0,84597.0,84454.0,84254.0,85738.0,84397.0,84229.0,83942.0,83916.0,83750.0,83997.0,83579.0,83743.0,88128.0,110515.0,83160.0,83591.0,83917.0,84199.0,84060.0,83644.0,83723.0,83772.0,83670.0,83816.0,84108.0,83963.0,83563.0,83732.0,83752.0,84096.0,83681.0,83983.0,84151.0,100000000.0
