driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
63,91676,82221,82342,81848,82996,81440,81326,82406,82178,81403,82666,81956,81938,82007,81939,81652,81696,84914,100796,81932,82394,83401,81503,81799,81319,81853,81662,82003,82558,81715,81450,81656,83912,82061,81538,81173,81709,81549,82449,83253,83167,82111,81372,81461,86534,98776,80731,80710,81071,82272,82603,81492,81080,80914,83046,81750,85482,82595,82006,82468,82536,82538,82795,85846,83063,83276,85359,83850,85132,84264,inf,inf
64,88265,81955,81766,81712,81809,81475,80997,81192,81433,81257,81288,81386,81534,81698,82250,82480,81541,81941,81945,81860,82117,82576,82157,82245,81902,82556,82203,89448,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,92132,83698,82559,82662,82303,82192,82180,82128,82422,82650,82911,82380,82077,82347,81998,82267,82221,82263,82133,82805,82829,83629,82769,82793,82734,82887,82845,86661,100248,82951,81702,82650,84627,84144,81903,83229,81277,81262,81586,82477,82308,86358,82160,82763,84067,82726,82927,82979,82734,82755,82877,87343,98816,81888,84812,84177,82674,83318,83472,83019,82680,83894,86927,84929,83917,83972,84965,84885,84281,85419,inf,inf
69,93067,83260,84504,82934,82657,82377,82915,82906,82258,82652,82897,82848,83558,87792,105865,84263,84715,83988,82917,83285,83183,84056,83624,83552,84549,83365,82691,83006,82912,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
71,82464,79486,79241,79655,79401,79651,79673,79567,79646,79588,79059,79613,79791,79594,79709,79468,79534,79601,80851,80082,79500,79833,81365,79517,79543,80349,84046,99620,79042,79232,79586,79676,79876,80831,79621,79767,79886,79967,79480,78989,79218,79291,79313,80706,79455,79997,79763,79604,79248,78947,79611,80152,81882,96835,79025,79303,78938,79019,79581,78986,79173,80414,80548,79633,80375,80254,79928,80241,80534,79658,80380,83383
73,95513,84776,84037,82941,83660,82704,82853,82899,82749,82882,82864,83295,82302,82413,82422,82607,82373,82095,82772,82880,82157,84989,82969,86990,107366,83697,82904,82610,82335,82448,82835,82772,82798,83675,84346,83669,83178,83285,84601,83521,85019,85720,84681,84162,84089,83794,83539,87892,106973,84484,83773,83230,82719,82450,82489,84726,82768,82576,84135,83197,83586,83479,83830,84195,84437,83193,83280,83557,84020,inf,inf,inf
77,86639,81200,80578,80497,80616,80505,80671,80200,80674,80230,80074,81002,80100,80010,80246,79833,80058,79637,80008,79791,79716,79797,80701,83882,99927,80617,80108,79769,79741,80194,79887,80154,79984,81040,81945,80287,80321,79881,79944,79832,80039,79953,80637,80599,79953,83896,99096,79206,80004,79546,79738,79702,79813,80009,80307,80272,80587,80474,80874,80573,80592,81057,80407,81060,80991,81338,80695,80956,80598,80690,80730,80966
79,91181,82266,82175,81581,82165,81846,82014,82531,81713,81703,82544,81655,81711,81965,82100,81736,81761,82046,81623,81579,82007,81607,81609,82373,86449,99528,80989,81532,81519,81296,81832,83573,98066,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
83,94610,84801,83718,83094,82971,83118,82842,82860,83196,83030,85140,84107,83618,83811,83681,83917,83480,84779,83514,83174,83530,90066,106650,83274,83698,83181,83811,84403,85881,84398,84854,83510,83487,83941,83930,85428,85044,84056,83916,84397,85148,85524,83411,83174,83024,83049,87974,103817,85571,83852,83239,82997,84631,84011,86271,85740,83999,85880,84041,85155,86131,84940,84267,84695,83948,83759,84236,84579,85156,inf,inf,inf
84,87341,81548,81230,81172,80868,81003,81258,80965,80941,81284,80979,81417,81387,81604,81553,81470,81236,81307,81162,81403,81432,82070,85210,100062,80453,80635,80811,80835,80888,81199,80936,81061,81406,81243,80910,81571,81377,81590,81965,81530,80912,81079,81041,81369,81373,81584,81933,85064,102614,80728,80414,80578,80465,80644,82138,81581,81668,82174,81540,81264,81141,81200,81376,81441,81334,81532,81702,81777,82187,82118,83220,inf
85,93923,84818,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
