driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
14,87691,81702,81256,81383,81315,81236,80932,80806,80921,81015,81190,81172,81390,81635,81397,81512,81242,81259,81234,81179,81429,82134,81764,80239,84134,97385,79968,80384,80553,80377,80221,80519,80401,80676,80810,81530,80492,80372,80087,80158,80337,80551,80480,80565,81064,81018,80831,80502,83998,98382,81274,82293,80564,80416,80236,80435,80122,81094,80653,80275,81513,80787,80291,80701,81943,81232,80828,80452,81001,80957,80778,inf
21,93518,83448,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,88886,82008,81613,81702,81820,81646,81569,81616,81617,81120,81080,81368,81022,81419,82009,82516,81835,81705,81836,85140,99866,80377,80578,81150,80959,80767,80703,81336,81174,81172,81306,82065,81287,80952,81216,81375,80917,80931,80889,81076,81852,82138,81688,82277,83584,86681,99645,80134,82034,81466,81196,81165,81516,81523,80936,81373,82044,81480,81481,81453,81762,82137,82351,82670,84035,81813,82231,81880,82021,82039,82613,inf
35,85696,80745,80427,80361,80202,80182,80669,80267,80032,80011,80043,80089,80021,79854,79857,79891,80141,80524,80101,79971,80043,80357,80255,80253,80404,79717,79845,79044,79268,83434,100059,79203,79477,79387,79136,80369,79918,78971,79114,79721,80135,79041,79177,78830,79100,79472,78629,78610,82072,99639,79987,79195,78935,78954,79942,79879,79624,80696,79660,79577,79725,79898,79945,80136,80125,80480,80052,79461,79390,79209,80130,80158
44,89282,82225,81457,81569,81861,81638,81627,81721,81451,81307,81265,81415,81166,81141,81677,82571,81911,85111,98864,79561,79786,79797,79969,82291,80732,80482,80834,81146,80510,81111,80678,81334,81152,81410,80825,85014,97603,78712,79104,79376,79507,79716,80558,81438,80622,79984,81505,79959,79903,80311,80463,80523,79701,83776,98128,80088,80712,79837,79783,79889,79710,79963,80454,80330,82714,81937,81031,80843,80840,81718,81491,inf
49,90282,82339,82064,81724,81932,82072,82120,81703,82053,81764,82809,81467,81691,81783,81831,81862,81648,81613,81777,81470,81461,81549,81600,81805,81915,85242,99875,83485,81273,81447,81556,81689,81604,81845,81615,81847,82790,82317,81600,81412,81670,81999,81860,81942,82071,81572,81353,82084,82005,86376,98939,81438,82074,81576,81676,81671,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
50,89663,82140,81688,81552,81886,81898,81583,81796,81461,81927,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,83964,79873,79803,79991,79705,79790,80160,80021,80169,80191,79994,80019,79788,79940,79976,80220,80818,80077,80145,80347,84546,98042,80516,79656,80012,79781,79378,79784,79967,80232,81136,79962,79948,80111,80374,80434,81769,80237,79895,80190,80781,84224,101846,79860,80329,80352,80333,80380,81240,80140,80216,80427,80467,80246,80256,80433,80298,80717,80771,80543,80752,80753,80726,80648,81337,81379,80603,80682,80844,80597,80716,81380
56,92543,82183,82268,81824,107126,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
57,85011,80778,80461,80192,80121,80098,80658,80125,79939,79760,79843,80048,80058,79789,80018,79959,80431,80987,79908,80028,80291,80307,79978,80624,80292,79643,83310,98753,81946,80116,80455,80535,80992,81999,81357,80171,80127,79942,79690,79953,80110,80021,83730,80971,80494,80552,79841,80295,79766,80396,85793,106337,80506,80026,80062,80901,80072,80418,79632,79827,80358,79826,80508,80143,81059,81182,81619,81589,81612,80978,81773,82479
