driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57
1,100684,96906,96250,95720,95727,95570,95510,95478,95653,95397,95587,95243,94915,95524,97309,119109,95635,95922,95962,96652,96508,95741,96077,96135,96262,96164,96336,95904,96043,95830,95973,96198,95754,95755,95782,96080,97684,120367,96686,96601,96173,96612,96587,96399,96547,96416,96165,96045,96420,96526,96201,96161,96256,96107,96151,96366,96513
2.0,109091.0,104556.0,105530.0,125133.0,99468.0,98208.0,98197.0,97902.0,98246.0,98193.0,98239.0,98034.0,98118.0,98255.0,97981.0,97809.0,98552.0,97687.0,98048.0,97814.0,97614.0,97782.0,97641.0,97500.0,97378.0,97327.0,97217.0,98438.0,97474.0,97280.0,97289.0,97130.0,96955.0,97121.0,96906.0,99643.0,119219.0,95968.0,96492.0,99434.0,98155.0,97830.0,98502.0,96704.0,96285.0,96425.0,96253.0,96162.0,96374.0,96227.0,96242.0,95924.0,96125.0,96156.0,96139.0,96310.0,100000000.0
3,104670,98870,96505,96770,96860,96736,96504,96610,96472,96409,96552,96706,96770,97257,97218,96794,96597,96307,96388,97126,98445,120362,96407,96392,96361,96277,97987,96371,96283,96161,96168,96030,95959,95960,96114,96260,95816,96047,96206,96073,95915,96079,96219,96391,98213,118942,96881,97018,96602,98146,96355,96368,96055,96150,97237,98183,99826
4,104233,97098,97338,96600,96793,96791,96495,96520,96528,96368,96276,96255,97815,96808,96018,98622,120366,96269,96192,96359,96254,96359,96248,96236,96133,96105,95974,96010,95722,96031,96100,96132,96178,96202,95911,95928,98445,119860,96879,96667,96815,96864,96825,96652,97043,97438,96977,96935,96639,96570,96262,96306,96254,96640,96387,96815,98417
5,110174,103561,98379,98244,97986,97878,97577,97437,97685,97485,97753,100307,118863,97134,96709,96723,96265,96690,96584,96323,96626,96789,96394,96640,96347,96805,96276,96359,96257,95873,95996,96535,96550,97291,96467,97629,99028,120972,98025,97221,96933,97219,96938,96357,96404,96334,95929,96120,95919,95950,95683,95694,95742,95520,95677,96461,97289
6.0,110113.0,107040.0,129178.0,98481.0,98017.0,96942.0,97554.0,96973.0,96950.0,96904.0,97054.0,97033.0,97398.0,97373.0,97735.0,97762.0,98106.0,97694.0,97645.0,97515.0,97562.0,97628.0,97584.0,97435.0,97561.0,97346.0,97637.0,97151.0,97157.0,99015.0,120769.0,96831.0,96406.0,96365.0,96416.0,96218.0,96228.0,96263.0,96153.0,97149.0,98833.0,97583.0,97080.0,97491.0,97525.0,97081.0,96857.0,98790.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
7,111080,103644,101597,98038,97883,97491,97448,98020,97772,97766,97522,97244,97194,97328,97432,97461,97696,99427,120254,96314,96255,96058,96223,96326,95994,96076,95983,95632,95670,95410,95610,95923,95780,95874,96703,99320,121365,96983,97325,98538,96709,96599,96810,96611,96416,96408,96483,96124,95899,96058,95632,95954,96055,95685,95736,96292,95857
8,103307,97410,97218,96566,96682,96516,96174,96237,96170,96055,96433,96654,96321,95977,95928,95729,95857,95965,95832,95716,97846,122848,96876,96411,96325,96140,96183,96152,96349,96310,96451,96436,97263,95816,95853,95743,95694,95701,95500,95843,95590,95498,95666,97617,122354,97184,97074,97628,97251,96459,96267,96208,96156,96239,96195,95990,96376
9.0,110044.0,106477.0,124937.0,97895.0,97422.0,97588.0,97624.0,97543.0,97877.0,97682.0,97787.0,97734.0,97850.0,97823.0,97841.0,98026.0,97946.0,97481.0,97644.0,97574.0,97568.0,97631.0,97524.0,97439.0,97539.0,97314.0,96990.0,97335.0,97164.0,96874.0,96869.0,97014.0,97038.0,99953.0,120945.0,96038.0,98443.0,96657.0,96598.0,96407.0,96440.0,97063.0,96872.0,97265.0,103475.0,100322.0,96555.0,96131.0,95954.0,95706.0,96149.0,96406.0,96466.0,96460.0,96454.0,96969.0,100000000.0
10,97340,94922,95156,94761,94738,94574,94775,94838,94705,94725,97474,123605,97680,97748,97793,97364,97517,96999,97316,99197,97346,97525,97118,96806,97115,96772,96811,96422,96695,96519,96763,97400,99759,118920,95748,96486,95817,95846,95738,95453,95694,95550,95764,95730,98891,97010,97207,98276,96581,96556,96101,96601,95783,96406,96053,96064,96509
