driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65
64,130072,118826,120220,118207,115971,114981,114755,113100,114417,113103,111641,112489,110636,112060,112576,127137,115209,115188,117376,116425,115117,113956,112401,113043,113120,113262,113040,111664,111566,111042,111002,111793,113642,113941,112987,112623,111619,114967,139695,113380,112171,112997,114262,114215,112506,112702,113109,115381,113734,112734,113723,122080,113959,114380,113492,114016,113295,113908,114052,113937,113927,114618,115992,inf,inf
65,123906,117010,125346,114474,114031,113784,112837,110783,110452,110823,109560,109314,108846,109657,110046,112235,112967,112927,112597,113548,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,114259,112770,112182,112263,112599,112760,112355,111077,111396,109575,109950,111078,110247,109426,109961,110467,110930,111222,110302,112044,112565,111852,111495,112096,111880,111638,111819,112394,111613,111204,110829,111289,111486,113131,113416,118064,137263,110034,109969,110236,110370,110408,109494,109792,110792,110448,111077,111171,109856,109691,109143,109078,109015,109139,109719,109883,109697,109532,109256,111126,109781,108902,108707,109624,110858
71,117020,112673,113135,120823,112318,112773,112212,125417,111742,110987,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,148270,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
77,118484,114412,113397,113027,115187,112326,111012,111131,110919,109314,109921,109417,109601,109097,109910,110568,111485,111356,112049,111944,113832,111526,110266,110037,112311,112355,111816,111859,110622,110388,110940,111117,111340,115206,139299,112027,112868,112034,111152,111429,112827,112246,113262,113590,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
79,165402,119346,117815,116966,117510,117923,115772,115116,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,126437,116306,117668,113378,113485,112636,111386,111501,110374,109834,109276,108955,109752,109639,110041,110026,112714,111928,113434,113457,112922,112081,110891,109805,110005,111437,111339,110947,110376,110869,110009,110529,111474,114081,135941,111987,111817,111426,110361,115994,111172,110825,111477,113132,114969,113162,112686,112676,112090,112519,113208,112687,116153,112265,111450,110906,111658,112608,111797,110020,111272,112010,113577,114484,inf
50,131025,118318,113258,113037,112619,113487,111818,111048,110905,109923,109695,109071,108683,109515,110812,114109,111658,111640,111766,112911,113731,110989,111171,109658,110547,110549,112094,111362,108302,110085,110644,111059,110934,113741,142593,111630,109800,110453,110886,111561,112065,112188,111980,112124,113659,113478,112963,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
84,128373,117240,116998,116373,112831,123313,112228,111587,110811,110855,110423,109107,109451,109026,110069,112323,114264,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,183566,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,122326,116230,112562,114981,115475,112481,111799,111085,110326,109261,109335,108873,109284,109164,109718,111200,111584,111760,112810,111899,112729,112643,110226,109701,110014,111201,111265,111431,111282,110872,110974,110766,110471,112091,110976,112208,109810,110230,112836,107735,107773,118978,138352,112417,143351,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,115991,112246,112925,111673,112429,112647,112048,111568,112116,110035,110010,109868,110224,109471,109425,110821,112183,111479,110802,112294,112626,111784,111003,110249,111698,111498,112490,112391,111596,111056,110554,113384,139037,110898,111532,110914,110753,110177,109764,109372,109129,108898,109625,109864,110589,110933,111564,111435,110821,110597,110334,110309,109893,110182,110082,109670,110233,109823,110044,110710,108509,108921,109236,109805,110372
