driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69
2,80413,81242,123698,117804,71867,71514,71048,71360,71501,70592,70736,70516,72829,96559,80676,81615,75148,72700,71886,71492,71384,71666,71433,73749,73558,73823,73071,72810,72614,73029,72865,72522,73732,74152,72287,72416,72165,72107,74060,98335,78936,76867,76234,75958,81376,79003,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,83636,86826,122066,114979,73148,72228,71689,72228,71938,71386,71155,70985,71020,70968,76055,80694,75043,72240,70765,69846,69822,75317,105607,71968,71848,72433,72509,72371,72310,72512,71487,71546,71159,70621,70420,70697,70400,71501,70950,70421,70024,70099,70035,69981,70644,71213,70867,70347,73908,156889,70267,70463,70987,71538,71288,71016,71157,70646,69895,69872,70393,70096,69861,69764,69929,69831,69851,70191,inf
4,92211,84491,120832,111891,74051,72823,72836,72460,72363,72320,72188,72933,72308,71892,79269,83668,74931,72402,71480,71327,71335,71424,71129,71149,71058,71157,70934,70772,70845,70783,70754,70599,70554,70526,70678,71628,72972,96265,73425,71608,71480,71174,71035,70966,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,78524,78362,126220,118379,72076,71165,70903,70893,70953,70498,70729,70291,70574,70226,72100,79869,75373,72232,71165,70455,69836,69798,72629,94373,70600,70520,70566,70778,70657,70675,70378,71884,70205,70295,70101,70015,69990,69951,69811,69702,69736,70059,70697,69664,69423,71825,70160,70125,72842,95191,71171,70974,70681,70531,70406,70116,70060,70494,70192,70055,70057,70231,70001,70271,70134,69652,70315,69536,69900
42,81553,82695,121716,117950,72363,71394,71041,71235,71400,71289,71742,71329,71236,75223,110739,83199,77532,76156,72760,72610,71803,71564,71661,71993,71415,71480,71250,72558,71606,71327,71277,71458,71772,72140,72182,72593,71991,73266,71807,71336,71481,72864,72038,72003,72786,71649,73718,98649,72805,71948,71805,71206,70915,70769,70524,71218,71709,71758,72201,71122,70911,70745,70984,70968,72903,72993,69978,70455,inf
43,85772,90210,119937,113112,73792,72648,72241,72082,72105,71921,71945,71732,71522,71347,75513,81309,79355,77095,101058,71431,71505,71514,72021,71846,72180,71840,71806,71690,71943,71949,71685,71567,71853,71433,71332,71466,75028,98130,71247,71379,73147,71802,73507,72020,72665,74057,72724,72450,72576,72292,72263,71875,71836,71673,71567,73093,71906,71471,71397,71292,71227,70843,70619,70985,70672,70630,70466,70469,inf
44,84665,88133,127389,111786,73561,73097,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
14,84274,87315,122646,113932,74222,72084,71958,71858,72018,71996,71561,71362,71397,71019,75373,83947,79187,73163,71384,73359,95060,71061,71116,71441,71658,72185,72392,72262,72274,72543,71771,71421,72500,70956,70453,70096,70143,70764,71108,70446,69861,70159,70055,70014,70367,71544,70792,70432,70236,72236,92816,70844,70607,70187,70942,70362,70693,70737,70501,70199,70348,70451,70386,69626,69962,71036,70697,70611,72222
15,82122,83391,121674,117027,72883,71246,71322,71261,71395,71160,71569,71629,71149,72461,75604,90879,81689,97843,73693,72212,72112,71597,72329,72092,71475,71525,71671,71741,71794,71732,71775,71826,71998,72131,72229,72130,72241,74995,95099,72524,72422,72236,71440,71505,72974,72547,72370,72327,72299,71651,71648,71181,71008,71022,70945,72050,72477,71798,72067,71061,71026,70568,70444,70455,70882,70551,70502,70358,inf
17,94936,82653,120838,111845,74071,72737,72531,72828,72127,72359,71936,71946,71412,71166,81664,104629,74164,73021,71574,71043,71381,73217,71073,70486,70558,70806,72239,72300,72264,75102,96700,71134,70871,70832,70762,70782,70530,70418,70222,70204,70250,70330,70225,70533,73734,71973,70981,70461,70800,70215,69778,69690,69852,72328,94137,71362,70642,70201,69958,69881,69805,70190,70023,70516,69993,70981,70576,68966,inf
