driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
1,102428,98760,98384,98249,98194,98305,98170,136481,119767,98763,99387,99114,98980,98922,107090,123271,104638,156516,164184,157012,146564,100479,99547,98256,97928,97947,98156,98406,98335,97840,98141,98276,99340,97807,97278,95261,114476,95253,95530,95536,95734,121459,134753,148787,143261,96730,95567,95717,95124,94577,94159,94373
3,104157,99451,98900,98586,98459,98561,98565,98704,98609,99047,98872,96528,114712,96743,96773,120236,148199,159514,163661,157458,151455,97721,96732,96829,96474,96795,97328,97468,96918,96872,96930,96685,97293,94861,112766,94371,95089,94892,95335,95594,96595,115778,161660,152356,145931,96445,96146,95352,93738,93531,93992,93789
4,107989,100172,99222,99224,99382,99748,99389,100034,99811,98899,113871,98411,97987,97471,97736,125675,133622,157717,163903,157067,151348,98808,97846,97486,97983,97607,97950,98597,98079,95720,112826,96204,97176,96000,97196,96565,96491,96479,96173,96179,94386,138077,135345,149062,143582,96293,96216,95233,94804,94090,94681,94768
8,106556,100300,99236,98953,99252,99204,99291,99747,100145,100083,97157,117103,100055,100410,98099,124443,129917,157055,164249,157275,150664,98834,98033,97477,97838,97815,98060,98494,95815,112515,96584,96537,97279,95453,96053,96141,95930,96370,96539,96757,96639,119476,146354,151699,145426,96563,96264,96955,95384,95524,96020,96691
13,106125,99881,99260,99125,99059,99268,99523,99722,100216,165299,125338,97956,97847,98234,120207,122101,115775,101827,161968,158661,139357,99842,99904,99773,99112,98031,98988,99232,97991,97880,97980,98182,97718,98264,98769,97436,113275,96244,96323,96106,97628,121056,130425,142935,142112,97166,95632,95521,96312,96411,95273,95759
16,105265,99914,99325,99145,99139,99005,99363,100076,100212,99703,99537,96895,115423,97715,97764,124101,133830,159325,163916,157022,151569,98802,97533,97479,97384,97857,98401,98568,97973,97943,98080,98213,95684,114989,95961,96280,96327,96532,96608,96866,96306,119574,139903,151767,145033,96749,96959,96768,97361,96252,96810,96585
17,110350,100747,99329,99744,99867,100458,100104,100093,99931,96763,121025,97376,97165,97915,99656,124583,128251,157534,163850,157184,149081,99036,98169,97718,97881,97810,98284,98743,97945,97164,95085,111978,95418,95569,95552,95613,95718,96374,96737,96997,96508,115744,151956,151756,144584,96163,95164,95084,93797,93426,93841,93401
18,108470,100919,99743,99869,100433,100492,101346,100975,100626,100351,98333,114994,98427,98486,99192,124100,128025,157321,163778,157171,148302,99761,98814,98093,98356,98179,98258,98434,98151,98220,98342,95853,113005,97570,96934,98100,96439,96978,96356,96531,96513,121472,134753,149946,143942,98558,99835,97027,97619,96956,97017,98060
20,103277,99127,98741,98660,98409,98210,98105,98567,98309,98493,98625,98639,96432,113507,96698,119982,150137,159769,163802,156714,151957,97417,96634,96273,96345,96410,96516,96755,97349,97269,96661,96742,97527,96491,94486,111680,95018,95266,95867,95173,119965,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
154,107561,101195,99413,99163,99261,99804,99468,101129,96926,115394,97960,99412,100072,101370,99137,124165,129464,157054,164300,157126,150322,99171,97943,97616,97719,98055,98434,99427,99569,96376,115280,97807,97389,97458,96920,97449,96911,98927,97812,98376,97783,121018,137719,144279,142234,98167,96278,95614,96019,99475,99749,inf
807,109352,101214,100624,99896,99668,100426,100727,101513,100625,100138,100113,97155,120770,98809,105196,123154,116836,157016,164199,157262,147550,100396,99328,98540,96183,115582,97819,97617,97001,97520,98202,98171,99447,98785,99238,98538,95868,115369,96444,96593,101769,123461,114781,141943,142557,97289,97016,96013,96051,96309,96764,96328
813,111328,102477,101405,102102,101320,100796,100679,100970,100913,100966,100814,101478,102652,101981,103938,142644,105433,154665,164294,158422,144461,100724,99874,99470,99444,98925,99742,99025,99632,98924,98849,99824,99414,98756,98470,99214,95818,115430,96393,96142,102184,123445,114200,142677,143590,97504,97807,97256,96132,95980,96101,95907
814,112609,102066,101372,100992,99805,99776,99625,100716,98298,116037,98621,99158,99143,99649,100140,125526,121978,157489,163957,157355,147589,100324,99028,98304,98547,98387,98556,98362,98249,97914,98439,98297,95847,115105,97874,97583,97699,97316,97211,97618,97327,122904,139422,140209,140709,96845,97065,95539,95534,95840,98114,95330
815,108859,101097,99906,99819,99103,99600,99757,100596,100420,99514,99434,99456,97245,115567,98476,125633,128139,157285,163780,158017,149086,99799,98333,97822,98024,97969,97841,98672,98977,98595,97754,97053,95146,114086,97222,96285,96131,96625,96149,96748,96420,121691,135930,151381,144543,111111,inf,inf,inf,inf,inf,inf
817,107013,100478,99197,99231,99698,99126,99497,99672,100017,100359,98054,120418,98353,98569,98710,125740,127345,157453,164005,157670,149652,99285,98045,97771,97738,97773,98276,97927,97970,97676,97753,95542,116140,96084,95994,96215,95927,96377,96576,97038,96305,119843,139842,151804,144830,97315,97140,97329,96270,96433,96108,96416
818,111814,102155,101625,100379,99866,99779,99682,100719,100803,99826,99617,99397,100559,108802,130365,125436,103243,153626,164382,157903,144482,100822,100204,99804,100086,116977,99183,100862,98429,98370,98717,98758,98875,98979,98551,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
