driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56
1,106407,108693,98119,98522,98501,98524,98411,98296,98265,98594,98328,98610,98805,98603,98983,98956,99009,99145,98988,99296,99378,104331,115832,96877,96870,96882,97112,96822,97511,97347,97476,97411,97180,96645,97980,101694,116038,96049,95936,96023,96242,96383,96307,96590,96272,96467,95892,96541,96468,96450,97384,96889,96765,96266,96358,96627
8.0,121546.0,106190.0,100931.0,100508.0,100443.0,100374.0,100260.0,100016.0,100644.0,99939.0,100773.0,100342.0,100490.0,100053.0,100885.0,100275.0,100419.0,101169.0,100842.0,101028.0,101116.0,100586.0,102040.0,101485.0,105356.0,118755.0,97812.0,98156.0,98796.0,98913.0,98799.0,98780.0,98812.0,98856.0,98712.0,99094.0,98787.0,99480.0,99067.0,99031.0,98690.0,99113.0,99014.0,98947.0,98864.0,99116.0,99803.0,99807.0,99460.0,99627.0,101124.0,101143.0,101875.0,100512.0,101409.0,100000000.0
9.0,125409.0,106228.0,103334.0,102880.0,102763.0,102254.0,102378.0,101878.0,101711.0,102599.0,102168.0,102848.0,104798.0,103216.0,102783.0,102925.0,102308.0,102287.0,102456.0,103649.0,102642.0,102737.0,102826.0,102965.0,103054.0,108000.0,130883.0,99772.0,100477.0,100701.0,101074.0,101137.0,100319.0,100488.0,100443.0,100350.0,100190.0,100390.0,102757.0,100548.0,100457.0,104492.0,101419.0,101766.0,100936.0,100300.0,101626.0,101988.0,102033.0,100885.0,101047.0,103400.0,102161.0,101784.0,100000000.0,100000000.0
20,110733,107915,98643,98892,98976,98839,99112,98933,98956,98906,99109,99493,99874,99433,99762,99656,99790,105026,116840,96998,97150,97554,97444,97787,97690,97718,97450,97855,98108,97358,97614,97300,97416,97543,102341,114699,94836,96498,96612,96698,96646,96335,96648,96361,96251,96017,96756,96427,96976,96458,97048,96469,96454,96868,96875,97948
154.0,119725.0,106810.0,101198.0,102272.0,101440.0,101282.0,101345.0,105814.0,118437.0,99292.0,99607.0,100324.0,100535.0,99753.0,99961.0,100598.0,102473.0,99820.0,100806.0,99715.0,100321.0,100646.0,100115.0,99849.0,100005.0,100104.0,99843.0,100730.0,100926.0,100205.0,99961.0,100321.0,100218.0,100237.0,105200.0,117777.0,96873.0,97702.0,98036.0,99751.0,98009.0,97926.0,97820.0,98976.0,97917.0,99972.0,97978.0,98192.0,98002.0,98476.0,98767.0,100671.0,99260.0,100334.0,99348.0,100000000.0
807.0,119160.0,106640.0,100935.0,101168.0,100624.0,100282.0,100472.0,100416.0,100399.0,101287.0,105975.0,120696.0,100803.0,99677.0,101855.0,109543.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
815.0,117998.0,107379.0,100612.0,100377.0,100277.0,100294.0,100357.0,100494.0,100336.0,100153.0,100366.0,100421.0,100528.0,100357.0,100784.0,100666.0,100519.0,101637.0,101158.0,105308.0,118725.0,99772.0,100056.0,100666.0,99797.0,100236.0,99875.0,99462.0,98827.0,99063.0,99227.0,99169.0,99317.0,99170.0,98756.0,98974.0,98702.0,99032.0,99096.0,99282.0,99216.0,99153.0,99865.0,99158.0,98911.0,99118.0,98993.0,99105.0,99313.0,99494.0,99335.0,101098.0,99617.0,100380.0,101402.0,100000000.0
817.0,116770.0,107265.0,100475.0,100547.0,100254.0,100115.0,100044.0,100179.0,100497.0,100259.0,100450.0,100407.0,100468.0,100433.0,100438.0,100349.0,100776.0,105141.0,118518.0,100462.0,100979.0,100833.0,100388.0,100405.0,100429.0,100026.0,100385.0,99933.0,99145.0,98902.0,99015.0,99326.0,99212.0,99094.0,98833.0,99135.0,98886.0,98632.0,99291.0,99022.0,99304.0,99334.0,99461.0,99181.0,99073.0,99044.0,98842.0,98988.0,99111.0,99619.0,99534.0,101021.0,99595.0,100287.0,101283.0,100000000.0
822,108391,107756,98543,98638,98742,98698,98933,98730,98641,98300,98730,99224,98903,99099,98939,99286,99195,99288,99294,99241,103863,115432,96690,96558,96740,97398,97560,97461,97607,97535,97778,97804,98121,97791,97298,101470,116223,94872,97212,97116,96791,97043,96818,95938,95921,95829,96338,96655,96240,96518,96583,96633,96878,96896,96306,96415
825.0,120389.0,106985.0,102041.0,102068.0,101665.0,101555.0,101766.0,101478.0,105444.0,119108.0,98778.0,99430.0,99756.0,100147.0,100343.0,100105.0,100623.0,100600.0,100041.0,100622.0,100534.0,100599.0,100901.0,101236.0,101223.0,101416.0,100181.0,100417.0,100216.0,101759.0,101066.0,101363.0,105049.0,116557.0,97471.0,97629.0,97862.0,99521.0,98408.0,98291.0,99901.0,100110.0,98340.0,98354.0,98216.0,98358.0,99547.0,98591.0,98799.0,98708.0,99133.0,98814.0,98564.0,98485.0,100612.0,100000000.0
826.0,126639.0,104240.0,100910.0,100651.0,101846.0,101473.0,106599.0,113099.0,100154.0,100187.0,100536.0,100527.0,100044.0,100075.0,100126.0,100712.0,100874.0,100315.0,100209.0,100441.0,101296.0,102128.0,101067.0,101357.0,105954.0,121104.0,97975.0,98439.0,98506.0,102940.0,137854.0,98245.0,98926.0,99012.0,98509.0,98495.0,98691.0,98506.0,98620.0,98809.0,107185.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
830,112744,107324,99203,99075,98863,99154,99002,98991,99108,99176,99498,100070,99705,99472,99463,99776,104082,117074,97652,97502,97781,98222,98153,98154,97792,97951,97876,97986,98014,98136,98597,98692,98378,102883,115105,96776,96699,97217,96659,96462,96503,96626,96688,96212,96143,96233,96639,96866,96623,96619,96739,97005,97597,97675,97296,98046
832.0,131900.0,141056.0,99731.0,100206.0,100418.0,100702.0,100266.0,100228.0,100548.0,100269.0,100370.0,100593.0,100410.0,100188.0,100341.0,100226.0,100130.0,99948.0,100451.0,100288.0,100564.0,100785.0,100295.0,99928.0,100236.0,100124.0,100091.0,100187.0,100082.0,100663.0,100443.0,101773.0,100799.0,101857.0,100515.0,105356.0,117822.0,100006.0,98067.0,98151.0,98504.0,97918.0,97543.0,97502.0,98599.0,98219.0,98087.0,97749.0,98054.0,98047.0,98164.0,98449.0,98947.0,98366.0,98938.0,100000000.0
840.0,122994.0,105359.0,101604.0,102004.0,101702.0,101760.0,101694.0,101446.0,101254.0,100933.0,100715.0,101119.0,100979.0,100513.0,100882.0,100708.0,101196.0,101035.0,100844.0,106051.0,118938.0,99370.0,99494.0,99853.0,99656.0,100418.0,100880.0,99664.0,99190.0,99776.0,99809.0,99599.0,99287.0,99074.0,99135.0,99243.0,99345.0,99265.0,99549.0,99593.0,99952.0,99686.0,99684.0,105046.0,115836.0,96678.0,97752.0,98039.0,98156.0,99996.0,97895.0,98064.0,98240.0,98205.0,99136.0,100000000.0
841.0,124095.0,104793.0,102096.0,102443.0,102604.0,101992.0,106701.0,120170.0,99184.0,100096.0,99623.0,100092.0,99872.0,99884.0,100201.0,100053.0,100463.0,100460.0,100495.0,100597.0,100366.0,100743.0,100931.0,101062.0,101149.0,101898.0,102168.0,101740.0,101472.0,106572.0,121216.0,98048.0,98993.0,98311.0,100122.0,98463.0,99270.0,99608.0,99470.0,98359.0,98619.0,98976.0,100214.0,98296.0,98506.0,98588.0,99229.0,98764.0,98606.0,98716.0,98890.0,99035.0,100043.0,100019.0,99754.0,100000000.0
842,114122,107409,99821,99988,99720,99970,99871,99807,99727,99720,99872,100170,99998,99905,99923,100032,100014,100417,104356,117332,98429,98947,99377,98513,98583,98382,98458,98854,98607,98967,98970,98972,98751,98788,98915,98362,98224,98412,103236,116881,96225,96928,96695,96763,97286,96972,97552,97576,97245,97306,97589,97591,102032,116679,94742,97674
844,110061,107918,98637,98849,98970,98743,99101,98912,98915,98981,100993,99608,99759,99587,99688,99914,99985,100358,99756,100331,100536,105360,116967,97400,97564,97348,97445,97132,97103,97236,97492,97571,97853,97818,97738,97491,97784,97466,98333,98390,97775,102844,117267,95774,94860,95676,96136,95888,96073,96149,96243,95916,96129,96314,96986,96503
846.0,138254.0,146586.0,99921.0,100193.0,100526.0,100603.0,100553.0,100499.0,100362.0,100589.0,100572.0,100807.0,100397.0,100198.0,100365.0,101056.0,107516.0,132322.0,99181.0,99223.0,99347.0,99321.0,99742.0,101412.0,99620.0,99472.0,99445.0,99417.0,99773.0,99595.0,102091.0,100413.0,99882.0,104551.0,120214.0,98530.0,98346.0,98442.0,98797.0,98910.0,101656.0,99653.0,100052.0,99227.0,98885.0,99979.0,98811.0,98877.0,100835.0,105912.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
847.0,124734.0,105543.0,102357.0,103130.0,102111.0,101802.0,101859.0,101368.0,101355.0,101439.0,101769.0,101696.0,102146.0,101807.0,102084.0,102036.0,105096.0,103618.0,102499.0,102934.0,103729.0,107467.0,119841.0,98953.0,101005.0,101344.0,100201.0,101677.0,100012.0,101693.0,101524.0,100216.0,100142.0,100040.0,101371.0,100767.0,101951.0,101364.0,101223.0,101322.0,101378.0,101266.0,101754.0,102442.0,102018.0,102507.0,102250.0,102586.0,107069.0,116670.0,97283.0,98442.0,98663.0,99302.0,100000000.0,100000000.0
848.0,128468.0,103535.0,101082.0,100795.0,101715.0,101135.0,102145.0,101330.0,100997.0,100676.0,100846.0,100754.0,100632.0,100705.0,101029.0,100938.0,101456.0,101552.0,105813.0,117695.0,99062.0,98901.0,99662.0,99572.0,100107.0,100603.0,99865.0,99705.0,99523.0,99234.0,99399.0,99745.0,99670.0,99204.0,99530.0,99542.0,99629.0,99262.0,99426.0,99388.0,99257.0,99414.0,99371.0,99587.0,100559.0,99853.0,100853.0,100279.0,98946.0,99451.0,99250.0,100508.0,99760.0,99183.0,100057.0,100000000.0
