driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70
1,115242,109610,107854,105095,103736,102214,101287,100444,100554,100695,99754,101129,119225,91634,89474,88893,89054,88264,88215,87851,88236,87897,88291,88475,89750,91241,104019,86121,87188,86592,87163,87330,87144,86630,86485,86517,86687,87185,88632,90963,102874,85288,84987,85570,85877,86646,99177,89256,87024,93307,100448,96598,108771,95005,105658,86758,95072,85538,83876,83905,83661,83706,87616,84999,84801,84288,84498,84032,84007,84662
2.0,126843.0,116860.0,111864.0,109558.0,107812.0,105410.0,104410.0,103923.0,104072.0,103620.0,105837.0,122681.0,98361.0,94469.0,92986.0,92208.0,92698.0,93480.0,90826.0,91045.0,91261.0,91691.0,92930.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
3.0,118063.0,109858.0,108372.0,106279.0,104594.0,103739.0,103551.0,102791.0,103063.0,101919.0,100785.0,102328.0,117657.0,93428.0,92919.0,90967.0,90914.0,91192.0,90316.0,90289.0,89914.0,90366.0,90647.0,90228.0,90053.0,90332.0,92238.0,108969.0,87891.0,87204.0,88733.0,87948.0,87998.0,89106.0,87424.0,87654.0,87655.0,88058.0,87708.0,87841.0,87762.0,87278.0,87448.0,87609.0,89031.0,91617.0,92404.0,90488.0,93377.0,104485.0,115740.0,93582.0,95485.0,98423.0,111213.0,86324.0,85959.0,85460.0,85277.0,87004.0,90017.0,85762.0,85044.0,84857.0,85318.0,86034.0,86016.0,88065.0,86666.0,100000000.0
4,118904,109175,106880,108134,104978,105006,101825,102638,100334,99906,99518,101533,120137,93422,91126,89699,88622,88814,90593,87866,88043,87944,88123,88066,90740,108847,85969,86150,86838,86425,86684,86916,87084,88117,87973,88830,101288,84718,85058,85488,85043,85602,86346,86706,87892,87839,93360,107142,86666,93726,96501,95391,89183,87425,85239,86031,86428,89566,85340,84698,84101,83711,84135,84046,84034,83979,84129,83991,86153,89342
5.0,127536.0,114643.0,110010.0,108408.0,106647.0,106105.0,105572.0,104904.0,104223.0,104065.0,103485.0,106057.0,118883.0,94449.0,93108.0,92301.0,92738.0,91551.0,91355.0,91060.0,91225.0,91046.0,90180.0,94015.0,111655.0,89349.0,93672.0,93360.0,90997.0,90805.0,89953.0,90390.0,91765.0,89499.0,89775.0,91363.0,90882.0,90803.0,89754.0,90136.0,91186.0,90090.0,94906.0,107500.0,98941.0,98284.0,91116.0,99118.0,105296.0,117040.0,96888.0,102014.0,111170.0,87149.0,90315.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
10.0,127271.0,115808.0,110873.0,110406.0,108459.0,108241.0,108097.0,106689.0,106016.0,105544.0,108228.0,124879.0,98180.0,96398.0,94165.0,92780.0,94579.0,92530.0,94227.0,92150.0,94109.0,91916.0,92024.0,92359.0,94190.0,93094.0,93019.0,94036.0,110331.0,91164.0,95445.0,90710.0,90617.0,91540.0,90008.0,90852.0,90220.0,92705.0,90811.0,92249.0,94252.0,91819.0,90343.0,92811.0,97677.0,95374.0,94151.0,110099.0,108759.0,102297.0,99656.0,96542.0,94912.0,112749.0,89096.0,89359.0,90999.0,88119.0,88022.0,88716.0,89271.0,89547.0,92738.0,89885.0,91512.0,92555.0,100000000.0,100000000.0,100000000.0,100000000.0
13,119783,110800,106409,107275,104727,103838,103361,113304,101946,105735,125401,99751,95361,92664,90960,89749,89291,88633,89561,90403,90262,90143,90553,90957,91912,106560,86841,87059,86251,87062,88585,89070,89444,87391,87253,87373,87752,87666,89388,91389,104800,87781,85165,84782,85420,88976,89249,87316,91036,98291,97588,92243,88844,88010,86478,86149,86534,90378,104596,83655,83415,83986,83938,84558,85218,84373,84689,84580,88067,93535
15.0,129844.0,115682.0,112007.0,109690.0,107875.0,107041.0,106893.0,104851.0,104357.0,103780.0,103956.0,102758.0,108273.0,122230.0,96200.0,95252.0,95534.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
16.0,129049.0,114999.0,110330.0,107104.0,106761.0,106745.0,105934.0,104687.0,104392.0,103687.0,103624.0,105595.0,119726.0,94023.0,93114.0,92020.0,93277.0,90920.0,91137.0,91159.0,91366.0,90798.0,90094.0,91400.0,91949.0,92502.0,108746.0,88367.0,88181.0,89206.0,90768.0,88408.0,88729.0,88692.0,88325.0,88109.0,88512.0,88664.0,89924.0,88472.0,88615.0,89542.0,88307.0,88478.0,89013.0,95857.0,92028.0,92008.0,102062.0,104783.0,113169.0,94201.0,97616.0,110538.0,91794.0,89799.0,88857.0,89984.0,90042.0,91021.0,86305.0,86011.0,86070.0,86062.0,89629.0,85579.0,86318.0,86478.0,100000000.0,100000000.0
17,120268,110669,108843,105926,104262,103829,103647,103606,102040,104198,120555,96113,95406,91834,91524,89735,88668,88795,90771,87887,87413,87906,88160,88274,90866,105521,86717,87121,87711,86856,87101,87028,87192,88055,87402,86943,87737,88392,91080,103844,85314,85495,85353,85871,85902,86164,92835,88278,86932,93289,104418,112077,96061,107060,85277,84343,85916,84494,83992,84322,83718,84003,89000,85214,84570,84818,84141,84069,84184,85074
