driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
14,100830,94893,94171,93934,93829,93644,93916,93986,95089,93678,92841,93116,93167,92498,92860,92971,92647,92514,92436,92230,91706,92583,91534,91615,91647,92992,113016,97461,95414,148272,193587,163455,96672,95229,93277,92606,92425,92312,92533,91910,91847,92596,92201,91799,91698,91408,91985,92021,92152,92243,112239,95131,93099,92964,94846,93524,93058,92456,92681,94613,92824,92355,92573,92202,92461,92260,92394,91804,91946,92134,92704,93008
22,101563,95430,94659,94971,94994,93670,94358,93792,92676,92999,93152,93339,92637,92828,92821,93036,92271,92463,92673,92513,92242,91826,92409,91678,91764,93213,92975,105065,120747,136171,194232,161479,98408,95853,93677,93356,93302,92574,93235,92538,93267,92200,92134,92151,94308,93301,92019,91635,91536,91443,91443,91856,93494,92312,91774,91904,91936,92010,92719,92447,92253,91773,92054,92457,92275,92171,92629,92332,93746,93162,92186,93937
30,95713,93247,92478,91819,91817,91936,92223,91456,91591,91654,91877,91488,91215,91072,91332,91553,92372,91964,91727,90894,90367,109639,90659,90715,91281,91588,91230,90967,109196,182970,193094,164959,95056,91687,91262,90687,90708,91327,90984,90702,115263,92101,92580,93540,94354,102021,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,103547,95049,94224,94538,93174,92622,92672,93640,91975,91354,91093,92304,91931,91312,91673,91359,91499,91704,91477,91437,90824,90846,92411,90792,92531,115809,92040,103592,94157,159445,192711,164150,95493,92690,91575,91171,90916,90303,90488,90772,90447,90321,90865,90433,91479,91929,90760,90472,90347,110560,90494,90530,94300,91525,90631,91141,91345,91521,90824,91638,91194,90421,91423,90163,90395,92161,91428,90772,91159,91153,91348,93010
44,107931,95922,95800,94912,95917,95357,94384,96165,93751,93651,93684,94311,93745,94091,95955,93575,93117,93109,92943,92747,92942,96558,93259,92845,93798,95572,92940,97873,116859,114853,184562,173502,97487,97508,94087,92549,92636,92591,92791,92654,93031,93569,93488,92478,92792,93476,93889,94598,92413,92228,92366,92137,92100,93049,94236,95107,95837,93950,91582,91343,91505,92270,92763,92536,92737,91461,92290,92410,91599,92147,92624,92673
49,104791,95701,94287,94639,94535,94255,93936,94172,93368,93375,93020,92708,92695,92687,92540,92201,93022,92188,93024,91619,110948,91613,91005,92132,91576,91805,93903,96961,95073,149471,192374,163244,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
50,102211,95490,94581,95600,94173,93834,93991,94248,92929,92683,93015,99772,92786,91407,91940,91924,91899,92503,92564,92379,91322,116229,91598,91656,91536,92273,92306,98368,97080,142402,192588,162743,97291,93352,93399,92820,92409,92099,92792,92013,91720,92324,92556,91713,92414,113570,92450,93835,93687,92371,92488,91737,92396,92519,93230,93527,92515,91915,92482,91610,91893,91922,92237,91505,91133,91099,91414,91489,91966,92200,91650,98463
55,96618,93144,92676,92564,91927,91933,92176,91496,91265,91501,91407,92859,91253,90796,91570,91270,92954,91635,90758,90853,90423,91311,109299,90233,90764,91641,91581,92359,107529,181827,194740,164362,94964,91808,91244,90666,90852,90872,91419,90507,89711,89537,89737,89798,128782,90728,90190,90459,90398,90415,91342,90673,92881,93074,93191,91163,89609,90172,90992,90382,91006,90174,90683,91251,90346,89413,91452,91294,89842,90769,90651,90905
56,104180,94910,95095,94674,94412,93988,93816,94314,93168,93166,92966,93127,92735,92093,92659,93019,92854,92450,92629,91384,92182,92051,92571,91641,91413,93302,113397,95405,94858,149806,192468,162876,98671,94725,92793,92260,91964,92167,92780,92182,91659,91900,92790,91956,92006,91394,91675,113250,92174,92090,92181,93224,93177,93149,92287,92341,92010,91845,92016,91586,92341,92595,92216,92175,91372,91858,91435,91455,91612,92063,91994,97336
57,103051,95268,95251,94837,94384,93852,93785,94217,93125,93271,92989,92917,92502,92479,92618,93283,92369,92570,95479,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
58,108199,96103,95719,94980,95878,95471,94641,93838,93870,93962,93985,94387,93723,93868,96132,93611,116040,93009,93478,93945,93773,93763,93677,93011,93068,93199,94676,94603,92925,120288,193130,163160,97069,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
63,108716,96234,95953,94501,95911,95453,102649,92504,92296,93079,93441,93860,94132,108083,137246,297378,93346,92224,92303,92488,92725,93853,92612,93863,101753,128402,941618,92979,98194,92561,99991,92948,92300,91930,92418,93278,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
64,111249,97257,94875,94157,94760,96213,94818,94493,94503,93634,94016,94012,94464,94569,93868,94209,93656,93204,93465,92993,93045,93934,95281,92882,94609,106102,100189,96790,94129,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,107131,96318,95112,95589,95683,95247,94569,94385,94114,93836,94070,94252,93820,93804,94142,92870,92794,93180,92717,92308,92716,92301,112055,92110,93115,93326,93984,95583,94058,131152,194060,161559,98671,94973,93891,93406,93444,92857,92851,92877,93031,92477,92334,91930,93540,93805,92539,92201,92500,113509,92720,92925,93843,94149,94658,94587,95894,96772,97185,96525,97121,98857,98033,96654,96843,97530,96760,98471,101633,101485,105250,inf
69,109268,99997,97812,96776,96982,96296,96408,99187,96627,96749,97978,96339,95902,96076,98124,97977,97579,96172,97104,95893,96016,97190,121987,97962,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
71,95109,93021,92402,92054,91693,92301,91613,91407,91390,91158,91445,91501,91202,91467,90529,91520,90849,91073,90681,90576,91181,90669,90635,90442,111900,90560,91324,91167,113465,181774,193388,166117,94394,91881,91211,90977,90116,89847,90184,89881,90083,90001,89866,89653,89729,90307,91575,90689,90354,90300,90700,110369,90040,90442,90828,90696,90302,90990,91658,92421,91561,90786,91313,90762,91116,90581,91049,91244,91592,92337,92950,94924
73,111788,98324,99258,94996,96951,96631,96040,96658,94252,94273,94665,94356,94183,94663,94412,94311,93854,94335,94477,93606,95787,96573,97427,120727,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
77,97391,92977,93088,92498,93110,91570,92265,91526,91702,91657,91305,91538,92828,91107,91658,92019,91116,92107,91295,90825,90518,90865,90723,92866,110819,90898,91401,93180,102067,183240,192904,164421,95595,92226,91103,90650,90393,90697,91105,90956,90168,90556,90104,90293,90637,90664,92534,110727,90713,90985,90858,90679,91447,90884,90932,97026,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
79,106540,95822,95045,95561,96262,95113,94374,94136,93762,93472,95595,93367,93600,94524,93825,92651,92024,91396,91778,91707,92317,113591,91755,92391,94596,94764,92049,95516,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
83,109520,97417,95045,94802,94920,96277,94611,94514,93865,93977,94110,94435,93711,93598,95518,94159,93370,93287,93348,93175,92958,94512,94387,93528,93426,94378,94614,97501,94215,132398,194154,161801,98680,104407,95757,95097,94660,94287,94294,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
84,105577,96243,94951,95996,96177,94942,94292,94198,93608,93826,94727,94005,93931,94445,96784,93439,93741,93258,93072,92668,93376,96277,93388,92850,93313,93957,93070,99422,96004,125618,206836,160749,96765,103715,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
85,111030,98744,99220,98242,96394,96224,96058,97474,96627,96830,96223,95752,95393,95617,95402,95097,97008,117186,94965,94988,95687,97715,95243,97653,95870,99032,99256,97156,132914,207703,161813,99128,97723,97482,96387,97600,95633,95260,95404,95896,95697,95588,96303,96295,97186,96460,96225,96447,95670,95773,100305,117371,95604,97863,97425,99439,97971,96436,96214,96347,95793,95337,95687,99222,97017,95986,95670,94592,95498,inf,inf,inf
